userId,productId,purchasedAt,quantity,unitPrice
USR01041,PRD00088,2025-04-07,1,619.76
USR01196,PRD01369,2021-12-05,4,217.26
USR01196,PRD02491,2024-10-30,3,11.77
USR01196,PRD01225,2020-12-25,2,433.47
USR01196,PRD00018,2022-12-18,4,803.91
USR01196,PRD02138,2021-08-06,4,27.64
USR00010,PRD01610,2023-01-05,3,2259.4
USR00010,PRD02745,2023-06-17,3,2271.33
USR00812,PRD00751,2025-10-31,5,1622.46
USR00812,PRD01589,2022-05-14,2,1539.27
USR00137,PRD01113,2022-11-11,4,372.11
USR00137,PRD02088,2021-02-12,5,1493.77
USR00137,PRD01166,2025-01-26,5,1074.16
USR00137,PRD02887,2024-01-28,2,687.07
USR00137,PRD02625,2025-07-19,5,2283.28
USR00282,PRD01947,2021-10-19,2,2005.72
USR00282,PRD01923,2022-06-03,1,363.04
USR00935,PRD02273,2020-07-25,3,1615.71
USR00774,PRD01283,2024-05-31,5,2121.62
USR00774,PRD02678,2020-10-01,2,1721.45
USR00774,PRD00987,2021-07-25,1,637.06
USR00774,PRD00137,2024-08-14,4,320.19
USR01118,PRD00402,2023-03-02,1,2166.22
USR01118,PRD02245,2023-01-31,5,2106.47
USR01118,PRD00609,2024-04-18,2,1737.52
USR01118,PRD00219,2023-11-27,4,863.2
USR01118,PRD01152,2024-01-22,5,1092.37
USR00014,PRD00729,2021-01-14,3,550.03
USR00014,PRD00262,2025-03-19,3,1618.35
USR01443,PRD02583,2022-06-05,2,2347.38
USR01443,PRD02288,2025-04-18,4,1692.2
USR01443,PRD02625,2021-07-03,4,2283.28
USR01443,PRD01729,2022-10-17,1,1823.45
USR01467,PRD00400,2023-03-10,3,1277.1
USR00001,PRD02392,2021-07-03,5,1679.58
USR00001,PRD01385,2022-08-11,1,1204.56
USR00001,PRD01285,2025-09-07,1,285.62
USR00001,PRD00816,2021-08-25,3,1374.54
USR01259,PRD02692,2022-04-08,5,1737.48
USR01259,PRD02142,2021-09-25,5,1116.5
USR01259,PRD02701,2023-09-28,5,1572.94
USR00460,PRD00220,2024-08-01,1,1749.78
USR00460,PRD01903,2023-10-29,2,1299.59
USR00460,PRD02018,2022-10-31,2,2459.72
USR00460,PRD00962,2024-11-03,2,1024.28
USR00783,PRD00566,2024-04-08,1,181.44
USR00664,PRD00616,2022-03-22,5,1631.01
USR00664,PRD00803,2025-05-28,1,1746.8
USR00664,PRD01103,2024-07-25,1,345.67
USR01209,PRD00668,2025-08-10,4,1727.84
USR01209,PRD01357,2021-09-22,4,1974.78
USR00200,PRD02110,2025-11-30,3,448.56
USR01148,PRD00448,2025-04-18,4,1840.82
USR01148,PRD02434,2023-01-25,1,972.31
USR01148,PRD01864,2021-09-20,1,450.91
USR00465,PRD01191,2023-07-13,5,1870.75
USR00712,PRD01860,2023-02-20,3,1598.94
USR00712,PRD00155,2022-03-24,3,2377.85
USR00712,PRD00834,2025-05-20,4,1972.53
USR00712,PRD01854,2022-10-02,4,1580.94
USR00712,PRD02169,2024-02-24,1,615.63
USR01127,PRD02880,2021-04-24,2,226.12
USR00015,PRD00706,2025-12-19,2,343.53
USR00015,PRD02529,2020-09-17,5,498.93
USR00015,PRD02478,2023-12-03,4,2356.03
USR00015,PRD00859,2025-09-06,5,205.3
USR00015,PRD00763,2020-01-05,1,558.69
USR00619,PRD01753,2025-08-17,4,878.79
USR00163,PRD02697,2022-11-06,5,125.37
USR00163,PRD01657,2023-02-01,4,379.88
USR00163,PRD00861,2025-07-04,1,49.95
USR00163,PRD01576,2024-10-10,1,1778.18
USR00868,PRD02451,2024-04-18,2,897.21
USR00868,PRD02015,2021-10-24,3,2168.27
USR00868,PRD00841,2025-06-02,3,2028.06
USR00868,PRD01079,2022-07-11,2,172.13
USR00868,PRD02189,2025-03-22,4,1928.41
USR01372,PRD01703,2021-06-19,3,643.25
USR01372,PRD00623,2022-12-09,4,135.64
USR01372,PRD02806,2024-07-22,2,2091.26
USR00209,PRD00386,2022-02-19,5,477.82
USR00209,PRD01104,2023-08-02,3,721.73
USR00209,PRD01274,2021-08-28,2,2318.29
USR00209,PRD00655,2022-01-13,4,931.97
USR00209,PRD02720,2021-04-03,5,149.67
USR01444,PRD02557,2024-07-31,1,93.56
USR01378,PRD02027,2022-07-19,4,1910.7
USR00034,PRD00564,2022-07-08,4,504.35
USR00034,PRD02440,2025-07-14,3,2472.7
USR00034,PRD00602,2024-01-12,2,1906.41
USR00034,PRD02070,2022-02-09,5,1274.28
USR01053,PRD02221,2024-07-21,5,1099.31
USR01053,PRD01520,2020-12-02,2,1566.67
USR01053,PRD02770,2022-12-27,4,2122.03
USR01168,PRD02843,2022-04-13,2,808.16
USR01168,PRD02270,2021-12-04,4,657.97
USR01168,PRD01535,2024-05-24,1,1254.88
USR01168,PRD02100,2024-02-28,5,1765.6
USR01168,PRD02397,2022-06-11,4,818.94
USR00674,PRD00696,2025-04-05,3,376.3
USR00674,PRD02238,2024-09-25,1,1180.26
USR00674,PRD02855,2025-09-28,5,2204.63
USR00674,PRD02247,2021-09-23,3,242.0
USR00248,PRD01419,2023-04-07,3,904.32
USR00248,PRD00832,2020-08-10,5,322.32
USR00248,PRD01134,2020-12-29,2,319.05
USR00917,PRD00510,2022-12-24,1,1538.24
USR00917,PRD00316,2021-04-23,3,102.52
USR00917,PRD02928,2021-11-26,4,779.34
USR00917,PRD00328,2021-10-29,3,430.95
USR00061,PRD01131,2023-08-13,2,1034.42
USR00061,PRD00428,2023-03-20,2,844.01
USR00868,PRD02082,2025-01-31,5,396.15
USR00868,PRD02518,2020-03-25,2,1267.85
USR00352,PRD02521,2022-09-21,3,1179.03
USR00642,PRD01464,2022-11-17,1,1441.09
USR00642,PRD02833,2022-02-26,4,982.36
USR00642,PRD01669,2020-12-24,5,1609.6
USR00328,PRD02988,2022-01-28,4,2128.92
USR00328,PRD02551,2024-06-27,4,1151.91
USR00328,PRD01542,2023-06-18,3,622.95
USR00328,PRD01069,2021-11-07,1,613.36
USR00328,PRD00264,2025-08-27,5,1058.2
USR01269,PRD00705,2021-10-21,1,643.96
USR00796,PRD01507,2020-12-30,4,1980.6
USR00796,PRD02099,2025-02-05,4,406.1
USR00043,PRD01688,2022-10-25,5,498.56
USR00040,PRD00113,2023-03-15,4,1190.4
USR00040,PRD02306,2022-12-20,4,156.83
USR00040,PRD00268,2024-01-06,4,698.6
USR00040,PRD00617,2025-09-12,2,167.82
USR01348,PRD02476,2024-06-10,1,2149.13
USR01348,PRD02011,2025-05-31,2,1362.07
USR01348,PRD00394,2022-06-02,4,2370.31
USR01348,PRD00876,2021-05-27,3,240.06
USR01451,PRD00598,2021-02-01,5,399.41
USR01451,PRD01769,2021-03-14,5,1694.5
USR01442,PRD01722,2021-07-26,4,2449.26
USR01442,PRD01006,2021-03-25,2,2400.61
USR01353,PRD00659,2024-05-21,4,1759.65
USR01353,PRD00195,2020-10-01,2,981.83
USR01353,PRD02211,2025-11-02,1,1620.67
USR01049,PRD00318,2025-03-24,3,658.47
USR01049,PRD01656,2022-02-06,4,44.03
USR01049,PRD02637,2020-05-06,4,397.72
USR01108,PRD00644,2020-09-01,2,156.6
USR01108,PRD01049,2020-10-23,1,1934.66
USR01108,PRD02234,2020-02-25,3,266.39
USR01108,PRD02459,2021-07-17,3,1988.74
USR01108,PRD00987,2022-01-27,4,637.06
USR00232,PRD01536,2025-03-27,2,959.78
USR00473,PRD00395,2021-03-25,4,270.22
USR00473,PRD01225,2021-07-14,3,433.47
USR00414,PRD00101,2021-06-29,4,1490.83
USR00414,PRD01554,2020-02-29,2,2113.33
USR00414,PRD00350,2023-06-01,4,1310.07
USR00414,PRD01930,2022-12-16,4,222.47
USR00414,PRD01247,2024-04-09,2,2094.45
USR01290,PRD02523,2025-07-05,3,1848.21
USR01290,PRD02507,2023-11-10,3,2018.84
USR01290,PRD02170,2020-03-29,3,1196.29
USR01003,PRD01295,2025-06-18,3,8.27
USR01003,PRD02802,2024-02-09,1,1905.63
USR01003,PRD02943,2020-04-27,5,1181.37
USR01003,PRD02806,2023-01-05,2,2091.26
USR01045,PRD00567,2024-07-11,1,335.33
USR01045,PRD01311,2020-10-19,1,642.45
USR01045,PRD00441,2021-07-03,2,1498.87
USR01045,PRD01719,2021-05-28,2,1009.32
USR01045,PRD02394,2022-10-30,5,1146.91
USR01383,PRD01047,2025-07-10,2,1550.84
USR01383,PRD00352,2021-03-21,5,2219.33
USR00111,PRD01602,2023-02-21,4,2207.61
USR00230,PRD01308,2020-11-28,2,1860.14
USR01201,PRD01576,2020-11-15,1,1778.18
USR01201,PRD00745,2024-06-28,5,2036.3
USR01201,PRD00464,2025-07-20,2,548.63
USR01201,PRD02004,2022-04-18,1,1914.97
USR01201,PRD00159,2024-10-17,1,540.42
USR01370,PRD02842,2023-06-08,5,542.55
USR01370,PRD00732,2023-10-27,1,707.21
USR01370,PRD02629,2020-06-28,5,591.1
USR01370,PRD01887,2024-06-08,2,79.88
USR01370,PRD02482,2025-08-06,3,1117.93
USR01295,PRD01575,2024-11-06,5,1288.21
USR01295,PRD01453,2020-11-25,5,603.16
USR01295,PRD02904,2023-06-12,2,1630.34
USR01295,PRD02547,2024-07-18,5,332.21
USR01295,PRD02248,2021-03-26,2,2016.43
USR00200,PRD01362,2021-02-05,1,815.67
USR00200,PRD00060,2025-02-04,2,531.28
USR00200,PRD00772,2025-03-07,4,822.43
USR00196,PRD00851,2024-04-07,5,2031.67
USR00196,PRD01419,2024-03-31,5,904.32
USR00072,PRD00297,2022-05-13,2,2157.44
USR00072,PRD00542,2020-11-26,3,922.82
USR00072,PRD02943,2021-04-05,4,1181.37
USR00350,PRD02114,2020-05-01,5,672.3
USR00350,PRD01270,2022-03-14,3,715.43
USR00350,PRD02140,2025-02-01,1,1985.17
USR00350,PRD00586,2022-02-22,2,1803.48
USR00350,PRD02925,2023-10-13,4,2249.66
USR00457,PRD00360,2021-09-23,3,526.42
USR00837,PRD02379,2025-02-18,5,956.63
USR00837,PRD00405,2022-06-10,4,62.74
USR01287,PRD01563,2024-08-05,5,2311.36
USR01287,PRD02637,2025-05-22,2,397.72
USR01287,PRD01139,2023-05-14,5,653.22
USR01287,PRD01179,2021-01-27,2,392.46
USR00857,PRD01267,2022-02-18,5,1232.36
USR00857,PRD00666,2020-07-06,1,1475.75
USR00857,PRD00783,2023-01-11,1,571.13
USR00857,PRD00611,2024-01-06,5,2213.51
USR00190,PRD02313,2020-01-04,4,2037.04
USR00190,PRD01223,2022-12-07,4,190.59
USR00190,PRD01109,2025-02-06,2,1313.59
USR00190,PRD00152,2022-11-02,1,830.47
USR00090,PRD00711,2023-01-31,5,1077.97
USR00090,PRD02304,2021-07-15,5,1910.6
USR00090,PRD00666,2022-12-20,4,1475.75
USR00090,PRD00742,2022-02-17,1,1387.5
USR00090,PRD01111,2025-11-18,5,589.96
USR00937,PRD01505,2022-07-21,1,1489.92
USR00937,PRD02745,2024-12-16,1,2271.33
USR00937,PRD01195,2022-09-03,3,730.03
USR01473,PRD02657,2020-01-10,2,2255.58
USR01178,PRD00165,2020-02-27,3,1021.85
USR01297,PRD02991,2025-06-28,3,395.18
USR01297,PRD02455,2021-05-17,3,129.09
USR01297,PRD00461,2022-05-08,2,409.18
USR01297,PRD00442,2024-09-07,3,2439.99
USR01297,PRD01039,2023-07-23,3,850.94
USR01241,PRD00792,2021-04-13,3,2184.89
USR00272,PRD01544,2020-08-19,4,905.61
USR00272,PRD00807,2024-11-05,5,2043.68
USR00272,PRD02305,2021-03-05,4,1926.51
USR00272,PRD00067,2025-11-22,4,1352.54
USR01200,PRD00297,2022-04-16,5,2157.44
USR01200,PRD00382,2023-09-22,1,34.94
USR01200,PRD00706,2023-11-19,4,343.53
USR01200,PRD02486,2022-11-29,3,1976.82
USR01200,PRD01207,2024-11-21,5,2062.77
USR01478,PRD01447,2022-12-01,5,1662.86
USR01478,PRD00122,2023-02-19,4,725.47
USR01478,PRD00622,2025-04-02,5,2217.32
USR01478,PRD02085,2021-04-06,3,895.46
USR00604,PRD02198,2020-01-13,4,581.24
USR00604,PRD02870,2025-04-19,4,1225.22
USR00604,PRD01450,2021-10-02,4,1351.21
USR00604,PRD01694,2022-09-17,2,1968.18
USR00604,PRD00740,2024-01-09,5,726.87
USR00628,PRD00835,2023-10-04,2,1773.55
USR00628,PRD00840,2023-08-07,4,985.15
USR00628,PRD02893,2021-05-02,2,1044.36
USR00628,PRD01819,2020-07-28,1,847.2
USR00844,PRD00267,2025-02-01,3,1959.37
USR00844,PRD01613,2021-11-08,5,211.3
USR00844,PRD01513,2023-09-08,1,1009.71
USR00207,PRD02956,2022-11-09,3,1283.53
USR00207,PRD00598,2024-03-02,1,399.41
USR00207,PRD01801,2025-02-05,1,2003.42
USR00207,PRD00950,2020-02-01,1,1028.23
USR00207,PRD00897,2021-11-14,5,2159.15
USR00744,PRD00533,2025-07-13,2,1272.67
USR00744,PRD00901,2022-01-22,5,604.03
USR00744,PRD02852,2021-08-17,3,632.35
USR00744,PRD01813,2021-04-07,2,393.37
USR00744,PRD00561,2023-06-15,1,998.4
USR00652,PRD00715,2025-02-09,2,1957.98
USR00777,PRD00126,2024-04-07,3,2262.94
USR00777,PRD00644,2021-06-15,1,156.6
USR00488,PRD00625,2021-10-10,5,1136.34
USR00488,PRD00922,2025-10-22,3,1316.92
USR00488,PRD00604,2025-11-02,3,777.44
USR00488,PRD01167,2022-02-06,3,949.43
USR00487,PRD01153,2023-02-24,4,2022.65
USR00487,PRD02592,2021-12-13,3,773.94
USR00487,PRD02229,2020-03-04,5,1010.02
USR00487,PRD02208,2022-03-21,3,817.16
USR01248,PRD01348,2021-02-10,5,567.35
USR01248,PRD00629,2020-06-28,3,1938.82
USR00449,PRD00216,2025-09-29,5,469.84
USR00449,PRD02342,2023-03-26,2,70.83
USR00904,PRD02992,2024-10-12,1,1131.28
USR00904,PRD00575,2021-05-03,2,2084.15
USR00528,PRD00885,2024-12-22,2,605.04
USR00528,PRD00998,2023-11-28,1,805.22
USR01388,PRD01537,2021-12-29,2,965.6
USR00973,PRD01439,2024-09-07,5,2226.99
USR00973,PRD01584,2023-07-11,4,226.54
USR00973,PRD00223,2022-06-07,2,251.18
USR00911,PRD00916,2025-10-05,5,742.33
USR00978,PRD02599,2025-01-08,2,2220.59
USR00978,PRD00252,2025-09-26,2,1116.63
USR00978,PRD01258,2025-12-30,5,1827.65
USR00978,PRD00223,2025-11-08,1,251.18
USR00331,PRD02103,2023-08-04,2,889.28
USR00331,PRD02722,2021-07-16,5,1162.09
USR00464,PRD01508,2021-05-01,2,1311.11
USR00464,PRD00928,2025-10-22,4,196.77
USR00464,PRD01564,2024-05-31,2,505.19
USR00700,PRD00912,2024-04-19,5,1362.04
USR01398,PRD01847,2025-02-03,4,1122.58
USR01398,PRD01809,2021-09-06,2,2032.57
USR01398,PRD00527,2024-12-03,4,1888.77
USR00326,PRD01733,2021-04-04,2,414.06
USR01490,PRD02570,2025-10-14,4,911.5
USR01490,PRD02428,2023-08-28,1,108.01
USR01490,PRD02479,2020-04-11,1,2218.37
USR01490,PRD00113,2025-08-23,3,1190.4
USR01490,PRD01569,2020-12-15,5,1959.69
USR00251,PRD01001,2023-06-27,1,142.42
USR00251,PRD01354,2024-10-01,2,754.4
USR00251,PRD00555,2022-10-17,5,609.5
USR00246,PRD00646,2023-11-24,1,278.24
USR00246,PRD00426,2020-08-14,5,907.21
USR01316,PRD01112,2020-03-01,2,1755.45
USR01316,PRD01945,2024-01-30,3,1858.54
USR01316,PRD00343,2025-05-10,1,2035.01
USR01205,PRD02870,2020-11-08,4,1225.22
USR00401,PRD00209,2024-11-18,2,265.1
USR00401,PRD01550,2022-04-23,1,468.4
USR00401,PRD00742,2022-09-02,5,1387.5
USR00401,PRD01332,2022-01-07,5,417.29
USR00911,PRD02154,2021-11-06,4,392.07
USR00911,PRD01556,2025-11-19,1,639.49
USR00911,PRD02046,2021-01-11,1,1015.13
USR00911,PRD01926,2020-10-30,2,177.02
USR01383,PRD00044,2025-11-30,4,346.46
USR01383,PRD01856,2024-05-07,3,544.54
USR00402,PRD00355,2021-12-04,5,1866.59
USR00402,PRD01582,2023-01-01,2,2391.0
USR01322,PRD02705,2022-05-05,1,509.79
USR01322,PRD02850,2025-12-17,2,1603.15
USR01322,PRD00344,2020-03-29,5,284.85
USR01322,PRD01663,2021-01-25,1,1714.53
USR01322,PRD02512,2021-01-15,4,1852.25
USR00771,PRD02198,2025-09-02,5,581.24
USR00771,PRD00167,2020-07-26,4,2121.45
USR00771,PRD02598,2022-03-09,4,165.21
USR01347,PRD01845,2025-12-01,1,1701.62
USR01347,PRD02805,2024-05-29,5,327.88
USR01347,PRD02621,2023-10-05,2,887.1
USR01347,PRD02528,2020-07-05,4,1890.55
USR01347,PRD00837,2022-04-14,5,1232.53
USR00522,PRD02135,2020-05-27,2,499.95
USR00522,PRD01392,2024-05-07,3,2421.84
USR00522,PRD02216,2024-04-01,3,1841.18
USR00522,PRD01930,2024-07-14,5,222.47
USR00278,PRD00778,2023-10-09,1,557.12
USR00278,PRD01032,2023-10-31,2,1213.97
USR01106,PRD02514,2025-07-25,4,235.45
USR01106,PRD02744,2023-10-23,5,2319.72
USR01106,PRD00447,2021-02-04,4,1095.14
USR01106,PRD00328,2022-11-26,1,430.95
USR01106,PRD02345,2021-06-26,2,495.38
USR00622,PRD01756,2022-04-03,2,2063.06
USR00622,PRD01155,2025-11-23,4,1833.17
USR00622,PRD02051,2020-12-14,4,377.93
USR00622,PRD02211,2023-06-10,2,1620.67
USR00622,PRD01852,2020-04-04,2,2125.99
USR00334,PRD02104,2020-02-27,2,1426.68
USR00903,PRD02650,2024-07-07,1,1865.98
USR00903,PRD01493,2024-07-14,1,2190.5
USR00903,PRD02756,2024-08-19,2,1055.12
USR00903,PRD01184,2022-09-18,1,200.84
USR00903,PRD02380,2021-07-19,1,1873.06
USR01107,PRD00553,2021-06-17,2,749.15
USR01107,PRD01054,2024-02-12,2,2350.59
USR01107,PRD02590,2021-03-24,2,454.24
USR01107,PRD01188,2024-11-21,5,265.89
USR01107,PRD01653,2020-01-20,5,2250.33
USR01181,PRD02007,2021-06-10,1,1624.28
USR01181,PRD01249,2021-09-07,2,2287.02
USR00219,PRD00297,2022-04-28,2,2157.44
USR00219,PRD00955,2025-05-06,5,2099.57
USR00608,PRD01681,2025-07-09,5,1748.9
USR00122,PRD00233,2022-12-17,3,1483.1
USR00797,PRD00839,2023-12-17,1,233.59
USR00797,PRD02340,2020-08-25,1,1148.44
USR00797,PRD00899,2024-01-26,5,1488.14
USR00797,PRD01500,2022-11-13,5,1184.67
USR00051,PRD02869,2023-12-18,1,1586.86
USR01101,PRD02678,2021-11-13,2,1721.45
USR01101,PRD00206,2021-09-16,3,2134.35
USR00973,PRD02350,2021-06-22,5,2367.62
USR00973,PRD02356,2022-11-02,2,965.34
USR00973,PRD01371,2024-05-08,2,643.97
USR00973,PRD02873,2025-03-10,4,675.08
USR00973,PRD00388,2023-06-27,5,793.95
USR00187,PRD01205,2021-10-17,3,1135.82
USR00187,PRD01677,2021-08-02,5,2497.68
USR00187,PRD02867,2020-02-16,1,624.59
USR00187,PRD02732,2024-01-20,2,1092.09
USR00187,PRD01204,2025-08-31,3,1982.99
USR00153,PRD00511,2023-11-12,3,340.5
USR00153,PRD02611,2021-11-21,2,1344.88
USR00357,PRD01966,2025-07-06,2,400.12
USR00357,PRD01518,2025-04-07,2,2416.63
USR00357,PRD01717,2023-11-29,5,1142.8
USR00357,PRD01206,2021-05-05,4,1103.59
USR00357,PRD02605,2022-08-08,2,1638.06
USR00972,PRD00484,2020-01-25,4,469.5
USR00972,PRD00371,2022-09-14,3,2221.22
USR00972,PRD00630,2025-06-09,4,396.59
USR00972,PRD00493,2022-07-31,3,168.59
USR01221,PRD01155,2021-09-14,3,1833.17
USR01221,PRD00820,2025-04-18,4,522.41
USR01221,PRD00775,2021-11-12,1,119.99
USR01221,PRD01893,2020-12-29,4,669.53
USR01221,PRD00539,2023-05-09,4,1146.57
USR00316,PRD00408,2020-09-12,4,2226.34
USR00316,PRD01970,2022-01-15,1,318.88
USR00316,PRD02815,2021-09-04,4,190.65
USR00316,PRD00458,2024-11-23,2,166.32
USR00316,PRD02691,2025-09-08,3,2319.89
USR00076,PRD01946,2020-05-08,2,112.02
USR00076,PRD02011,2021-05-10,1,1362.07
USR00076,PRD02087,2023-03-27,1,1234.32
USR00076,PRD01255,2024-06-19,5,6.4
USR00718,PRD01822,2022-10-08,4,2077.11
USR00718,PRD00315,2023-08-10,4,2016.48
USR00718,PRD00276,2023-09-13,4,2158.07
USR00718,PRD02340,2020-03-11,2,1148.44
USR00718,PRD01614,2024-06-10,4,442.96
USR00806,PRD02513,2024-10-23,4,715.75
USR00806,PRD01968,2024-10-07,5,1652.08
USR00806,PRD00175,2023-07-21,3,2383.36
USR00806,PRD01766,2023-03-06,3,2215.54
USR00158,PRD01014,2020-07-09,2,539.73
USR01219,PRD01781,2025-05-31,3,1962.28
USR01219,PRD00614,2021-04-18,2,651.4
USR00462,PRD01663,2022-09-17,2,1714.53
USR00462,PRD02295,2025-03-05,5,574.23
USR00462,PRD02777,2020-04-18,1,2423.37
USR00462,PRD00033,2023-10-03,3,263.56
USR00904,PRD00302,2025-04-08,3,2205.63
USR00904,PRD00460,2021-03-27,5,1941.91
USR00904,PRD01994,2021-05-08,2,1700.06
USR00787,PRD00622,2022-08-04,5,2217.32
USR00787,PRD00383,2021-11-10,4,841.38
USR00787,PRD01429,2024-12-22,2,1858.94
USR00787,PRD01804,2021-11-14,3,2394.33
USR00787,PRD00066,2022-08-16,4,2431.44
USR00987,PRD02076,2023-07-29,3,1281.74
USR00025,PRD00903,2024-10-02,3,376.5
USR00025,PRD01686,2024-08-12,4,1484.96
USR00025,PRD01228,2021-11-03,4,2441.98
USR00603,PRD02070,2023-08-28,5,1274.28
USR00603,PRD01941,2025-03-02,5,1874.1
USR00603,PRD02919,2022-05-19,3,2123.44
USR00603,PRD01760,2022-01-29,1,1170.35
USR00603,PRD02216,2020-10-05,4,1841.18
USR00875,PRD01793,2024-04-03,2,1007.66
USR00875,PRD02877,2025-12-03,5,826.57
USR00875,PRD01626,2023-03-20,1,2071.99
USR00922,PRD02938,2023-02-27,3,1831.89
USR00922,PRD00886,2023-11-30,1,1804.15
USR01265,PRD01724,2024-05-26,4,1644.88
USR01265,PRD00579,2023-08-27,5,2160.38
USR01265,PRD02926,2023-08-23,1,2327.97
USR01265,PRD01658,2021-09-30,2,1907.84
USR01265,PRD01060,2020-08-02,4,1662.16
USR01325,PRD01712,2021-02-04,2,2013.12
USR01325,PRD00427,2022-03-11,1,2160.92
USR01325,PRD01873,2022-03-25,1,630.01
USR01325,PRD01872,2021-12-02,5,11.56
USR00142,PRD00090,2020-01-09,1,653.46
USR00703,PRD01296,2024-02-05,4,190.31
USR00703,PRD00129,2025-06-28,3,589.03
USR00703,PRD00319,2022-04-13,3,122.87
USR00197,PRD02529,2025-04-01,1,498.93
USR00523,PRD00533,2021-03-09,4,1272.67
USR00523,PRD01243,2023-02-20,2,1973.0
USR01310,PRD00219,2020-06-14,4,863.2
USR01310,PRD01443,2021-12-12,4,44.17
USR00055,PRD01306,2020-05-11,5,213.03
USR01472,PRD00827,2025-07-06,1,1632.92
USR01472,PRD00240,2021-04-02,5,118.97
USR00657,PRD01169,2021-12-31,3,2491.99
USR00657,PRD01609,2025-05-22,3,837.71
USR00657,PRD00822,2025-04-13,2,1401.1
USR00657,PRD02374,2025-07-25,5,1998.1
USR00657,PRD01354,2021-04-17,4,754.4
USR00920,PRD01892,2020-12-27,1,432.46
USR00920,PRD02879,2020-08-24,1,1001.74
USR00920,PRD00016,2021-02-06,3,1853.78
USR00920,PRD00480,2024-10-19,5,2056.5
USR00920,PRD02692,2022-11-04,3,1737.48
USR00716,PRD01455,2024-05-17,1,1716.64
USR00788,PRD01157,2020-06-23,3,1185.46
USR00788,PRD02118,2025-12-05,1,1607.82
USR00788,PRD02142,2021-08-03,1,1116.5
USR00788,PRD02078,2021-07-23,2,1278.14
USR00788,PRD00533,2021-04-02,2,1272.67
USR00524,PRD00502,2021-11-20,4,854.03
USR00524,PRD02638,2024-12-27,3,1287.16
USR00524,PRD00298,2021-07-25,4,1286.65
USR00524,PRD01133,2024-05-22,4,650.27
USR00524,PRD00435,2023-12-16,1,965.7
USR01419,PRD01392,2025-03-02,5,2421.84
USR01419,PRD00363,2023-10-07,2,2277.98
USR01419,PRD01348,2024-01-28,4,567.35
USR01419,PRD01536,2021-12-09,1,959.78
USR01419,PRD00567,2022-10-20,1,335.33
USR00372,PRD02889,2022-01-02,5,2052.85
USR00372,PRD01552,2025-06-27,4,1232.5
USR01086,PRD02242,2024-10-31,5,1136.52
USR01382,PRD02609,2025-07-16,2,1012.14
USR01382,PRD02387,2022-09-01,3,2434.93
USR01382,PRD01267,2022-04-24,2,1232.36
USR01382,PRD02013,2020-06-12,4,526.75
USR00221,PRD02209,2021-11-02,4,551.49
USR00846,PRD00590,2021-12-20,5,85.71
USR00846,PRD02038,2022-02-16,5,2219.07
USR00846,PRD01873,2020-01-02,2,630.01
USR00846,PRD02929,2023-03-31,2,300.67
USR00846,PRD01631,2023-10-23,1,1762.0
USR00351,PRD01585,2021-01-03,2,2218.48
USR00351,PRD02750,2020-12-31,5,1525.39
USR00351,PRD00024,2020-11-25,3,465.72
USR00351,PRD02673,2024-07-07,3,2090.04
USR00351,PRD01029,2020-04-28,5,2427.22
USR00301,PRD01736,2025-10-14,2,1800.99
USR00301,PRD01026,2025-10-26,4,880.65
USR00301,PRD00515,2024-03-23,3,1967.32
USR00652,PRD02525,2021-06-12,4,1955.9
USR00751,PRD01631,2021-04-18,1,1762.0
USR00751,PRD02795,2024-11-12,5,2375.31
USR00751,PRD00324,2023-04-04,3,689.28
USR00454,PRD01616,2023-02-06,2,1574.5
USR00454,PRD00099,2021-12-22,1,2039.14
USR00454,PRD01825,2020-03-20,1,2006.09
USR00454,PRD02200,2021-08-03,5,778.87
USR00454,PRD01707,2024-12-28,4,2228.6
USR00835,PRD02084,2025-11-11,3,84.9
USR00835,PRD00971,2020-10-17,1,703.45
USR00835,PRD01936,2025-09-21,1,1083.25
USR01156,PRD00190,2022-06-23,3,564.49
USR01156,PRD02695,2022-02-06,3,530.93
USR01156,PRD00870,2023-08-22,1,915.47
USR00118,PRD01199,2021-12-19,3,673.78
USR00118,PRD01687,2023-07-02,3,2038.66
USR00118,PRD01489,2023-06-01,1,852.0
USR00118,PRD00544,2023-11-22,3,2208.16
USR01475,PRD01269,2022-04-13,3,1913.62
USR01475,PRD01292,2021-02-23,5,1044.35
USR01475,PRD00956,2025-08-08,3,507.52
USR01475,PRD00873,2022-01-05,2,704.51
USR00146,PRD00422,2024-10-14,2,652.39
USR00509,PRD02458,2021-06-24,3,328.05
USR00509,PRD02292,2020-11-28,3,1058.58
USR00509,PRD01775,2023-12-06,1,2197.64
USR01084,PRD02723,2023-09-24,5,718.69
USR01084,PRD00562,2024-08-02,3,1472.03
USR01084,PRD00632,2025-06-22,3,1759.48
USR00953,PRD00583,2020-12-25,4,449.64
USR00953,PRD00918,2021-06-29,5,699.37
USR01305,PRD01284,2020-02-13,5,1380.33
USR01305,PRD02442,2020-11-06,3,1409.68
USR01249,PRD02898,2022-01-13,5,1048.29
USR01249,PRD00132,2022-12-02,3,2444.56
USR01249,PRD01541,2025-08-11,1,23.19
USR00089,PRD01600,2023-06-11,4,1694.12
USR00106,PRD02857,2023-06-06,1,980.87
USR00106,PRD00392,2021-04-11,2,1544.48
USR00106,PRD02347,2024-12-17,1,977.03
USR00106,PRD02500,2020-09-18,1,873.8
USR01052,PRD02139,2023-12-13,1,217.92
