userId,productId,viewedAt,duration,source
USR00289,PRD00037,2021-09-27,48,email
USR00290,PRD01589,2025-10-03,305,email
USR00291,PRD02475,2025-02-12,331,direct
USR00291,PRD02167,2021-03-15,28,direct
USR00291,PRD02229,2025-03-09,106,direct
USR00291,PRD01945,2022-06-26,317,search
USR00292,PRD01911,2021-03-27,482,homepage
USR00292,PRD02949,2022-05-09,29,direct
USR00293,PRD01651,2023-04-11,452,homepage
USR00293,PRD02541,2023-11-18,79,social
USR00293,PRD02433,2023-08-03,528,social
USR00293,PRD00775,2022-12-10,527,direct
USR00293,PRD01125,2022-01-28,287,direct
USR00294,PRD01924,2023-06-06,356,search
USR00294,PRD01006,2023-05-31,21,homepage
USR00295,PRD02472,2022-03-18,26,recommendation
USR00295,PRD02763,2021-09-05,163,email
USR00296,PRD02465,2023-12-22,84,search
USR00296,PRD02398,2025-05-01,532,ad
USR00297,PRD01084,2025-06-21,421,recommendation
USR00297,PRD00554,2022-09-15,546,social
USR00297,PRD00541,2023-05-24,367,homepage
USR00297,PRD00822,2022-07-28,223,search
USR00297,PRD01256,2021-03-29,399,ad
USR00298,PRD00522,2022-12-14,153,social
USR00298,PRD01519,2023-02-27,92,search
USR00298,PRD00803,2023-01-26,168,recommendation
USR00298,PRD02960,2024-09-27,110,recommendation
USR00299,PRD01206,2023-07-18,593,recommendation
USR00299,PRD02133,2021-05-26,560,recommendation
USR00299,PRD02848,2021-01-13,122,homepage
USR00299,PRD00081,2023-12-11,215,social
USR00299,PRD02362,2021-12-17,105,search
USR00300,PRD00800,2022-07-02,511,search
USR00300,PRD00485,2025-09-30,413,ad
USR00300,PRD01494,2022-05-30,128,social
USR00300,PRD00977,2024-10-09,532,recommendation
USR00300,PRD00542,2024-06-08,221,direct
USR00300,PRD01713,2025-07-11,223,search
USR00300,PRD01943,2024-09-19,421,direct
USR00301,PRD02327,2023-09-02,227,search
USR00301,PRD00457,2022-09-17,76,search
USR00302,PRD00186,2025-07-29,306,direct
USR00302,PRD02437,2023-10-26,591,social
USR00303,PRD02732,2022-11-08,426,email
USR00304,PRD02066,2025-12-08,425,recommendation
USR00304,PRD02813,2024-05-25,65,email
USR00304,PRD02536,2023-03-11,126,social
USR00304,PRD01265,2025-04-18,58,recommendation
USR00304,PRD00762,2024-08-18,106,ad
USR00304,PRD00378,2023-05-06,219,homepage
USR00305,PRD02711,2021-05-01,130,email
USR00305,PRD01633,2022-05-24,226,search
USR00305,PRD00942,2024-05-11,218,homepage
USR00305,PRD01945,2022-02-02,416,search
USR00305,PRD02029,2024-03-25,564,recommendation
USR00306,PRD02621,2023-12-28,599,social
USR00306,PRD02061,2025-07-21,212,recommendation
USR00306,PRD02222,2023-09-30,320,direct
USR00306,PRD01101,2023-12-15,353,homepage
USR00306,PRD00495,2025-10-24,147,recommendation
USR00307,PRD02038,2025-11-02,388,social
USR00307,PRD00439,2025-06-27,432,recommendation
USR00308,PRD02617,2021-02-19,295,email
USR00308,PRD02864,2025-05-07,316,direct
USR00308,PRD00076,2025-07-23,60,search
USR00308,PRD01130,2024-04-22,85,homepage
USR00308,PRD01022,2023-09-27,56,social
USR00308,PRD02605,2022-07-04,482,ad
USR00308,PRD00680,2023-03-22,147,search
USR00308,PRD01588,2025-08-19,246,search
USR00309,PRD01920,2023-08-04,436,search
USR00309,PRD01443,2023-08-05,300,ad
USR00309,PRD00911,2022-12-18,340,direct
USR00309,PRD00443,2022-04-05,395,recommendation
USR00309,PRD02453,2022-05-06,21,search
USR00309,PRD01574,2025-06-29,294,direct
USR00310,PRD00575,2024-03-05,445,email
USR00310,PRD02653,2021-11-30,321,direct
USR00310,PRD00971,2022-08-17,507,ad
USR00310,PRD00129,2021-06-16,321,social
USR00310,PRD00703,2023-07-11,591,search
USR00310,PRD00207,2025-05-27,171,direct
USR00311,PRD02527,2025-09-28,516,ad
USR00311,PRD01275,2025-12-08,156,social
USR00311,PRD02532,2025-08-30,28,email
USR00311,PRD01628,2024-03-09,38,recommendation
USR00311,PRD01687,2022-05-07,449,recommendation
USR00311,PRD00851,2021-05-06,268,recommendation
USR00311,PRD02988,2024-06-15,483,ad
USR00312,PRD02672,2024-06-30,515,email
USR00312,PRD02647,2025-08-06,101,ad
USR00312,PRD01295,2023-06-23,400,search
USR00312,PRD01671,2023-09-27,11,search
USR00312,PRD00372,2021-12-23,567,search
USR00312,PRD00090,2021-10-21,311,homepage
USR00312,PRD00284,2025-10-16,574,ad
USR00313,PRD00150,2021-02-01,523,homepage
USR00313,PRD02983,2024-08-07,378,direct
USR00314,PRD00876,2022-10-02,230,email
USR00314,PRD01388,2025-11-17,298,email
USR00314,PRD00051,2022-01-01,580,search
USR00314,PRD02634,2023-04-13,193,direct
USR00315,PRD01572,2022-11-11,586,direct
USR00315,PRD01367,2023-05-21,478,direct
USR00315,PRD02558,2024-03-20,494,search
USR00315,PRD01142,2024-12-22,450,social
USR00316,PRD01841,2022-07-04,595,recommendation
USR00316,PRD01381,2021-12-02,535,social
USR00316,PRD02620,2021-11-21,332,ad
USR00316,PRD00195,2025-12-29,563,ad
USR00316,PRD00905,2025-11-03,213,direct
USR00316,PRD02958,2023-03-25,481,social
USR00317,PRD02708,2024-03-07,163,homepage
USR00318,PRD00785,2023-01-14,357,social
USR00318,PRD01861,2024-04-06,487,email
USR00318,PRD00600,2024-06-22,532,ad
USR00318,PRD02527,2023-10-28,459,homepage
USR00318,PRD01388,2023-04-24,198,ad
USR00318,PRD02743,2024-12-10,497,recommendation
USR00318,PRD01695,2024-01-10,391,homepage
USR00318,PRD02376,2025-10-05,519,recommendation
USR00319,PRD01488,2022-10-09,220,email
USR00320,PRD02064,2023-02-02,544,homepage
USR00320,PRD02328,2022-05-06,80,homepage
USR00320,PRD01250,2025-07-14,5,homepage
USR00321,PRD00186,2023-08-29,209,direct
USR00321,PRD01994,2023-08-03,86,recommendation
USR00321,PRD00196,2023-03-08,80,homepage
USR00321,PRD02656,2023-12-19,56,ad
USR00321,PRD01570,2022-07-08,50,search
USR00321,PRD00749,2023-11-15,541,direct
USR00321,PRD00005,2023-10-07,207,homepage
USR00322,PRD02901,2021-04-18,293,search
USR00322,PRD01192,2023-10-07,316,direct
USR00322,PRD00362,2023-05-15,118,homepage
USR00322,PRD00930,2023-04-15,385,homepage
USR00323,PRD02511,2022-02-02,238,ad
USR00323,PRD02736,2022-10-30,509,recommendation
USR00323,PRD01837,2022-06-07,305,recommendation
USR00323,PRD02210,2021-11-27,365,direct
USR00324,PRD01099,2021-12-18,233,email
USR00324,PRD01850,2022-01-09,36,recommendation
USR00324,PRD00961,2024-03-13,227,recommendation
USR00324,PRD01351,2022-03-04,21,homepage
USR00324,PRD02519,2024-07-21,383,search
USR00324,PRD02368,2022-07-24,404,social
USR00324,PRD01937,2023-12-09,479,direct
USR00324,PRD00464,2022-05-08,363,search
USR00325,PRD02778,2025-12-05,539,recommendation
USR00325,PRD01098,2022-03-10,205,email
USR00325,PRD01611,2022-12-27,534,direct
USR00325,PRD02970,2021-05-28,257,homepage
USR00326,PRD02476,2023-03-10,447,email
USR00327,PRD00407,2023-05-21,179,recommendation
USR00327,PRD02783,2023-05-31,570,recommendation
USR00327,PRD01831,2024-01-06,552,recommendation
USR00328,PRD01224,2023-07-26,341,social
USR00328,PRD01448,2021-01-16,566,search
USR00328,PRD02085,2024-09-04,444,search
USR00328,PRD00159,2022-10-03,482,homepage
USR00329,PRD02680,2024-11-27,339,ad
USR00329,PRD00597,2023-10-29,267,email
USR00329,PRD02902,2021-06-13,337,social
USR00329,PRD01621,2022-10-19,312,homepage
USR00329,PRD02354,2021-09-03,26,recommendation
USR00329,PRD00337,2021-01-06,444,recommendation
USR00329,PRD01707,2025-11-09,533,social
USR00330,PRD02580,2023-06-19,256,social
USR00330,PRD02596,2021-10-10,176,email
USR00330,PRD01365,2022-12-31,583,social
USR00330,PRD02719,2025-01-03,220,homepage
USR00330,PRD00433,2025-09-14,141,social
USR00330,PRD02651,2024-06-30,257,search
USR00330,PRD01457,2022-01-01,255,ad
USR00331,PRD02700,2021-02-14,349,search
USR00332,PRD01681,2024-07-20,367,homepage
USR00332,PRD00855,2022-08-30,243,search
USR00332,PRD02335,2022-07-18,391,recommendation
USR00332,PRD01865,2022-08-22,534,search
USR00332,PRD01719,2025-08-05,303,direct
USR00332,PRD02082,2022-09-15,409,homepage
USR00332,PRD01103,2025-03-06,229,direct
USR00333,PRD01205,2025-12-08,209,recommendation
USR00333,PRD01782,2021-01-29,250,recommendation
USR00334,PRD00287,2022-07-16,444,homepage
USR00334,PRD01444,2025-11-25,592,ad
USR00335,PRD01142,2021-07-28,157,ad
USR00335,PRD02053,2021-02-24,287,ad
USR00335,PRD02506,2022-02-07,13,recommendation
USR00335,PRD02769,2025-03-23,332,homepage
USR00335,PRD01132,2021-05-06,35,social
USR00335,PRD01251,2023-04-24,469,recommendation
USR00336,PRD01125,2021-08-06,95,recommendation
USR00337,PRD01871,2023-01-25,222,homepage
USR00337,PRD02427,2022-11-07,71,recommendation
USR00337,PRD02626,2023-07-21,281,ad
USR00337,PRD01753,2021-02-03,430,ad
USR00337,PRD01901,2025-12-22,519,search
USR00337,PRD02219,2022-01-26,100,homepage
USR00338,PRD01780,2025-08-28,371,homepage
USR00338,PRD00014,2023-09-24,162,direct
USR00338,PRD00716,2024-04-16,589,recommendation
USR00338,PRD01375,2021-10-27,75,recommendation
USR00338,PRD01827,2021-12-18,243,search
USR00339,PRD02286,2024-02-02,599,email
USR00339,PRD02582,2022-11-22,378,ad
USR00339,PRD01500,2024-03-12,430,social
USR00339,PRD01068,2021-08-30,198,social
USR00339,PRD02327,2025-01-09,137,ad
USR00340,PRD01375,2023-02-28,20,social
USR00340,PRD01285,2025-05-03,406,social
USR00340,PRD00523,2021-04-14,162,social
USR00340,PRD02614,2025-04-14,203,recommendation
USR00340,PRD00548,2025-04-17,524,email
USR00340,PRD01545,2025-07-29,497,ad
USR00340,PRD01348,2023-02-20,447,email
USR00340,PRD00888,2024-08-20,108,recommendation
USR00341,PRD00512,2023-08-13,107,ad
USR00341,PRD01124,2025-06-22,480,social
USR00341,PRD01562,2024-02-16,333,search
USR00341,PRD02449,2025-12-19,12,email
USR00341,PRD01630,2024-12-28,374,search
USR00342,PRD00582,2021-02-22,222,recommendation
USR00342,PRD00134,2023-11-06,230,ad
USR00342,PRD01615,2023-12-14,424,search
USR00342,PRD01779,2023-08-27,544,recommendation
USR00342,PRD01271,2024-04-18,431,recommendation
USR00342,PRD00351,2021-09-09,248,recommendation
USR00343,PRD02690,2023-09-17,11,search
USR00343,PRD02644,2023-02-18,577,ad
USR00343,PRD00616,2021-06-27,164,social
USR00344,PRD00623,2022-08-07,329,search
USR00345,PRD01564,2022-01-04,303,social
USR00345,PRD01654,2022-07-09,274,social
USR00345,PRD02793,2024-04-26,558,search
USR00345,PRD01422,2024-04-16,354,search
USR00345,PRD02609,2025-10-07,473,email
USR00345,PRD01105,2022-05-19,297,search
USR00345,PRD00582,2021-06-12,509,ad
USR00345,PRD00255,2025-12-08,178,search
USR00346,PRD00903,2022-07-03,534,homepage
USR00346,PRD00693,2022-04-02,318,ad
USR00346,PRD02099,2023-05-18,204,recommendation
USR00346,PRD00354,2023-01-20,171,search
USR00346,PRD00860,2024-02-17,436,email
USR00346,PRD02611,2022-10-02,102,direct
USR00346,PRD01803,2025-10-23,121,recommendation
USR00347,PRD02111,2022-12-23,13,ad
USR00347,PRD01906,2021-05-17,255,social
USR00347,PRD01025,2022-11-14,407,social
USR00347,PRD01152,2023-01-10,572,email
USR00347,PRD00364,2023-05-31,168,recommendation
USR00348,PRD00899,2025-06-13,569,social
USR00348,PRD02545,2025-05-02,227,direct
USR00348,PRD00951,2024-11-22,47,direct
USR00348,PRD02925,2025-10-13,262,recommendation
USR00348,PRD02314,2025-03-03,564,search
USR00349,PRD02117,2021-08-19,150,homepage
USR00349,PRD02609,2023-11-12,406,email
USR00349,PRD00899,2024-04-30,478,social
USR00349,PRD01580,2021-02-25,32,social
USR00349,PRD01712,2025-01-18,5,direct
USR00349,PRD01994,2023-12-10,38,recommendation
USR00350,PRD00896,2022-03-03,171,direct
USR00351,PRD00804,2021-07-30,187,ad
USR00351,PRD02739,2025-04-07,345,direct
USR00351,PRD00423,2025-05-15,484,email
USR00351,PRD01741,2024-05-07,548,homepage
USR00351,PRD02746,2023-04-13,490,direct
USR00351,PRD00493,2025-12-26,250,social
USR00351,PRD00078,2024-02-07,573,recommendation
USR00352,PRD02132,2022-10-30,268,homepage
USR00353,PRD00176,2021-09-03,156,ad
USR00353,PRD02069,2021-12-20,498,homepage
USR00353,PRD00356,2023-01-24,304,homepage
USR00353,PRD00359,2025-09-24,139,recommendation
USR00353,PRD02111,2023-12-25,483,search
USR00354,PRD01325,2023-08-06,58,homepage
USR00354,PRD02753,2022-06-17,278,direct
USR00354,PRD01501,2021-11-04,62,social
USR00354,PRD02162,2021-09-11,307,social
USR00354,PRD00480,2024-02-06,386,recommendation
USR00354,PRD02200,2021-04-11,379,direct
USR00354,PRD00047,2021-04-07,535,recommendation
USR00355,PRD01768,2023-10-26,387,search
USR00355,PRD01304,2021-10-11,590,homepage
USR00356,PRD01046,2021-09-13,27,email
USR00356,PRD00916,2023-07-04,158,search
USR00356,PRD02165,2025-08-28,526,homepage
USR00356,PRD00745,2022-12-30,462,recommendation
USR00356,PRD01596,2022-10-04,289,direct
USR00356,PRD01037,2023-12-11,45,email
USR00357,PRD02684,2025-06-21,274,ad
USR00357,PRD01212,2025-03-02,409,social
USR00357,PRD00165,2021-11-30,248,recommendation
USR00357,PRD00103,2023-09-28,28,homepage
USR00358,PRD02650,2023-06-17,143,ad
USR00358,PRD02690,2023-05-30,47,search
USR00358,PRD02061,2025-11-02,552,ad
USR00358,PRD00038,2025-08-27,245,social
USR00358,PRD00478,2022-08-19,328,social
USR00358,PRD00053,2025-11-23,510,search
USR00358,PRD01885,2024-07-13,543,homepage
USR00359,PRD02259,2024-11-17,88,recommendation
USR00359,PRD02337,2022-08-23,294,search
USR00359,PRD00299,2021-08-30,412,ad
USR00359,PRD02894,2022-06-21,583,ad
USR00359,PRD01694,2022-05-28,292,direct
USR00360,PRD02747,2021-03-26,431,direct
USR00360,PRD01243,2024-03-25,393,recommendation
USR00360,PRD01064,2023-02-04,60,search
USR00360,PRD00087,2024-08-25,523,search
USR00360,PRD02004,2022-05-12,381,search
USR00360,PRD00378,2022-11-08,228,recommendation
USR00360,PRD02164,2022-08-05,148,social
USR00360,PRD02795,2024-09-14,576,search
USR00361,PRD02301,2024-04-07,513,social
USR00361,PRD00926,2025-08-17,31,social
USR00361,PRD00013,2024-04-06,33,email
USR00361,PRD00468,2023-07-13,39,homepage
USR00361,PRD02463,2021-02-21,186,direct
USR00362,PRD02780,2021-08-23,234,ad
USR00363,PRD00547,2023-09-04,538,search
USR00363,PRD02493,2021-08-23,94,social
USR00363,PRD00447,2025-10-13,310,social
USR00363,PRD02270,2022-01-22,479,email
USR00364,PRD01429,2025-09-30,439,direct
USR00364,PRD02037,2021-05-25,306,social
USR00364,PRD02663,2022-11-27,350,email
USR00364,PRD02252,2022-01-10,86,direct
USR00365,PRD01688,2024-06-01,58,social
USR00366,PRD00108,2022-02-11,562,email
USR00366,PRD01308,2022-03-03,376,ad
USR00366,PRD02337,2023-02-15,391,homepage
USR00366,PRD00801,2024-10-22,328,recommendation
USR00366,PRD01587,2023-07-02,369,ad
USR00367,PRD02213,2022-02-22,456,email
USR00367,PRD02433,2021-09-24,585,recommendation
USR00367,PRD01940,2022-08-12,42,ad
USR00367,PRD01342,2023-07-07,200,email
USR00368,PRD00022,2025-06-24,156,social
USR00368,PRD02222,2023-02-05,381,direct
USR00368,PRD00577,2024-04-21,528,search
USR00368,PRD00165,2021-09-18,266,ad
USR00368,PRD01615,2021-05-13,301,search
USR00368,PRD00600,2021-09-19,352,social
USR00368,PRD00032,2022-06-06,525,recommendation
USR00369,PRD00466,2021-08-23,8,recommendation
USR00369,PRD01493,2024-04-08,408,ad
USR00369,PRD01995,2025-03-06,141,direct
USR00369,PRD02126,2023-09-07,552,recommendation
USR00369,PRD00319,2025-06-10,547,recommendation
USR00369,PRD01593,2023-08-05,548,social
USR00370,PRD02964,2022-03-17,183,direct
USR00370,PRD00439,2023-03-05,176,homepage
USR00370,PRD02398,2021-10-07,435,recommendation
USR00370,PRD02640,2025-10-28,507,ad
USR00370,PRD00757,2025-04-09,263,ad
USR00370,PRD01050,2022-06-12,199,social
USR00370,PRD00220,2023-06-25,460,ad
USR00371,PRD01069,2022-01-06,90,recommendation
USR00371,PRD02447,2022-11-13,50,recommendation
USR00371,PRD02757,2023-07-13,270,ad
USR00371,PRD02905,2025-06-21,482,direct
USR00371,PRD01676,2022-07-31,320,direct
USR00372,PRD01416,2025-08-24,60,direct
USR00372,PRD01987,2024-06-18,342,social
USR00373,PRD00803,2021-10-23,451,email
USR00373,PRD00532,2022-12-17,181,ad
USR00373,PRD02278,2023-08-22,99,email
USR00373,PRD02470,2024-11-11,301,recommendation
USR00373,PRD01050,2021-12-06,268,social
USR00373,PRD02279,2023-09-17,592,email
USR00374,PRD01358,2023-09-20,534,recommendation
USR00374,PRD01572,2021-05-11,109,ad
USR00374,PRD00814,2023-12-22,271,recommendation
USR00374,PRD00362,2024-12-24,198,ad
USR00375,PRD00546,2024-05-21,594,search
USR00376,PRD00100,2022-02-23,493,homepage
USR00376,PRD00108,2024-06-01,378,email
USR00376,PRD00642,2022-12-13,35,ad
USR00376,PRD01440,2023-10-17,379,direct
USR00377,PRD00472,2022-06-19,586,email
USR00377,PRD01060,2025-08-30,144,search
USR00377,PRD00194,2023-05-16,441,recommendation
USR00378,PRD01915,2023-05-30,244,email
USR00378,PRD01621,2021-03-13,484,email
USR00378,PRD00068,2023-06-07,304,homepage
USR00378,PRD00254,2024-11-18,141,homepage
USR00378,PRD00752,2024-08-25,358,ad
USR00378,PRD02205,2023-12-13,382,homepage
USR00378,PRD02562,2022-04-19,574,recommendation
USR00379,PRD01542,2024-12-26,298,social
USR00379,PRD01837,2024-03-24,569,direct
USR00380,PRD01967,2024-07-23,267,search
USR00380,PRD00469,2024-02-17,67,email
USR00380,PRD01675,2023-12-03,122,homepage
USR00380,PRD00080,2024-11-20,75,ad
USR00380,PRD00018,2022-04-24,339,email
USR00381,PRD01078,2024-05-12,264,direct
USR00381,PRD02467,2021-12-09,199,email
USR00382,PRD00497,2025-07-03,440,email
USR00382,PRD01989,2025-05-27,271,email
USR00383,PRD00855,2021-05-25,232,direct
USR00383,PRD00879,2022-07-03,101,search
USR00383,PRD01973,2025-06-14,51,homepage
USR00383,PRD01914,2021-10-03,583,direct
USR00383,PRD01023,2022-11-13,363,social
USR00383,PRD01938,2022-05-12,163,ad
USR00383,PRD02816,2023-11-04,411,social
USR00383,PRD01982,2021-05-13,488,direct
USR00384,PRD01284,2025-04-09,63,homepage
USR00384,PRD01098,2023-11-02,203,social
USR00384,PRD02413,2021-08-25,149,search
USR00384,PRD01638,2024-10-05,83,direct
USR00384,PRD01383,2022-11-27,534,social
USR00384,PRD00767,2023-12-12,220,email
USR00384,PRD01911,2025-10-29,368,homepage
USR00384,PRD02961,2021-11-03,202,ad
USR00385,PRD01548,2023-01-02,360,search
USR00385,PRD01295,2025-05-17,130,social
USR00385,PRD00582,2023-10-12,342,ad
USR00385,PRD02841,2022-07-30,101,ad
USR00385,PRD00009,2023-05-14,501,recommendation
USR00385,PRD02106,2022-12-27,535,ad
USR00386,PRD01125,2023-02-18,156,recommendation
USR00386,PRD02840,2023-12-27,57,recommendation
USR00386,PRD00463,2024-04-10,78,search
USR00386,PRD00459,2025-04-17,416,social
USR00387,PRD00748,2025-04-30,519,search
USR00388,PRD01346,2024-04-13,367,recommendation
USR00388,PRD00699,2023-01-07,56,recommendation
USR00388,PRD02570,2022-05-17,312,recommendation
USR00389,PRD01739,2024-10-02,133,search
USR00389,PRD01117,2023-10-09,97,direct
USR00389,PRD01183,2025-10-25,555,social
USR00390,PRD02081,2021-04-02,267,ad
USR00391,PRD01868,2024-04-18,378,homepage
USR00391,PRD01218,2022-04-25,247,search
USR00391,PRD01544,2023-03-17,437,email
USR00391,PRD00166,2022-07-22,352,ad
USR00391,PRD00619,2025-03-22,241,email
USR00392,PRD00895,2023-12-27,170,ad
USR00392,PRD00674,2021-03-17,385,search
USR00392,PRD00749,2022-12-24,553,search
USR00393,PRD02287,2025-04-27,273,email
USR00393,PRD02250,2022-02-03,36,ad
USR00393,PRD01371,2022-04-19,491,ad
USR00394,PRD00073,2024-04-20,543,ad
USR00394,PRD01731,2023-05-15,521,search
USR00394,PRD02477,2024-01-01,402,recommendation
USR00394,PRD02841,2023-12-07,442,ad
USR00394,PRD01144,2024-09-21,447,email
USR00395,PRD02329,2025-04-30,209,recommendation
USR00395,PRD00658,2022-05-24,539,recommendation
USR00395,PRD01976,2025-01-03,107,ad
USR00395,PRD00668,2021-09-08,164,homepage
USR00395,PRD02732,2023-09-21,10,search
USR00395,PRD00411,2024-03-14,146,direct
USR00396,PRD01390,2023-07-01,248,email
USR00396,PRD02691,2025-01-04,220,social
USR00396,PRD00951,2022-01-18,384,ad
USR00396,PRD02787,2021-03-21,80,ad
USR00397,PRD00646,2023-09-01,102,social
USR00397,PRD01757,2025-03-11,487,ad
USR00397,PRD02648,2025-01-20,18,homepage
USR00398,PRD00051,2022-10-31,211,direct
USR00398,PRD02025,2021-08-30,546,search
USR00399,PRD00085,2025-11-27,326,ad
USR00399,PRD01015,2024-09-07,203,email
USR00399,PRD02770,2025-12-26,510,recommendation
USR00400,PRD00315,2021-11-15,545,recommendation
USR00400,PRD01831,2025-02-15,263,homepage
USR00400,PRD00906,2021-06-19,378,direct
USR00400,PRD02561,2021-10-18,87,email
USR00401,PRD01054,2024-11-07,264,direct
USR00401,PRD01171,2025-09-18,351,direct
USR00401,PRD00047,2024-07-30,482,direct
USR00401,PRD00766,2025-11-18,82,email
USR00401,PRD02117,2023-10-19,536,direct
USR00401,PRD00930,2021-02-26,55,recommendation
USR00402,PRD01457,2021-12-17,348,email
USR00402,PRD01507,2024-11-02,529,homepage
USR00402,PRD01557,2022-08-05,142,social
USR00402,PRD02931,2024-05-24,411,ad
USR00402,PRD01650,2025-12-01,576,search
USR00402,PRD00034,2025-10-12,448,direct
USR00402,PRD00938,2021-01-17,22,email
USR00402,PRD02786,2021-12-03,104,social
USR00403,PRD01617,2024-11-13,357,homepage
USR00403,PRD02962,2025-08-23,348,ad
USR00403,PRD00933,2024-01-17,170,search
USR00404,PRD00116,2024-01-19,580,email
USR00404,PRD01174,2021-10-06,284,direct
USR00405,PRD00715,2021-06-11,275,email
USR00405,PRD01196,2024-03-30,238,direct
USR00405,PRD01341,2022-06-05,592,recommendation
USR00405,PRD00476,2021-01-09,512,direct
USR00406,PRD02115,2023-08-19,504,direct
USR00406,PRD02829,2023-06-10,543,email
USR00406,PRD02349,2023-03-22,26,social
USR00406,PRD01831,2021-05-02,214,recommendation
USR00406,PRD01100,2024-12-05,170,email
USR00406,PRD01738,2021-09-17,221,search
USR00407,PRD02596,2023-08-19,41,email
USR00407,PRD01831,2021-09-24,252,direct
USR00407,PRD00143,2024-10-01,444,email
USR00407,PRD02379,2022-08-25,114,email
USR00407,PRD00762,2021-03-17,260,search
USR00407,PRD01449,2025-10-18,599,search
USR00407,PRD01349,2025-09-30,482,homepage
USR00407,PRD00432,2022-10-02,197,search
USR00408,PRD02485,2023-03-23,122,email
USR00408,PRD00078,2025-12-25,376,search
USR00408,PRD01481,2024-10-28,32,homepage
USR00408,PRD01361,2021-07-09,534,ad
USR00408,PRD00833,2023-11-12,415,search
USR00408,PRD01186,2024-10-03,23,search
USR00409,PRD02333,2025-03-25,574,homepage
USR00409,PRD00674,2024-09-05,150,social
USR00410,PRD00595,2025-08-15,573,direct
USR00410,PRD02587,2024-09-28,20,search
USR00410,PRD01657,2022-10-08,364,email
USR00410,PRD01232,2021-12-09,285,recommendation
USR00411,PRD02445,2023-07-17,168,ad
USR00411,PRD00967,2024-03-01,413,search
USR00412,PRD01191,2021-12-08,136,direct
USR00412,PRD02946,2021-12-25,452,search
USR00412,PRD01638,2023-06-17,247,homepage
USR00413,PRD01684,2021-03-31,381,homepage
USR00413,PRD02136,2025-04-21,292,recommendation
USR00413,PRD01298,2021-12-07,306,social
USR00413,PRD02678,2021-02-04,335,ad
USR00413,PRD01198,2025-01-13,74,homepage
USR00413,PRD00660,2022-02-22,465,search
USR00413,PRD01461,2022-05-11,381,ad
USR00414,PRD02440,2022-11-26,240,social
USR00414,PRD02852,2022-09-04,350,direct
USR00414,PRD01496,2024-05-22,134,social
USR00414,PRD02561,2021-08-11,334,direct
USR00414,PRD02562,2025-03-09,110,ad
USR00414,PRD01305,2022-09-29,488,ad
USR00414,PRD00985,2023-02-21,379,homepage
USR00414,PRD00362,2024-03-17,247,homepage
USR00415,PRD01552,2022-11-27,152,direct
USR00415,PRD00006,2022-05-06,331,ad
USR00415,PRD01118,2023-04-12,94,homepage
USR00415,PRD02109,2021-01-22,372,direct
USR00415,PRD01252,2025-09-09,245,social
USR00415,PRD02893,2021-07-25,215,ad
USR00415,PRD00552,2021-11-18,383,direct
USR00416,PRD01736,2025-04-07,36,search
USR00416,PRD00418,2021-05-01,120,recommendation
USR00416,PRD02796,2022-11-30,318,email
USR00416,PRD02287,2022-05-03,443,recommendation
USR00416,PRD00912,2023-08-04,271,social
USR00416,PRD00578,2024-10-09,417,homepage
USR00417,PRD00599,2025-06-23,587,direct
USR00417,PRD02278,2023-04-20,104,social
USR00417,PRD02062,2024-06-13,73,social
USR00417,PRD01615,2022-02-09,365,ad
USR00418,PRD00584,2025-07-11,274,email
USR00418,PRD00024,2022-07-23,201,search
USR00419,PRD01053,2025-07-08,37,homepage
USR00419,PRD02613,2021-05-30,297,search
USR00419,PRD02541,2024-04-07,104,direct
USR00420,PRD02408,2024-12-15,161,search
USR00420,PRD01082,2021-07-08,453,search
USR00420,PRD00095,2024-12-22,86,social
USR00420,PRD00374,2025-06-05,331,recommendation
USR00420,PRD00223,2021-12-03,161,ad
USR00421,PRD02229,2025-02-03,67,email
USR00421,PRD01030,2021-12-22,16,recommendation
USR00421,PRD02819,2024-02-14,570,direct
USR00421,PRD01746,2022-02-03,218,direct
USR00421,PRD00700,2021-02-11,68,direct
USR00422,PRD01780,2023-11-17,228,social
USR00422,PRD01893,2025-11-23,62,search
USR00422,PRD01888,2022-01-25,280,social
USR00423,PRD00786,2024-01-04,121,search
USR00423,PRD00480,2022-05-14,439,search
USR00423,PRD00350,2025-08-23,364,search
USR00423,PRD01650,2022-09-28,459,ad
USR00423,PRD01454,2023-02-18,410,search
USR00423,PRD00796,2024-06-04,431,search
USR00424,PRD00220,2023-09-11,410,ad
USR00424,PRD02589,2025-05-07,274,email
USR00425,PRD01193,2021-03-07,250,email
USR00425,PRD00416,2025-06-27,542,recommendation
USR00425,PRD00145,2023-04-02,101,recommendation
USR00425,PRD02998,2025-05-14,550,direct
USR00426,PRD01113,2023-06-10,38,ad
USR00426,PRD00207,2023-11-18,107,search
USR00426,PRD02069,2022-08-16,415,ad
USR00426,PRD01299,2021-01-15,214,homepage
USR00426,PRD00097,2025-03-17,467,email
USR00426,PRD00735,2023-04-12,97,recommendation
USR00427,PRD02237,2022-07-03,239,direct
USR00427,PRD00998,2021-08-16,295,email
USR00427,PRD01657,2023-12-10,291,ad
USR00427,PRD01654,2022-04-10,561,social
USR00427,PRD00941,2022-08-20,564,email
USR00427,PRD02686,2025-11-12,218,direct
USR00427,PRD00116,2021-05-28,541,social
USR00428,PRD01277,2022-11-13,6,direct
USR00428,PRD00661,2023-01-20,162,social
