productId,userId,score,algorithm,generatedAt
PRD00137,USR00159,0.8734,node-similarity,2025-03-24
PRD00798,USR00558,0.5021,node-similarity,2025-06-01
PRD01893,USR01477,0.5716,node-similarity,2025-10-24
PRD01144,USR01242,0.9512,content-based,2023-01-03
PRD00532,USR00113,0.5687,hybrid,2025-01-16
PRD00400,USR01222,0.8012,hybrid,2025-05-12
PRD01834,USR00298,0.934,node-similarity,2024-06-20
PRD01230,USR00615,0.6442,pagerank,2025-10-30
PRD00335,USR00741,0.8232,hybrid,2024-06-12
PRD01448,USR01174,0.8963,node-similarity,2025-03-11
PRD01685,USR00845,0.7358,content-based,2024-04-13
PRD00944,USR00546,0.6181,node-similarity,2025-06-27
PRD00107,USR00828,0.798,collaborative,2023-11-15
PRD01895,USR01274,0.745,hybrid,2023-11-07
PRD00345,USR01463,0.7287,content-based,2025-06-05
PRD02666,USR00878,0.71,node-similarity,2025-01-01
PRD01443,USR01104,0.7862,pagerank,2025-01-03
PRD01823,USR01131,0.8408,collaborative,2025-12-17
PRD02808,USR00192,0.7294,content-based,2023-07-06
PRD00115,USR00867,0.9796,content-based,2025-07-23
PRD01618,USR00819,0.6515,collaborative,2023-02-14
PRD02219,USR00739,0.682,pagerank,2025-12-14
PRD00775,USR01459,0.7721,hybrid,2023-03-22
PRD01915,USR01414,0.9141,collaborative,2023-01-16
PRD02462,USR01279,0.762,pagerank,2025-01-01
PRD00865,USR00444,0.728,node-similarity,2025-10-18
PRD01639,USR00703,0.8685,hybrid,2025-09-03
PRD01037,USR01203,0.8459,node-similarity,2025-12-11
PRD00213,USR00425,0.7646,hybrid,2023-11-03
PRD00263,USR00595,0.9357,hybrid,2023-08-26
PRD02628,USR01159,0.5235,node-similarity,2024-02-08
PRD01599,USR01330,0.6032,pagerank,2023-06-20
PRD00820,USR00419,0.9021,node-similarity,2023-09-08
PRD02609,USR01257,0.7539,collaborative,2023-01-17
PRD01869,USR01370,0.7383,node-similarity,2024-12-11
PRD01286,USR00212,0.713,collaborative,2025-06-15
PRD01955,USR00946,0.5166,node-similarity,2023-10-08
PRD01140,USR00112,0.7822,pagerank,2023-02-04
PRD00579,USR01222,0.6464,collaborative,2023-08-21
PRD00543,USR00157,0.7516,content-based,2023-12-22
PRD01521,USR01031,0.9853,hybrid,2023-11-22
PRD01331,USR01487,0.6066,content-based,2025-10-27
PRD01351,USR00493,0.7056,pagerank,2024-11-10
PRD02452,USR00772,0.9625,hybrid,2025-01-05
PRD00420,USR00316,0.5082,node-similarity,2023-04-06
PRD02693,USR00725,0.9345,content-based,2025-10-05
PRD00071,USR00955,0.8867,hybrid,2025-01-17
PRD01777,USR01261,0.7399,collaborative,2025-02-27
PRD00209,USR00076,0.9868,hybrid,2024-10-31
PRD01914,USR00355,0.5601,collaborative,2024-12-10
PRD02659,USR00003,0.5255,pagerank,2024-11-12
PRD01089,USR01169,0.9319,content-based,2025-03-02
PRD02028,USR00979,0.8231,pagerank,2023-12-02
PRD01576,USR01296,0.7914,pagerank,2025-12-11
PRD01731,USR00348,0.7909,pagerank,2025-04-06
PRD02142,USR00805,0.6248,hybrid,2024-12-20
PRD02600,USR00683,0.675,pagerank,2024-04-13
PRD02064,USR00695,0.8864,hybrid,2023-10-19
PRD00938,USR00122,0.6773,node-similarity,2023-12-25
PRD02933,USR00638,0.7803,node-similarity,2023-02-07
PRD01160,USR00392,0.9572,collaborative,2025-09-19
PRD01154,USR00552,0.5205,collaborative,2025-05-05
PRD00741,USR01023,0.7775,hybrid,2024-07-29
PRD02515,USR01006,0.5059,hybrid,2025-03-25
PRD02321,USR00614,0.6204,collaborative,2023-02-04
PRD01251,USR00634,0.7878,collaborative,2024-12-04
PRD00186,USR00758,0.5174,collaborative,2024-01-22
PRD02596,USR01288,0.6411,content-based,2024-04-12
PRD01253,USR00144,0.5568,node-similarity,2025-11-15
PRD00139,USR00212,0.846,hybrid,2023-09-11
PRD01221,USR00407,0.6283,hybrid,2025-03-04
PRD02158,USR01307,0.9697,content-based,2023-11-29
PRD02160,USR01269,0.7774,pagerank,2025-05-20
PRD01098,USR00674,0.564,node-similarity,2025-02-02
PRD02859,USR00762,0.9299,content-based,2024-04-18
PRD00724,USR00629,0.5957,hybrid,2024-03-01
PRD00370,USR01443,0.5416,hybrid,2023-05-10
PRD00046,USR00127,0.6975,node-similarity,2023-11-20
PRD00342,USR01150,0.7684,node-similarity,2024-05-07
PRD00819,USR00814,0.8388,node-similarity,2025-03-05
PRD00695,USR00218,0.8234,pagerank,2025-05-11
PRD00334,USR01110,0.8909,pagerank,2025-11-14
PRD01130,USR00026,0.9819,pagerank,2024-03-17
PRD00163,USR00639,0.9543,collaborative,2024-07-22
PRD00036,USR00174,0.5339,node-similarity,2025-09-16
PRD02253,USR00587,0.9665,collaborative,2025-04-04
PRD02918,USR01264,0.9384,pagerank,2023-05-04
PRD02978,USR01373,0.6775,hybrid,2024-04-23
PRD02690,USR01221,0.9505,node-similarity,2023-02-11
PRD02940,USR01338,0.8792,pagerank,2023-06-24
PRD01754,USR00874,0.8686,content-based,2024-01-22
PRD02412,USR00593,0.7621,node-similarity,2024-06-22
PRD02905,USR00497,0.6998,node-similarity,2025-09-17
PRD01582,USR00725,0.8208,pagerank,2025-07-25
PRD01700,USR01399,0.9266,node-similarity,2024-05-05
PRD02464,USR01247,0.9498,pagerank,2025-08-20
PRD02050,USR01137,0.9603,collaborative,2024-07-23
PRD02443,USR00498,0.9786,collaborative,2024-02-28
PRD02515,USR01046,0.5193,hybrid,2024-07-18
PRD01976,USR00636,0.9359,collaborative,2024-04-25
PRD01107,USR00981,0.7879,pagerank,2024-05-29
PRD00643,USR00279,0.9771,content-based,2024-01-17
PRD02359,USR01094,0.5855,node-similarity,2023-02-03
PRD02097,USR00647,0.5839,hybrid,2023-12-21
PRD02258,USR01335,0.8783,node-similarity,2023-04-02
PRD01019,USR00421,0.6493,pagerank,2025-05-23
PRD00938,USR00315,0.7654,content-based,2023-06-11
PRD01520,USR00064,0.521,content-based,2023-10-16
PRD01950,USR00944,0.9451,pagerank,2024-04-10
PRD02812,USR00246,0.5938,pagerank,2024-08-27
PRD01342,USR01273,0.69,node-similarity,2025-04-11
PRD01836,USR01268,0.5862,collaborative,2025-06-02
PRD01525,USR00067,0.5366,pagerank,2023-10-30
PRD02208,USR00959,0.8183,collaborative,2024-06-21
PRD02492,USR00326,0.5895,hybrid,2023-05-10
PRD01177,USR01437,0.8777,content-based,2024-08-05
PRD02133,USR00458,0.5752,pagerank,2023-01-11
PRD01708,USR00979,0.8731,hybrid,2025-12-06
PRD01724,USR00432,0.5909,collaborative,2025-08-28
PRD02440,USR00435,0.7203,hybrid,2024-08-06
PRD00686,USR00397,0.7037,collaborative,2023-10-05
PRD01496,USR00518,0.8031,collaborative,2024-10-10
PRD00804,USR00003,0.8138,hybrid,2024-11-26
PRD02021,USR00552,0.7669,node-similarity,2023-12-05
PRD01406,USR01344,0.9685,content-based,2024-12-29
PRD00163,USR00586,0.578,hybrid,2024-03-28
PRD02084,USR00518,0.6965,node-similarity,2023-08-21
PRD02606,USR00292,0.8406,pagerank,2023-02-03
PRD01290,USR00957,0.6563,node-similarity,2025-07-19
PRD01684,USR00157,0.6008,node-similarity,2023-10-08
PRD01326,USR00179,0.5086,collaborative,2025-01-19
PRD02516,USR00051,0.803,hybrid,2023-11-05
PRD01214,USR01369,0.8235,node-similarity,2024-09-20
PRD00755,USR00665,0.9326,pagerank,2025-05-19
PRD02755,USR00998,0.7016,pagerank,2025-04-20
PRD02519,USR00040,0.8433,node-similarity,2025-01-29
PRD00099,USR00710,0.5757,pagerank,2025-12-13
PRD02770,USR01390,0.7302,pagerank,2025-02-19
PRD00038,USR00306,0.5601,content-based,2024-12-21
PRD01480,USR01177,0.7528,collaborative,2025-07-30
PRD00542,USR00247,0.7626,pagerank,2023-06-17
PRD00960,USR00163,0.9901,pagerank,2024-08-19
PRD00328,USR00265,0.5706,node-similarity,2025-10-08
PRD01717,USR01489,0.5222,collaborative,2024-11-10
PRD01483,USR01215,0.6039,collaborative,2023-11-19
PRD01947,USR00913,0.6798,pagerank,2024-06-04
PRD01515,USR01463,0.6044,node-similarity,2023-01-06
PRD02817,USR00398,0.5548,node-similarity,2023-12-24
PRD00394,USR01380,0.5869,collaborative,2023-09-28
PRD01536,USR01182,0.8529,content-based,2025-01-16
PRD02196,USR00371,0.9038,pagerank,2024-09-09
PRD02895,USR00393,0.763,hybrid,2025-03-09
PRD01405,USR00539,0.9268,hybrid,2025-03-07
PRD00839,USR00938,0.5204,collaborative,2023-04-27
PRD01706,USR00732,0.5479,collaborative,2025-08-10
PRD02051,USR01484,0.6814,node-similarity,2025-02-21
PRD01042,USR00866,0.6048,pagerank,2023-07-30
PRD02103,USR00193,0.9888,node-similarity,2025-11-24
PRD00861,USR00867,0.7153,content-based,2023-03-13
PRD00734,USR00814,0.81,pagerank,2023-12-15
PRD00306,USR00204,0.7836,node-similarity,2024-10-15
PRD01946,USR00359,0.9382,hybrid,2025-10-14
PRD02067,USR00535,0.9409,hybrid,2025-03-08
PRD00975,USR00540,0.5524,collaborative,2024-04-14
PRD00100,USR00664,0.5492,pagerank,2024-06-25
PRD00948,USR00929,0.6099,content-based,2023-05-21
PRD00540,USR01482,0.7332,hybrid,2025-08-15
PRD02532,USR01112,0.6676,node-similarity,2024-02-04
PRD00959,USR00218,0.5689,content-based,2025-04-07
PRD01336,USR00262,0.9167,content-based,2025-09-11
PRD02288,USR01058,0.8297,content-based,2023-06-10
PRD00584,USR00128,0.6028,pagerank,2023-12-06
PRD02477,USR01201,0.7906,node-similarity,2023-04-04
PRD02513,USR00838,0.6684,node-similarity,2023-08-30
PRD00419,USR00418,0.724,hybrid,2023-04-20
PRD02074,USR00455,0.6072,pagerank,2024-08-15
PRD01972,USR00862,0.8418,collaborative,2024-08-17
PRD00499,USR01355,0.9027,content-based,2024-07-30
PRD00177,USR01226,0.5032,pagerank,2025-03-15
PRD01563,USR01238,0.9676,pagerank,2023-12-04
PRD02007,USR00885,0.8932,collaborative,2025-03-14
PRD00524,USR00520,0.7096,content-based,2023-10-20
PRD02478,USR00414,0.6358,collaborative,2024-07-07
PRD02413,USR00994,0.5419,content-based,2023-10-24
PRD01982,USR00829,0.9582,collaborative,2023-01-26
PRD01920,USR01126,0.9531,content-based,2025-08-07
PRD01075,USR00532,0.8798,content-based,2025-12-03
PRD02960,USR00461,0.8965,content-based,2023-01-31
PRD00454,USR01283,0.707,collaborative,2023-02-25
PRD02302,USR00650,0.5445,node-similarity,2025-08-08
PRD00068,USR00475,0.87,content-based,2025-08-18
PRD02579,USR00331,0.5517,content-based,2023-01-25
PRD01457,USR00558,0.5768,collaborative,2024-07-06
PRD00336,USR00705,0.846,content-based,2023-01-03
PRD02641,USR01323,0.5367,pagerank,2025-03-20
PRD00498,USR00698,0.8982,content-based,2023-11-25
PRD02986,USR00693,0.6468,collaborative,2023-04-19
PRD01417,USR00142,0.9953,node-similarity,2025-12-06
PRD01597,USR00138,0.9855,node-similarity,2025-08-01
PRD01035,USR00152,0.71,node-similarity,2023-10-01
PRD00576,USR01320,0.533,node-similarity,2024-07-14
PRD02353,USR00538,0.7455,pagerank,2024-04-11
PRD00702,USR00377,0.8263,collaborative,2023-06-06
PRD00612,USR00120,0.5338,node-similarity,2023-10-28
PRD02800,USR00653,0.9957,content-based,2025-03-02
PRD01900,USR00126,0.5649,collaborative,2025-03-21
PRD00853,USR01022,0.7366,pagerank,2025-09-21
PRD02290,USR01482,0.619,hybrid,2023-09-05
PRD00002,USR01421,0.781,node-similarity,2024-12-06
PRD00990,USR01143,0.7359,collaborative,2023-11-26
PRD01235,USR01150,0.7073,hybrid,2023-09-04
PRD01532,USR01136,0.5845,pagerank,2025-07-01
PRD00368,USR01475,0.5634,pagerank,2025-01-05
PRD01260,USR00322,0.8781,collaborative,2025-01-29
PRD00012,USR01210,0.7349,pagerank,2025-01-08
PRD01417,USR00995,0.6241,collaborative,2023-07-26
PRD01595,USR00334,0.6862,pagerank,2023-01-31
PRD00173,USR00421,0.6145,hybrid,2025-06-18
PRD02500,USR00827,0.5704,hybrid,2024-11-18
PRD01264,USR00957,0.9737,hybrid,2025-08-05
PRD00674,USR01082,0.9657,collaborative,2023-06-15
PRD02267,USR00884,0.6126,collaborative,2025-12-07
PRD02588,USR00167,0.8727,content-based,2025-11-15
PRD02378,USR00958,0.8843,hybrid,2024-06-01
PRD02580,USR01308,0.9174,collaborative,2023-09-07
PRD02120,USR01013,0.67,node-similarity,2023-05-15
PRD00702,USR00172,0.7898,pagerank,2023-09-21
PRD01813,USR00193,0.6958,content-based,2023-05-05
PRD02475,USR01090,0.5875,hybrid,2025-02-24
PRD01765,USR01342,0.6476,node-similarity,2025-04-21
PRD00542,USR00479,0.7704,hybrid,2025-12-11
PRD01806,USR00384,0.774,collaborative,2025-01-30
PRD02287,USR00660,0.9375,pagerank,2023-08-04
PRD01228,USR00544,0.9492,content-based,2025-02-26
PRD00544,USR00717,0.547,hybrid,2024-12-11
PRD02663,USR00519,0.7005,collaborative,2024-04-25
PRD02550,USR00927,0.6148,collaborative,2023-01-26
PRD00212,USR00836,0.5156,hybrid,2025-04-26
PRD00450,USR01424,0.6337,content-based,2024-02-28
PRD01372,USR00790,0.8544,node-similarity,2023-01-12
PRD02041,USR01066,0.7299,content-based,2024-08-08
PRD01463,USR00412,0.7008,content-based,2025-08-15
PRD01436,USR00681,0.5159,hybrid,2023-07-06
PRD01714,USR01359,0.7676,hybrid,2024-02-13
PRD01686,USR01242,0.995,content-based,2025-10-11
PRD01040,USR01420,0.8327,hybrid,2023-01-30
PRD02980,USR00699,0.8195,hybrid,2023-07-01
PRD01345,USR00377,0.5229,content-based,2025-07-08
PRD01700,USR00990,0.7745,node-similarity,2023-08-09
PRD00216,USR00010,0.5285,content-based,2025-04-28
PRD01230,USR00364,0.5224,node-similarity,2025-08-08
PRD01607,USR00479,0.6559,pagerank,2023-06-07
PRD02292,USR00166,0.711,collaborative,2024-07-28
PRD00125,USR00304,0.6251,hybrid,2025-10-23
PRD01277,USR01240,0.7961,pagerank,2023-04-19
PRD02254,USR00112,0.5502,collaborative,2023-07-17
PRD00845,USR01131,0.5324,node-similarity,2023-11-11
PRD00180,USR00696,0.7328,node-similarity,2024-03-21
PRD01659,USR00795,0.8215,node-similarity,2025-04-16
PRD01655,USR01292,0.5754,content-based,2023-09-17
PRD02339,USR01343,0.5825,pagerank,2023-07-13
PRD00030,USR00645,0.5819,content-based,2023-09-16
PRD01348,USR00775,0.8131,pagerank,2024-05-21
PRD01238,USR00968,0.9369,node-similarity,2023-08-17
PRD00118,USR00378,0.8802,pagerank,2024-09-09
PRD00198,USR00545,0.5616,hybrid,2024-11-15
PRD02738,USR01175,0.7547,content-based,2024-08-01
PRD00037,USR01450,0.5613,hybrid,2024-05-12
PRD02382,USR01067,0.8749,collaborative,2023-11-07
PRD00712,USR00238,0.808,node-similarity,2023-02-26
PRD00939,USR01277,0.6342,hybrid,2024-05-05
PRD01239,USR01270,0.9071,collaborative,2025-01-08
PRD02825,USR00686,0.6963,content-based,2023-12-03
PRD02084,USR00363,0.9065,hybrid,2025-05-26
PRD00051,USR00459,0.764,node-similarity,2023-08-13
PRD01638,USR01068,0.866,collaborative,2025-12-25
PRD02263,USR01311,0.8589,node-similarity,2025-09-09
PRD01442,USR00987,0.8614,collaborative,2023-09-25
PRD00680,USR01154,0.5626,hybrid,2024-07-04
PRD01085,USR01486,0.853,pagerank,2025-07-07
PRD00732,USR00053,0.7703,content-based,2023-10-09
PRD02574,USR01078,0.526,hybrid,2024-12-25
PRD01772,USR01236,0.9478,collaborative,2023-03-28
PRD02414,USR00073,0.5927,content-based,2025-04-15
PRD00565,USR01022,0.9685,content-based,2025-10-26
PRD02703,USR01311,0.5535,content-based,2023-06-12
PRD02130,USR00076,0.7104,hybrid,2024-07-08
PRD02561,USR00353,0.9932,hybrid,2024-12-20
PRD01161,USR00684,0.6219,content-based,2023-07-07
PRD00880,USR01383,0.8906,hybrid,2023-04-18
PRD00451,USR00069,0.5634,content-based,2024-12-11
PRD00347,USR00042,0.7824,pagerank,2023-10-25
PRD01405,USR00844,0.9219,content-based,2025-10-05
PRD02402,USR01294,0.6033,pagerank,2024-06-01
PRD02875,USR00472,0.6323,node-similarity,2023-07-23
PRD01286,USR01237,0.7822,pagerank,2024-12-31
PRD02338,USR01310,0.5513,collaborative,2024-01-29
PRD02787,USR00238,0.9398,content-based,2023-02-06
PRD01298,USR01195,0.5562,hybrid,2023-10-28
PRD02913,USR01050,0.6908,content-based,2023-01-10
PRD00360,USR00272,0.5725,node-similarity,2023-04-13
PRD00082,USR01015,0.8749,hybrid,2025-02-09
PRD00815,USR00230,0.8343,content-based,2023-08-09
PRD00688,USR00906,0.6156,node-similarity,2024-10-21
PRD00017,USR01007,0.9257,pagerank,2024-08-16
PRD00200,USR00551,0.7219,hybrid,2023-10-27
PRD02649,USR01068,0.7536,content-based,2025-05-15
PRD00561,USR00029,0.662,content-based,2024-11-28
PRD02002,USR00984,0.7645,hybrid,2025-03-19
PRD00781,USR00032,0.9688,node-similarity,2024-03-06
PRD02451,USR01459,0.9762,pagerank,2025-11-09
PRD00710,USR01199,0.7334,pagerank,2025-10-06
PRD00379,USR00557,0.5254,pagerank,2024-04-15
PRD00249,USR00223,0.5113,hybrid,2024-06-22
PRD01842,USR00232,0.7076,node-similarity,2025-04-13
PRD02348,USR01469,0.5618,node-similarity,2024-09-21
PRD01481,USR01384,0.9458,hybrid,2024-11-24
PRD02395,USR01453,0.7441,content-based,2025-10-09
PRD00271,USR00964,0.6627,collaborative,2023-08-28
PRD00742,USR00993,0.7407,pagerank,2024-05-21
PRD00149,USR00014,0.7097,node-similarity,2024-04-06
PRD01493,USR01206,0.9736,collaborative,2024-08-02
PRD00949,USR01180,0.7879,node-similarity,2025-07-03
PRD00976,USR00682,0.7321,content-based,2023-08-22
PRD00832,USR00834,0.7094,collaborative,2024-09-25
PRD00050,USR00777,0.85,hybrid,2025-01-19
PRD00669,USR00596,0.7193,pagerank,2023-06-17
PRD00169,USR01185,0.7611,collaborative,2025-06-22
PRD00612,USR00311,0.7963,hybrid,2024-09-16
PRD02674,USR00552,0.6129,pagerank,2025-10-18
PRD00170,USR00407,0.67,node-similarity,2023-12-05
PRD00089,USR01421,0.9102,pagerank,2025-03-21
PRD01064,USR01167,0.6646,pagerank,2025-10-11
PRD02513,USR00502,0.8783,pagerank,2023-07-16
PRD01571,USR00178,0.547,content-based,2023-04-30
PRD01547,USR00395,0.6414,pagerank,2025-02-24
PRD00549,USR01321,0.963,hybrid,2025-06-26
PRD01716,USR00992,0.5838,collaborative,2024-05-28
PRD02975,USR01445,0.917,node-similarity,2023-08-18
PRD02628,USR00801,0.8724,content-based,2024-09-09
PRD02891,USR00349,0.7696,hybrid,2024-02-08
PRD01385,USR00566,0.6338,hybrid,2024-01-10
PRD00226,USR00835,0.5882,collaborative,2023-04-07
PRD00395,USR00998,0.8908,content-based,2023-12-31
PRD00290,USR00072,0.6404,hybrid,2024-09-10
PRD02823,USR00045,0.6882,hybrid,2024-11-23
PRD00601,USR01435,0.7189,pagerank,2023-07-04
PRD01536,USR01499,0.7206,collaborative,2023-12-04
PRD01847,USR01343,0.6561,collaborative,2025-08-02
PRD01628,USR00235,0.7088,hybrid,2025-12-29
PRD00825,USR01419,0.6984,hybrid,2025-01-07
PRD00247,USR00658,0.8085,content-based,2024-10-23
PRD00445,USR01484,0.5883,collaborative,2024-03-22
PRD00290,USR00003,0.7756,node-similarity,2025-06-29
PRD01134,USR01321,0.6151,collaborative,2023-05-25
PRD00758,USR00497,0.8177,hybrid,2023-02-02
PRD02511,USR00011,0.9559,pagerank,2024-02-09
PRD01382,USR00211,0.7938,pagerank,2023-12-03
PRD01869,USR00080,0.8077,hybrid,2024-02-01
PRD00924,USR00191,0.8138,pagerank,2023-11-14
PRD02093,USR01076,0.5132,pagerank,2025-04-20
PRD00690,USR00636,0.8321,content-based,2024-01-16
PRD02450,USR00006,0.6427,node-similarity,2025-06-25
PRD00970,USR00721,0.6032,content-based,2025-07-01
PRD00213,USR00643,0.9057,pagerank,2024-09-14
PRD01310,USR00995,0.8712,pagerank,2024-05-06
PRD00253,USR00927,0.6966,collaborative,2023-08-08
PRD02001,USR00644,0.9205,content-based,2023-11-16
PRD02937,USR00238,0.5526,node-similarity,2025-02-02
PRD00845,USR01042,0.9944,content-based,2025-03-12
PRD01828,USR01088,0.6464,hybrid,2025-06-15
PRD01496,USR01264,0.7263,hybrid,2025-01-10
PRD00415,USR00979,0.6822,content-based,2023-01-17
PRD00998,USR01208,0.5986,content-based,2024-09-11
PRD01656,USR00188,0.9359,content-based,2023-08-05
PRD02024,USR00509,0.7076,content-based,2025-11-22
PRD00384,USR01133,0.502,collaborative,2024-05-22
PRD02064,USR00727,0.5779,collaborative,2024-02-28
PRD02105,USR00773,0.7896,hybrid,2025-09-23
PRD02803,USR00133,0.8077,node-similarity,2025-02-24
PRD00272,USR00332,0.8409,content-based,2025-09-22
PRD00240,USR00948,0.7539,content-based,2025-06-09
PRD02866,USR00828,0.9546,node-similarity,2025-02-02
PRD02748,USR01102,0.6033,node-similarity,2025-06-13
PRD00976,USR01364,0.7279,collaborative,2023-03-11
PRD01269,USR01293,0.508,collaborative,2024-05-31
PRD01006,USR01073,0.7137,node-similarity,2025-04-07
PRD00094,USR00960,0.5121,collaborative,2025-09-24
PRD01729,USR00834,0.844,collaborative,2023-05-29
PRD02840,USR00467,0.5879,collaborative,2025-01-22
PRD00185,USR01307,0.6257,collaborative,2025-04-26
PRD00835,USR00199,0.8046,pagerank,2023-07-24
PRD02956,USR00770,0.8518,content-based,2023-01-22
PRD02391,USR00202,0.7332,collaborative,2023-06-05
PRD00683,USR01166,0.8997,hybrid,2025-05-30
PRD02803,USR01046,0.6743,pagerank,2024-02-20
PRD02805,USR00932,0.7828,content-based,2024-04-30
PRD01801,USR01054,0.5652,content-based,2023-07-02
PRD00638,USR00006,0.8279,collaborative,2023-06-04
PRD00640,USR01078,0.6107,hybrid,2025-02-22
PRD01930,USR00997,0.7109,node-similarity,2025-05-07
PRD02391,USR01418,0.9881,hybrid,2025-08-21
PRD02145,USR00942,0.7519,node-similarity,2023-12-28
PRD01345,USR00178,0.5463,content-based,2024-01-23
PRD02609,USR00878,0.6561,node-similarity,2024-07-14
PRD01334,USR01142,0.7873,hybrid,2023-03-25
PRD01586,USR00775,0.5912,node-similarity,2023-01-13
PRD02919,USR00094,0.5117,content-based,2025-05-13
PRD02485,USR00471,0.7824,collaborative,2023-05-20
PRD01589,USR01401,0.6711,pagerank,2025-12-08
PRD00294,USR01212,0.5918,node-similarity,2025-12-06
PRD00432,USR01483,0.7952,hybrid,2023-02-17
PRD00255,USR01039,0.6124,collaborative,2023-12-27
PRD01853,USR00677,0.8441,pagerank,2025-08-26
PRD00971,USR00611,0.6091,pagerank,2023-01-25
PRD01811,USR01217,0.5378,collaborative,2025-06-25
PRD01337,USR00232,0.9794,hybrid,2025-12-11
PRD02863,USR01032,0.9125,hybrid,2024-05-02
PRD01148,USR01409,0.7436,node-similarity,2023-06-06
PRD02235,USR00344,0.9813,collaborative,2024-05-21
PRD01664,USR00472,0.9452,hybrid,2023-08-02
PRD02469,USR01192,0.5388,pagerank,2023-08-01
PRD02475,USR00317,0.9206,node-similarity,2025-10-03
PRD02705,USR00957,0.5002,node-similarity,2024-12-23
PRD00492,USR00407,0.743,hybrid,2023-11-07
PRD02283,USR00532,0.6247,pagerank,2023-07-12
PRD00101,USR00700,0.7532,pagerank,2025-01-29
PRD02344,USR01417,0.6217,collaborative,2023-03-28
PRD02691,USR01163,0.6763,hybrid,2023-12-04
PRD01959,USR01375,0.8805,node-similarity,2023-10-23
PRD01731,USR01307,0.96,hybrid,2023-11-17
PRD02099,USR00910,0.7291,pagerank,2025-05-20
PRD01720,USR00857,0.6984,pagerank,2025-09-18
PRD00370,USR00122,0.6707,hybrid,2023-03-06
PRD02861,USR00993,0.8033,content-based,2023-07-21
PRD02100,USR00911,0.8149,node-similarity,2023-02-14
PRD00711,USR00074,0.851,node-similarity,2025-11-01
PRD01313,USR00809,0.9273,hybrid,2024-07-11
PRD01884,USR00113,0.6556,collaborative,2025-02-05
PRD01850,USR00335,0.9437,content-based,2024-12-03
PRD02890,USR00506,0.568,node-similarity,2024-05-04
PRD02748,USR01275,0.5485,hybrid,2024-04-14
PRD00456,USR00590,0.8973,collaborative,2023-08-21
PRD02386,USR00438,0.756,collaborative,2025-02-10
PRD00290,USR00514,0.8048,node-similarity,2023-10-27
PRD01536,USR01178,0.6233,pagerank,2023-05-13
PRD01887,USR00649,0.8368,collaborative,2023-08-24
PRD01776,USR00575,0.6824,node-similarity,2025-10-29
PRD02462,USR00624,0.6745,hybrid,2023-01-08
PRD00098,USR00939,0.5684,node-similarity,2024-06-21
PRD00767,USR01261,0.6614,hybrid,2023-04-23
PRD01059,USR00397,0.6782,content-based,2024-12-21
PRD02453,USR00061,0.5192,pagerank,2024-04-06
PRD02703,USR00237,0.5411,node-similarity,2025-09-29
PRD02711,USR01155,0.7805,node-similarity,2025-08-15
PRD01057,USR00953,0.811,node-similarity,2024-08-02
PRD00803,USR00795,0.979,pagerank,2024-10-29
PRD01075,USR01237,0.764,content-based,2023-05-26
PRD00207,USR00547,0.7545,node-similarity,2023-03-08
PRD00755,USR00435,0.9143,node-similarity,2025-03-15
PRD02398,USR00970,0.9477,content-based,2025-11-05
PRD02807,USR00487,0.6862,pagerank,2025-02-14
PRD02267,USR00826,0.5114,collaborative,2025-10-06
PRD02725,USR01412,0.7646,pagerank,2024-07-03
PRD01158,USR00915,0.6622,pagerank,2025-12-20
PRD00487,USR01195,0.5168,hybrid,2024-12-19
PRD00578,USR00648,0.7608,node-similarity,2025-01-21
PRD00621,USR01199,0.5111,hybrid,2025-09-22
PRD01456,USR00084,0.763,content-based,2023-07-26
PRD00953,USR00207,0.7306,pagerank,2024-09-01
PRD00877,USR00219,0.7224,content-based,2023-06-16
PRD01528,USR00541,0.9931,collaborative,2023-07-11
PRD00626,USR00847,0.9009,content-based,2023-06-01
PRD01547,USR00339,0.9188,collaborative,2023-06-04
PRD01933,USR00534,0.9213,collaborative,2024-07-05
PRD01736,USR00553,0.8376,collaborative,2023-08-30
PRD01752,USR01038,0.5342,node-similarity,2025-01-30
PRD02624,USR00747,0.7833,collaborative,2024-12-14
PRD02162,USR01193,0.8876,pagerank,2023-04-18
PRD02763,USR01379,0.7458,node-similarity,2024-01-13
PRD01698,USR01432,0.6087,hybrid,2023-01-15
PRD01719,USR00140,0.9578,node-similarity,2024-06-27
PRD01371,USR00826,0.7484,node-similarity,2024-05-05
PRD01641,USR00836,0.767,content-based,2023-05-31
PRD01729,USR01468,0.8473,content-based,2023-03-30
PRD02347,USR01359,0.7945,hybrid,2023-12-08
PRD01459,USR00135,0.8967,hybrid,2024-07-28
PRD02981,USR01146,0.7512,pagerank,2023-05-09
PRD01542,USR00202,0.6805,content-based,2025-08-23
PRD01250,USR00721,0.9972,content-based,2025-09-17
PRD01885,USR00510,0.6245,content-based,2025-07-18
PRD00024,USR00218,0.5769,pagerank,2024-01-17
PRD02432,USR00349,0.5493,collaborative,2024-12-19
PRD00020,USR00426,0.7948,hybrid,2024-05-10
PRD01760,USR01227,0.8084,collaborative,2023-10-23
PRD02458,USR00483,0.6208,content-based,2025-01-14
PRD02053,USR00255,0.626,node-similarity,2023-08-30
PRD00863,USR00819,0.7706,collaborative,2023-12-19
PRD00261,USR00387,0.8436,collaborative,2023-11-27
PRD00627,USR00474,0.8862,collaborative,2023-02-18
