orderId,status,total,placedAt,deliveredAt,isPaid,notes
ORD00448,shipped,3623.82,2024-08-18,,false,Urgente
ORD00449,pending,2666.19,2023-07-05,,true,Urgente
ORD00450,processing,3954.56,2025-04-27,,true,Llamar antes de entregar
ORD00451,processing,4743.74,2025-06-24,,true,Producto regalo
ORD00452,shipped,2296.66,2021-10-25,,true,Sin factura
ORD00453,shipped,1730.67,2022-01-01,,true,Llamar antes de entregar
ORD00454,processing,116.43,2020-04-18,,true,
ORD00455,pending,3807.73,2023-05-14,,false,
ORD00456,cancelled,4003.05,2025-04-22,,false,Llamar antes de entregar
ORD00457,returned,2206.53,2022-05-05,,true,Sin factura
ORD00458,processing,2976.83,2024-04-06,,false,
ORD00459,cancelled,4008.02,2022-05-30,,true,Urgente
ORD00460,returned,3147.89,2020-02-04,,true,Entregar en recepción
ORD00461,processing,1680.03,2023-11-19,,true,Urgente
ORD00462,delivered,2277.61,2022-01-20,2022-02-12,true,
ORD00463,pending,4087.53,2025-06-19,,true,Entregar en recepción
ORD00464,cancelled,4202.95,2023-06-29,,true,
ORD00465,processing,3693.07,2020-05-10,,true,
ORD00466,shipped,2457.76,2020-09-13,,false,Urgente
ORD00467,cancelled,2062.17,2022-04-24,,true,Llamar antes de entregar
ORD00468,shipped,1705.57,2021-12-23,,true,Sin factura
ORD00469,processing,2482.41,2023-06-19,,true,Sin factura
ORD00470,delivered,1162.59,2025-05-02,2025-06-01,true,Urgente
ORD00471,returned,2572.36,2022-06-02,,true,Sin factura
ORD00472,shipped,2697.2,2020-12-09,,true,
ORD00473,delivered,4543.98,2021-12-14,2021-12-20,true,Entregar en recepción
ORD00474,processing,3895.94,2024-10-04,,true,
ORD00475,pending,10.98,2021-05-25,,false,Sin factura
ORD00476,returned,3309.45,2021-08-01,,false,Urgente
ORD00477,processing,3476.27,2025-05-02,,true,Producto regalo
ORD00478,shipped,1991.12,2023-09-15,,true,Producto regalo
ORD00479,returned,2203.53,2021-07-14,,true,Urgente
ORD00480,delivered,2967.99,2023-12-19,2024-01-01,true,Urgente
ORD00481,returned,2594.76,2021-06-10,,true,Sin factura
ORD00482,pending,1435.32,2023-02-01,,true,Sin factura
ORD00483,pending,444.88,2022-08-27,,true,Producto regalo
ORD00484,pending,1940.33,2023-07-25,,true,
ORD00485,cancelled,1971.97,2021-05-27,,true,Urgente
ORD00486,delivered,1162.17,2020-02-10,2020-02-18,true,Llamar antes de entregar
ORD00487,processing,2977.52,2021-05-16,,true,
ORD00488,delivered,3479.31,2024-10-17,2024-10-20,true,
ORD00489,cancelled,4774.23,2024-12-08,,true,
ORD00490,returned,4766.63,2023-04-06,,true,Llamar antes de entregar
ORD00491,pending,3232.2,2022-03-25,,true,
ORD00492,returned,2349.7,2023-10-12,,false,Llamar antes de entregar
ORD00493,delivered,4340.41,2021-05-11,2021-06-07,true,Sin factura
ORD00494,delivered,3791.26,2022-05-10,2022-05-18,true,Llamar antes de entregar
ORD00495,returned,992.3,2022-06-27,,true,Llamar antes de entregar
ORD00496,delivered,4070.02,2025-02-13,2025-03-08,true,Producto regalo
ORD00497,pending,4138.18,2020-08-16,,false,
ORD00498,delivered,2144.14,2023-10-10,2023-11-03,true,
ORD00499,pending,4683.12,2024-05-02,,true,Urgente
ORD00500,pending,2110.1,2021-08-29,,false,Sin factura
