sellerId,productId,listedAt,sellerPrice,isActive
SEL0086,PRD01107,2024-01-27,650.7,true
SEL0046,PRD01108,2020-09-09,2648.11,false
SEL0084,PRD01109,2020-02-08,1381.48,false
SEL0097,PRD01110,2020-11-10,2023.28,true
SEL0055,PRD01111,2022-08-30,560.96,true
SEL0073,PRD01112,2023-06-25,1645.62,true
SEL0019,PRD01113,2022-06-02,380.32,false
SEL0095,PRD01114,2020-07-07,1467.76,true
SEL0002,PRD01115,2021-10-25,991.99,true
SEL0084,PRD01116,2020-08-19,1713.68,false
SEL0014,PRD01117,2020-09-16,1452.25,false
SEL0032,PRD01118,2022-08-20,1098.37,true
SEL0035,PRD01119,2023-06-20,1932.57,false
SEL0062,PRD01120,2020-07-26,373.11,true
SEL0068,PRD01121,2023-08-20,2346.45,true
SEL0098,PRD01122,2022-10-05,895.83,true
SEL0094,PRD01123,2020-10-24,760.63,true
SEL0028,PRD01124,2024-01-10,1610.54,true
SEL0076,PRD01125,2022-10-03,1453.08,true
SEL0054,PRD01126,2022-10-24,1208.83,true
SEL0021,PRD01127,2020-08-28,1215.0,true
SEL0094,PRD01128,2020-09-30,1653.26,false
SEL0009,PRD01129,2020-01-15,1641.67,true
SEL0093,PRD01130,2020-10-03,333.26,true
SEL0062,PRD01131,2022-09-24,1012.51,true
SEL0025,PRD01132,2023-05-27,390.67,true
SEL0063,PRD01133,2022-05-26,701.53,false
SEL0030,PRD01134,2024-06-29,299.65,true
SEL0021,PRD01135,2022-06-11,1699.12,false
SEL0057,PRD01136,2021-03-09,1957.43,true
SEL0018,PRD01137,2024-08-06,1711.59,true
SEL0063,PRD01138,2023-10-14,2219.28,true
SEL0031,PRD01139,2021-08-01,594.01,false
SEL0010,PRD01140,2023-12-04,2579.18,false
SEL0019,PRD01141,2024-04-20,2000.35,false
SEL0056,PRD01142,2021-06-15,631.97,true
SEL0067,PRD01143,2022-06-08,962.04,true
SEL0050,PRD01144,2021-05-28,1548.02,true
SEL0030,PRD01145,2020-06-12,134.9,false
SEL0052,PRD01146,2022-03-16,158.0,true
SEL0093,PRD01147,2020-11-10,212.07,false
SEL0019,PRD01148,2023-06-14,1881.46,true
SEL0026,PRD01149,2024-01-29,1525.62,false
SEL0001,PRD01150,2023-05-15,2512.28,true
SEL0085,PRD01151,2021-06-17,2323.41,true
SEL0052,PRD01152,2023-02-09,1002.72,false
SEL0081,PRD01153,2021-11-24,2258.03,true
SEL0088,PRD01154,2020-01-03,2602.94,false
SEL0028,PRD01155,2023-10-29,2008.07,false
SEL0022,PRD01156,2021-04-09,531.53,true
SEL0043,PRD01157,2024-02-20,1315.58,true
SEL0027,PRD01158,2020-11-11,1883.15,false
SEL0002,PRD01159,2020-11-20,1225.05,true
SEL0050,PRD01160,2023-12-07,600.15,true
SEL0008,PRD01161,2022-02-08,2679.19,true
SEL0058,PRD01162,2024-07-25,1015.53,true
SEL0092,PRD01163,2021-12-31,1360.84,true
SEL0019,PRD01164,2021-03-13,831.51,false
SEL0082,PRD01165,2024-06-10,2098.93,true
SEL0049,PRD01166,2021-09-18,977.89,true
SEL0053,PRD01167,2022-07-10,1078.03,true
SEL0048,PRD01168,2022-12-10,36.34,true
SEL0087,PRD01169,2020-09-25,2421.53,true
SEL0082,PRD01170,2023-01-04,1226.97,true
SEL0013,PRD01171,2021-10-09,80.16,true
SEL0003,PRD01172,2022-07-18,1701.22,false
SEL0034,PRD01173,2021-09-19,941.38,true
SEL0100,PRD01174,2023-03-18,136.12,true
SEL0072,PRD01175,2024-06-21,1052.54,false
SEL0040,PRD01176,2020-12-06,2566.49,true
SEL0037,PRD01177,2024-04-18,2016.62,true
SEL0038,PRD01178,2024-03-04,1961.81,true
SEL0092,PRD01179,2024-09-24,395.04,true
SEL0082,PRD01180,2020-12-28,1247.02,true
SEL0055,PRD01181,2023-10-27,1945.0,true
SEL0092,PRD01182,2022-05-14,1164.69,true
SEL0054,PRD01183,2022-02-07,2074.04,true
SEL0036,PRD01184,2024-01-09,217.35,true
SEL0060,PRD01185,2024-06-01,2457.1,true
SEL0039,PRD01186,2022-12-06,1788.94,true
SEL0069,PRD01187,2023-06-03,2133.05,false
SEL0047,PRD01188,2024-02-01,282.49,false
SEL0014,PRD01189,2021-09-03,1503.88,true
SEL0085,PRD01190,2024-08-15,1746.99,true
SEL0075,PRD01191,2021-03-31,2066.34,false
SEL0069,PRD01192,2022-08-08,613.7,false
SEL0036,PRD01193,2020-07-03,2181.21,true
SEL0092,PRD01194,2022-11-06,426.21,false
SEL0002,PRD01195,2023-10-21,702.77,true
SEL0061,PRD01196,2024-07-02,1074.61,false
SEL0073,PRD01197,2021-08-30,2528.46,true
SEL0078,PRD01198,2020-04-16,253.05,true
SEL0065,PRD01199,2022-04-15,630.08,true
SEL0041,PRD01200,2024-01-30,1790.78,false
SEL0013,PRD01201,2021-07-30,1137.78,true
SEL0076,PRD01202,2021-03-22,1747.26,true
SEL0094,PRD01203,2021-01-09,298.85,true
SEL0020,PRD01204,2021-11-18,2174.28,true
SEL0030,PRD01205,2021-11-17,1083.13,true
SEL0093,PRD01206,2021-08-13,1026.14,false
SEL0054,PRD01207,2022-04-05,2215.86,true
SEL0055,PRD01208,2023-02-24,1960.38,false
SEL0053,PRD01209,2024-05-20,281.72,true
SEL0097,PRD01210,2023-06-10,1568.03,true
SEL0066,PRD01211,2023-01-27,63.4,true
SEL0009,PRD01212,2020-05-23,235.54,true
SEL0082,PRD01213,2020-09-26,189.91,true
SEL0005,PRD01214,2020-11-12,2279.95,true
SEL0043,PRD01215,2022-01-26,741.24,true
SEL0093,PRD01216,2020-11-05,2462.32,false
SEL0086,PRD01217,2024-12-23,495.76,true
SEL0009,PRD01218,2020-04-16,467.45,true
SEL0018,PRD01219,2024-11-23,175.12,false
SEL0053,PRD01220,2021-08-17,1988.81,true
SEL0080,PRD01221,2020-02-21,2391.62,true
SEL0080,PRD01222,2023-11-21,1867.27,false
SEL0004,PRD01223,2021-11-17,205.05,true
SEL0095,PRD01224,2024-02-26,1283.6,true
SEL0038,PRD01225,2024-02-11,470.26,true
SEL0013,PRD01226,2024-11-10,428.24,true
SEL0099,PRD01227,2023-02-19,172.2,true
SEL0022,PRD01228,2021-03-03,2245.21,true
SEL0072,PRD01229,2022-12-28,1692.69,true
SEL0054,PRD01230,2022-05-16,269.86,true
SEL0078,PRD01231,2021-10-12,111.28,true
SEL0097,PRD01232,2023-02-28,1257.27,false
SEL0043,PRD01233,2024-08-09,1975.21,true
SEL0053,PRD01234,2021-12-10,23.97,false
SEL0005,PRD01235,2024-08-13,1402.93,false
SEL0018,PRD01236,2022-12-08,895.82,true
SEL0025,PRD01237,2024-12-05,1887.56,true
SEL0080,PRD01238,2023-08-06,952.41,true
SEL0091,PRD01239,2020-07-09,12.12,false
SEL0023,PRD01240,2023-06-13,2057.04,true
SEL0094,PRD01241,2024-05-23,1718.03,false
SEL0012,PRD01242,2021-02-02,2346.91,true
SEL0014,PRD01243,2020-01-18,2220.96,true
SEL0027,PRD01244,2022-10-12,725.1,true
SEL0016,PRD01245,2024-06-22,18.89,true
SEL0080,PRD01246,2022-05-08,2006.52,false
SEL0005,PRD01247,2020-04-10,2248.19,false
SEL0060,PRD01248,2024-09-24,2664.45,false
SEL0012,PRD01249,2022-01-11,2265.36,true
SEL0050,PRD01250,2020-10-10,121.46,true
SEL0074,PRD01251,2023-11-01,1716.91,false
SEL0040,PRD01252,2022-04-16,1026.36,true
SEL0095,PRD01253,2021-07-31,1236.26,false
SEL0066,PRD01254,2024-06-16,1164.4,true
SEL0075,PRD01255,2021-11-19,5.95,true
SEL0076,PRD01256,2021-10-02,532.47,true
SEL0046,PRD01257,2022-02-09,1540.68,true
SEL0017,PRD01258,2022-03-09,2028.6,false
SEL0098,PRD01259,2024-08-14,1217.82,true
SEL0094,PRD01260,2020-07-18,1172.95,true
SEL0047,PRD01261,2024-10-12,1133.56,false
SEL0005,PRD01262,2021-05-04,2033.76,true
SEL0036,PRD01263,2022-04-20,1963.04,false
SEL0054,PRD01264,2023-09-22,556.77,false
SEL0071,PRD01265,2023-08-29,1965.33,false
SEL0094,PRD01266,2020-01-11,2116.42,true
SEL0012,PRD01267,2020-04-25,1265.62,true
SEL0001,PRD01268,2022-08-20,41.57,false
SEL0064,PRD01269,2020-12-16,1806.44,true
SEL0045,PRD01270,2020-08-24,704.93,false
SEL0005,PRD01271,2021-02-19,1177.54,true
SEL0074,PRD01272,2020-07-08,873.42,true
SEL0085,PRD01273,2020-04-12,957.18,true
SEL0064,PRD01274,2023-07-05,2110.1,true
SEL0084,PRD01275,2021-03-25,299.96,true
SEL0076,PRD01276,2021-07-29,714.68,false
SEL0037,PRD01277,2022-10-01,921.61,false
SEL0027,PRD01278,2022-04-03,1408.22,true
SEL0027,PRD01279,2023-02-28,1524.18,true
SEL0065,PRD01280,2022-03-28,1021.73,false
SEL0075,PRD01281,2023-08-28,1192.35,true
SEL0033,PRD01282,2023-10-12,59.13,true
SEL0047,PRD01283,2020-10-07,2098.32,true
SEL0013,PRD01284,2023-08-23,1380.09,true
SEL0056,PRD01285,2024-09-20,278.26,true
SEL0004,PRD01286,2021-12-08,2185.85,false
SEL0073,PRD01287,2022-05-21,713.32,true
SEL0066,PRD01288,2020-10-15,379.65,true
SEL0059,PRD01289,2020-10-16,1026.91,true
SEL0080,PRD01290,2021-05-22,1471.68,true
SEL0088,PRD01291,2020-11-13,1131.66,true
SEL0012,PRD01292,2022-08-29,1063.59,true
SEL0046,PRD01293,2023-12-11,1439.67,false
SEL0031,PRD01294,2020-08-18,1382.84,true
SEL0021,PRD01295,2024-05-27,7.58,true
SEL0017,PRD01296,2020-07-28,207.72,true
SEL0056,PRD01297,2024-03-07,1532.17,true
SEL0054,PRD01298,2020-01-15,2190.15,false
SEL0006,PRD01299,2022-08-20,11.27,true
SEL0047,PRD01300,2020-07-24,1555.96,true
SEL0031,PRD01301,2023-07-14,1612.4,false
SEL0099,PRD01302,2023-01-13,2509.56,false
SEL0025,PRD01303,2021-11-12,78.71,true
SEL0019,PRD01304,2021-04-06,1588.04,false
SEL0046,PRD01305,2022-02-14,878.93,true
SEL0041,PRD01306,2021-05-25,216.52,false
SEL0005,PRD01307,2023-05-29,2249.05,true
SEL0018,PRD01308,2022-01-21,1866.46,true
SEL0009,PRD01309,2022-06-09,1359.61,true
SEL0015,PRD01310,2020-11-12,1348.8,true
SEL0039,PRD01311,2021-06-26,599.46,true
SEL0070,PRD01312,2020-06-10,2381.39,true
SEL0008,PRD01313,2021-05-16,1584.15,true
SEL0014,PRD01314,2021-12-02,1992.73,true
SEL0024,PRD01315,2020-11-13,2192.52,true
SEL0018,PRD01316,2022-10-19,1257.33,true
SEL0081,PRD01317,2020-01-20,2472.2,true
SEL0011,PRD01318,2023-10-05,2219.83,false
SEL0021,PRD01319,2023-05-30,222.24,false
SEL0066,PRD01320,2024-09-09,1058.89,true
SEL0082,PRD01321,2022-10-29,727.59,true
SEL0025,PRD01322,2022-12-02,2151.11,true
SEL0098,PRD01323,2023-03-17,906.4,false
SEL0056,PRD01324,2024-07-11,1921.44,true
SEL0090,PRD01325,2020-01-25,338.96,true
SEL0095,PRD01326,2023-04-01,1709.48,true
SEL0095,PRD01327,2022-05-16,344.45,false
SEL0006,PRD01328,2020-05-15,2442.81,true
SEL0048,PRD01329,2023-11-22,1985.94,true
SEL0083,PRD01330,2024-06-16,2377.17,false
SEL0097,PRD01331,2021-08-02,839.39,true
SEL0008,PRD01332,2020-05-03,408.71,true
SEL0083,PRD01333,2020-07-03,1118.82,true
SEL0017,PRD01334,2020-11-30,124.98,false
SEL0039,PRD01335,2023-04-09,598.36,true
SEL0020,PRD01336,2022-06-24,2223.51,true
SEL0100,PRD01337,2023-11-05,21.91,true
SEL0005,PRD01338,2024-12-05,523.01,true
SEL0039,PRD01339,2022-09-12,489.2,true
SEL0080,PRD01340,2023-04-12,1730.73,true
SEL0020,PRD01341,2024-10-03,1999.22,false
SEL0061,PRD01342,2023-08-15,710.46,true
SEL0021,PRD01343,2023-08-04,265.22,false
SEL0009,PRD01344,2022-02-17,1284.43,true
SEL0031,PRD01345,2024-04-05,465.97,true
SEL0046,PRD01346,2021-08-09,83.68,false
SEL0018,PRD01347,2022-03-09,1112.95,true
SEL0030,PRD01348,2022-10-27,645.38,true
SEL0045,PRD01349,2023-01-13,638.74,true
SEL0094,PRD01350,2024-09-26,1785.27,true
SEL0029,PRD01351,2021-07-02,58.87,true
SEL0036,PRD01352,2024-03-05,1838.12,true
SEL0072,PRD01353,2021-11-15,65.2,true
SEL0016,PRD01354,2024-03-22,841.85,true
SEL0029,PRD01355,2024-11-30,331.49,true
SEL0019,PRD01356,2024-02-17,833.91,true
SEL0024,PRD01357,2020-08-02,2199.46,false
SEL0013,PRD01358,2024-04-07,392.4,false
SEL0054,PRD01359,2020-10-12,2171.84,true
SEL0098,PRD01360,2024-06-07,657.54,true
SEL0087,PRD01361,2020-07-23,843.51,true
SEL0082,PRD01362,2023-09-18,856.68,true
SEL0028,PRD01363,2020-07-11,1109.11,true
SEL0019,PRD01364,2023-08-30,616.99,true
SEL0008,PRD01365,2022-06-29,1222.06,false
SEL0010,PRD01366,2020-01-20,1302.08,true
SEL0005,PRD01367,2021-07-15,2259.73,true
SEL0008,PRD01368,2023-01-14,2731.62,false
SEL0053,PRD01369,2021-11-08,223.73,true
SEL0041,PRD01370,2024-10-03,572.99,true
SEL0049,PRD01371,2020-11-14,603.08,true
SEL0099,PRD01372,2021-05-08,435.74,true
SEL0050,PRD01373,2021-07-19,2623.59,true
SEL0035,PRD01374,2023-03-08,1639.28,false
SEL0047,PRD01375,2023-11-25,1723.03,true
SEL0002,PRD01376,2022-01-12,1683.69,true
SEL0007,PRD01377,2022-08-15,1396.92,true
SEL0048,PRD01378,2022-08-06,569.94,false
SEL0024,PRD01379,2023-09-16,1244.36,true
SEL0062,PRD01380,2022-09-03,2225.63,true
SEL0047,PRD01381,2021-01-16,1862.52,true
SEL0006,PRD01382,2023-05-17,518.89,false
SEL0054,PRD01383,2020-10-26,925.31,true
SEL0044,PRD01384,2024-06-04,1742.25,true
SEL0009,PRD01385,2020-10-04,1316.83,true
SEL0071,PRD01386,2021-08-05,580.03,true
SEL0067,PRD01387,2022-11-14,976.05,true
SEL0062,PRD01388,2020-09-17,1383.72,true
SEL0076,PRD01389,2023-06-17,1773.39,true
SEL0064,PRD01390,2022-11-18,815.75,false
SEL0065,PRD01391,2024-08-11,619.0,false
SEL0027,PRD01392,2021-07-13,2211.82,true
SEL0030,PRD01393,2023-01-11,1858.75,false
SEL0089,PRD01394,2022-04-07,2115.68,true
SEL0087,PRD01395,2021-01-20,98.11,true
SEL0057,PRD01396,2023-03-04,2254.33,false
SEL0019,PRD01397,2023-02-11,2569.86,true
SEL0053,PRD01398,2022-06-26,1615.71,true
SEL0088,PRD01399,2022-04-07,461.87,true
SEL0012,PRD01400,2021-01-16,1654.11,true
SEL0062,PRD01401,2022-12-13,1291.54,true
SEL0026,PRD01402,2023-08-03,1175.45,false
SEL0005,PRD01403,2023-01-15,2273.32,true
SEL0056,PRD01404,2020-11-06,435.83,true
SEL0087,PRD01405,2021-04-19,426.23,true
SEL0010,PRD01406,2021-07-09,2375.84,false
SEL0063,PRD01407,2022-06-20,2503.5,true
SEL0044,PRD01408,2023-03-13,318.86,true
SEL0016,PRD01409,2022-10-23,627.25,false
SEL0066,PRD01410,2024-03-31,655.63,true
SEL0076,PRD01411,2024-04-06,1330.85,true
SEL0057,PRD01412,2023-05-10,1873.97,true
SEL0093,PRD01413,2022-12-14,1818.55,true
SEL0061,PRD01414,2024-08-29,160.81,true
SEL0017,PRD01415,2024-07-26,28.55,true
SEL0077,PRD01416,2020-05-15,1987.24,true
SEL0042,PRD01417,2020-10-10,1426.92,true
SEL0004,PRD01418,2024-04-03,2380.85,true
SEL0070,PRD01419,2023-03-25,969.64,false
SEL0026,PRD01420,2024-02-10,13.97,false
SEL0007,PRD01421,2023-09-18,2300.12,false
SEL0008,PRD01422,2021-02-11,494.59,true
SEL0018,PRD01423,2024-12-14,2129.89,true
SEL0065,PRD01424,2024-05-02,954.52,false
SEL0027,PRD01425,2020-03-22,2333.97,true
SEL0066,PRD01426,2024-08-15,1074.01,false
SEL0060,PRD01427,2021-07-09,2139.97,false
SEL0003,PRD01428,2021-08-20,2078.33,true
SEL0031,PRD01429,2022-03-14,1736.92,true
SEL0057,PRD01430,2024-02-08,2502.31,true
SEL0056,PRD01431,2024-10-16,1470.41,true
SEL0092,PRD01432,2022-08-09,1548.31,true
SEL0069,PRD01433,2024-07-03,1712.14,true
SEL0087,PRD01434,2023-10-01,1780.1,true
SEL0010,PRD01435,2024-09-28,1506.72,true
SEL0075,PRD01436,2020-09-06,69.56,true
SEL0021,PRD01437,2023-03-02,833.73,true
SEL0100,PRD01438,2020-02-01,568.33,false
SEL0071,PRD01439,2024-01-29,2220.9,true
SEL0069,PRD01440,2022-02-12,376.01,true
SEL0008,PRD01441,2024-03-06,1514.25,true
SEL0022,PRD01442,2022-07-13,1107.05,true
SEL0080,PRD01443,2020-09-07,44.96,true
SEL0041,PRD01444,2022-11-15,579.67,true
SEL0029,PRD01445,2024-12-31,1753.8,false
SEL0092,PRD01446,2020-10-23,1327.76,true
SEL0080,PRD01447,2020-07-25,1614.93,true
SEL0067,PRD01448,2024-04-08,2188.98,false
SEL0017,PRD01449,2021-05-01,688.22,true
SEL0069,PRD01450,2024-09-19,1519.82,true
SEL0015,PRD01451,2022-04-02,1391.62,true
SEL0005,PRD01452,2021-04-25,1537.38,true
SEL0083,PRD01453,2022-10-03,673.73,true
SEL0016,PRD01454,2024-01-25,2039.87,true
SEL0012,PRD01455,2021-02-04,1567.47,true
SEL0042,PRD01456,2022-01-21,109.88,true
SEL0082,PRD01457,2020-01-17,1905.6,true
SEL0082,PRD01458,2020-02-11,236.08,false
SEL0083,PRD01459,2024-11-07,1989.08,true
SEL0075,PRD01460,2023-10-28,1406.22,true
SEL0054,PRD01461,2021-05-10,871.32,true
SEL0027,PRD01462,2020-04-20,180.37,true
SEL0081,PRD01463,2022-10-14,129.9,false
SEL0034,PRD01464,2020-10-29,1559.04,true
SEL0100,PRD01465,2024-02-04,1607.92,true
SEL0081,PRD01466,2021-12-23,227.07,false
SEL0079,PRD01467,2024-12-03,113.74,true
SEL0089,PRD01468,2020-12-05,863.11,true
SEL0088,PRD01469,2022-05-13,309.11,true
SEL0007,PRD01470,2023-01-09,2686.59,true
SEL0087,PRD01471,2024-03-24,319.6,false
SEL0031,PRD01472,2023-10-16,453.71,true
SEL0038,PRD01473,2020-02-14,1674.38,true
SEL0045,PRD01474,2021-03-05,2775.91,true
SEL0037,PRD01475,2020-04-23,18.5,false
SEL0010,PRD01476,2022-08-13,2099.08,true
SEL0022,PRD01477,2024-08-19,1142.47,true
SEL0032,PRD01478,2020-09-27,1978.76,true
SEL0033,PRD01479,2020-10-08,1824.17,true
SEL0086,PRD01480,2023-09-13,705.82,false
SEL0088,PRD01481,2022-10-19,743.82,false
SEL0023,PRD01482,2024-06-25,2176.68,true
SEL0021,PRD01483,2022-08-31,342.49,false
SEL0044,PRD01484,2022-06-15,384.51,false
SEL0055,PRD01485,2020-11-04,1364.58,true
SEL0016,PRD01486,2022-04-16,1961.5,true
SEL0008,PRD01487,2023-10-21,756.35,true
SEL0024,PRD01488,2020-06-17,908.1,false
SEL0084,PRD01489,2020-09-03,792.79,true
SEL0009,PRD01490,2020-04-05,1402.11,false
SEL0037,PRD01491,2021-10-20,1786.97,true
SEL0001,PRD01492,2020-02-20,2433.11,true
SEL0097,PRD01493,2020-05-11,2350.67,true
SEL0033,PRD01494,2022-01-05,2166.46,true
SEL0077,PRD01495,2021-09-21,1803.89,true
SEL0032,PRD01496,2024-05-22,1727.32,true
SEL0028,PRD01497,2024-03-06,1293.26,false
SEL0078,PRD01498,2024-07-16,525.57,true
SEL0024,PRD01499,2023-07-04,2353.39,true
SEL0092,PRD01500,2022-02-18,1354.9,false
SEL0004,PRD01501,2023-05-08,1877.18,true
SEL0027,PRD01502,2024-11-10,1355.43,true
SEL0046,PRD01503,2023-11-20,1317.19,false
SEL0008,PRD01504,2020-09-06,197.8,true
SEL0065,PRD01505,2022-12-28,1658.96,true
SEL0016,PRD01506,2022-02-03,2317.35,true
SEL0018,PRD01507,2021-06-24,2059.43,true
SEL0001,PRD01508,2024-11-27,1426.34,false
SEL0016,PRD01509,2021-02-21,1335.91,true
SEL0052,PRD01510,2020-07-06,2525.84,true
SEL0040,PRD01511,2024-04-26,753.88,true
SEL0014,PRD01512,2023-12-10,632.06,true
SEL0085,PRD01513,2020-09-24,1005.93,true
SEL0076,PRD01514,2023-10-05,327.5,true
SEL0055,PRD01515,2023-11-13,1773.28,true
SEL0093,PRD01516,2023-03-16,1763.48,false
SEL0061,PRD01517,2021-07-01,273.31,false
SEL0057,PRD01518,2022-11-13,2190.21,true
SEL0074,PRD01519,2024-05-21,1778.29,false
SEL0030,PRD01520,2024-01-18,1642.64,true
SEL0090,PRD01521,2024-09-14,411.35,true
SEL0047,PRD01522,2022-01-13,1237.48,true
SEL0070,PRD01523,2021-11-30,1076.35,false
SEL0011,PRD01524,2022-10-02,559.94,true
SEL0043,PRD01525,2022-04-19,2067.09,false
SEL0033,PRD01526,2021-04-27,1432.01,true
SEL0100,PRD01527,2022-03-14,1309.54,true
SEL0014,PRD01528,2024-07-16,809.38,true
SEL0042,PRD01529,2022-12-27,1609.61,false
SEL0001,PRD01530,2023-04-16,316.07,true
SEL0050,PRD01531,2021-02-18,1227.43,true
SEL0077,PRD01532,2020-11-02,914.93,true
SEL0037,PRD01533,2022-11-15,1591.88,true
SEL0015,PRD01534,2024-07-08,1198.59,true
SEL0009,PRD01535,2022-07-11,1370.06,true
SEL0007,PRD01536,2020-05-18,1021.85,false
SEL0031,PRD01537,2024-02-28,918.7,true
SEL0037,PRD01538,2024-06-04,2312.08,true
SEL0085,PRD01539,2020-11-28,1481.34,false
SEL0099,PRD01540,2022-08-31,935.42,true
SEL0079,PRD01541,2020-05-03,21.97,false
SEL0073,PRD01542,2022-07-01,681.76,true
SEL0070,PRD01543,2024-05-04,243.92,true
SEL0083,PRD01544,2024-11-06,935.98,true
SEL0059,PRD01545,2021-05-10,2372.29,true
SEL0030,PRD01546,2020-06-18,1849.34,true
SEL0081,PRD01547,2022-07-06,1834.92,true
SEL0051,PRD01548,2023-06-21,565.16,false
SEL0091,PRD01549,2022-08-02,667.42,false
SEL0008,PRD01550,2020-07-09,536.78,true
SEL0020,PRD01551,2024-12-26,2510.18,false
SEL0006,PRD01552,2023-06-24,1405.09,true
SEL0048,PRD01553,2022-09-01,1132.95,true
SEL0005,PRD01554,2024-12-20,2355.24,true
SEL0093,PRD01555,2021-10-19,2592.16,false
SEL0100,PRD01556,2023-01-29,705.06,true
SEL0071,PRD01557,2023-03-26,1210.28,true
SEL0041,PRD01558,2024-01-03,672.44,true
SEL0070,PRD01559,2020-12-26,2261.99,false
SEL0063,PRD01560,2022-04-25,1074.95,true
SEL0021,PRD01561,2024-11-26,2597.3,true
SEL0084,PRD01562,2021-05-31,957.7,true
SEL0048,PRD01563,2021-03-28,2445.22,true
SEL0020,PRD01564,2023-12-09,517.02,true
SEL0057,PRD01565,2021-01-31,2457.61,false
SEL0023,PRD01566,2020-04-15,1270.55,false
SEL0083,PRD01567,2024-07-03,2266.54,true
SEL0064,PRD01568,2020-09-13,2247.43,true
SEL0059,PRD01569,2020-01-25,2168.11,false
SEL0061,PRD01570,2021-06-16,1427.37,false
SEL0009,PRD01571,2022-06-03,662.8,true
SEL0046,PRD01572,2020-09-29,602.35,true
SEL0087,PRD01573,2024-07-11,1268.05,false
SEL0044,PRD01574,2022-06-28,2339.29,true
SEL0015,PRD01575,2020-11-29,1429.33,true
SEL0005,PRD01576,2024-11-17,1759.39,true
SEL0088,PRD01577,2021-10-10,331.23,true
SEL0007,PRD01578,2024-03-15,2403.44,true
SEL0062,PRD01579,2024-06-22,339.28,true
SEL0081,PRD01580,2024-12-19,2487.29,false
SEL0021,PRD01581,2024-12-20,645.07,true
SEL0061,PRD01582,2023-08-31,2692.28,true
SEL0030,PRD01583,2021-12-21,942.49,true
SEL0037,PRD01584,2020-12-08,214.93,true
SEL0033,PRD01585,2023-02-08,2496.83,true
SEL0032,PRD01586,2023-11-10,866.85,true
SEL0013,PRD01587,2024-03-03,1035.9,true
SEL0051,PRD01588,2021-02-16,2323.92,true
SEL0089,PRD01589,2024-07-06,1752.23,false
SEL0067,PRD01590,2024-07-16,1936.03,true
SEL0070,PRD01591,2021-03-08,1259.88,true
SEL0099,PRD01592,2021-06-17,1421.78,true
SEL0099,PRD01593,2022-10-19,1193.91,true
SEL0018,PRD01594,2024-09-05,2554.45,true
SEL0028,PRD01595,2024-04-01,2417.29,true
SEL0048,PRD01596,2023-02-05,1852.61,false
SEL0001,PRD01597,2021-05-30,1373.2,true
SEL0073,PRD01598,2021-02-10,566.12,false
SEL0029,PRD01599,2020-09-22,788.68,true
SEL0042,PRD01600,2020-07-27,1764.84,true
SEL0007,PRD01601,2023-06-14,542.94,true
SEL0025,PRD01602,2024-09-18,2122.84,true
SEL0004,PRD01603,2023-10-14,344.39,true
SEL0071,PRD01604,2024-02-07,988.85,true
SEL0032,PRD01605,2021-02-06,2354.87,false
SEL0027,PRD01606,2023-10-01,1842.93,true
SEL0096,PRD01607,2022-12-09,97.14,true
SEL0079,PRD01608,2023-07-12,356.32,true
SEL0073,PRD01609,2024-03-11,859.44,true
SEL0067,PRD01610,2023-01-03,2040.27,true
SEL0009,PRD01611,2021-12-17,1057.63,false
SEL0036,PRD01612,2022-04-06,1960.18,true
SEL0060,PRD01613,2021-02-11,192.93,false
SEL0031,PRD01614,2022-03-12,431.11,true
SEL0036,PRD01615,2024-07-06,649.63,true
SEL0038,PRD01616,2024-09-05,1472.37,true
SEL0035,PRD01617,2023-09-30,2338.59,true
SEL0078,PRD01618,2020-10-15,2524.46,true
SEL0057,PRD01619,2022-05-14,1906.86,false
SEL0063,PRD01620,2024-04-30,2543.47,true
SEL0066,PRD01621,2020-02-08,647.61,false
SEL0006,PRD01622,2020-08-20,346.9,true
SEL0026,PRD01623,2022-07-18,130.48,true
SEL0035,PRD01624,2023-04-27,19.7,true
SEL0095,PRD01625,2022-10-06,2149.81,false
SEL0003,PRD01626,2024-05-28,2036.63,false
SEL0028,PRD01627,2020-07-23,2083.08,true
SEL0094,PRD01628,2020-12-20,1548.12,true
SEL0030,PRD01629,2022-05-14,1615.34,true
SEL0041,PRD01630,2022-01-22,545.15,true
SEL0010,PRD01631,2023-02-28,1589.88,true
SEL0017,PRD01632,2020-10-01,1325.89,true
SEL0090,PRD01633,2022-11-04,288.7,true
SEL0072,PRD01634,2022-04-09,1294.48,true
SEL0061,PRD01635,2020-01-30,2225.46,true
SEL0011,PRD01636,2023-11-16,1816.11,true
SEL0064,PRD01637,2020-11-22,1906.44,true
SEL0053,PRD01638,2023-02-15,1071.71,true
SEL0045,PRD01639,2023-11-30,414.8,false
SEL0073,PRD01640,2022-11-07,2091.82,true
SEL0081,PRD01641,2020-03-20,2135.9,true
SEL0026,PRD01642,2024-02-03,2044.29,true
SEL0047,PRD01643,2021-03-30,529.88,true
SEL0073,PRD01644,2021-01-09,178.38,true
SEL0006,PRD01645,2023-11-08,549.54,true
SEL0061,PRD01646,2024-01-25,1402.05,true
SEL0035,PRD01647,2021-12-26,344.23,true
SEL0029,PRD01648,2023-04-22,1491.64,false
SEL0086,PRD01649,2020-12-11,1424.39,true
SEL0085,PRD01650,2024-09-14,1393.72,true
SEL0094,PRD01651,2021-04-06,795.7,true
