orderId,productId,quantity,unitPrice,discount
ORD00210,PRD02110,3,448.56,0.01
ORD00211,PRD00448,4,1840.82,0.07
ORD00211,PRD02434,1,972.31,0.07
ORD00211,PRD01864,1,450.91,0.27
ORD00212,PRD01191,5,1870.75,0.21
ORD00213,PRD01860,3,1598.94,0.23
ORD00213,PRD00155,3,2377.85,0.14
ORD00213,PRD00834,4,1972.53,0.2
ORD00213,PRD01854,4,1580.94,0.2
ORD00213,PRD02169,1,615.63,0.22
ORD00214,PRD02880,2,226.12,0.2
ORD00215,PRD00706,2,343.53,0.22
ORD00215,PRD02529,5,498.93,0.09
ORD00215,PRD02478,4,2356.03,0.23
ORD00215,PRD00859,5,205.3,0.01
ORD00215,PRD00763,1,558.69,0.01
ORD00216,PRD01753,4,878.79,0.03
ORD00217,PRD02697,5,125.37,0.21
ORD00217,PRD01657,4,379.88,0.16
ORD00217,PRD00861,1,49.95,0.24
ORD00217,PRD01576,1,1778.18,0.17
ORD00218,PRD02451,2,897.21,0.19
ORD00218,PRD02015,3,2168.27,0.11
ORD00218,PRD00841,3,2028.06,0.15
ORD00218,PRD01079,2,172.13,0.22
ORD00218,PRD02189,4,1928.41,0.06
ORD00219,PRD01703,3,643.25,0.22
ORD00219,PRD00623,4,135.64,0.04
ORD00219,PRD02806,2,2091.26,0.14
ORD00220,PRD00386,5,477.82,0.15
ORD00220,PRD01104,3,721.73,0.25
ORD00220,PRD01274,2,2318.29,0.03
ORD00220,PRD00655,4,931.97,0.0
ORD00220,PRD02720,5,149.67,0.12
ORD00221,PRD02557,1,93.56,0.06
ORD00222,PRD02027,4,1910.7,0.05
ORD00223,PRD00564,4,504.35,0.1
ORD00223,PRD02440,3,2472.7,0.11
ORD00223,PRD00602,2,1906.41,0.27
ORD00223,PRD02070,5,1274.28,0.04
ORD00224,PRD02221,5,1099.31,0.28
ORD00224,PRD01520,2,1566.67,0.21
ORD00224,PRD02770,4,2122.03,0.12
ORD00225,PRD02843,2,808.16,0.18
ORD00225,PRD02270,4,657.97,0.05
ORD00225,PRD01535,1,1254.88,0.23
ORD00225,PRD02100,5,1765.6,0.18
ORD00225,PRD02397,4,818.94,0.09
ORD00226,PRD00696,3,376.3,0.21
ORD00226,PRD02238,1,1180.26,0.28
ORD00226,PRD02855,5,2204.63,0.11
ORD00226,PRD02247,3,242.0,0.07
ORD00227,PRD01419,3,904.32,0.05
ORD00227,PRD00832,5,322.32,0.22
ORD00227,PRD01134,2,319.05,0.03
ORD00228,PRD00510,1,1538.24,0.29
ORD00228,PRD00316,3,102.52,0.1
ORD00228,PRD02928,4,779.34,0.22
ORD00228,PRD00328,3,430.95,0.06
ORD00229,PRD01131,2,1034.42,0.04
ORD00229,PRD00428,2,844.01,0.12
ORD00230,PRD02082,5,396.15,0.18
ORD00230,PRD02518,2,1267.85,0.11
ORD00231,PRD02521,3,1179.03,0.12
ORD00232,PRD01464,1,1441.09,0.07
ORD00232,PRD02833,4,982.36,0.11
ORD00232,PRD01669,5,1609.6,0.15
ORD00233,PRD02988,4,2128.92,0.28
ORD00233,PRD02551,4,1151.91,0.2
ORD00233,PRD01542,3,622.95,0.14
ORD00233,PRD01069,1,613.36,0.15
ORD00233,PRD00264,5,1058.2,0.08
ORD00234,PRD00705,1,643.96,0.01
ORD00235,PRD01507,4,1980.6,0.11
ORD00235,PRD02099,4,406.1,0.01
ORD00236,PRD01688,5,498.56,0.22
ORD00237,PRD00113,4,1190.4,0.13
ORD00237,PRD02306,4,156.83,0.03
ORD00237,PRD00268,4,698.6,0.07
ORD00237,PRD00617,2,167.82,0.06
ORD00238,PRD02476,1,2149.13,0.23
ORD00238,PRD02011,2,1362.07,0.19
ORD00238,PRD00394,4,2370.31,0.02
ORD00238,PRD00876,3,240.06,0.03
ORD00239,PRD00598,5,399.41,0.01
ORD00239,PRD01769,5,1694.5,0.15
ORD00240,PRD01722,4,2449.26,0.11
ORD00240,PRD01006,2,2400.61,0.14
ORD00241,PRD00659,4,1759.65,0.01
ORD00241,PRD00195,2,981.83,0.03
ORD00241,PRD02211,1,1620.67,0.27
ORD00242,PRD00318,3,658.47,0.3
ORD00242,PRD01656,4,44.03,0.19
ORD00242,PRD02637,4,397.72,0.26
ORD00243,PRD00644,2,156.6,0.06
ORD00243,PRD01049,1,1934.66,0.13
ORD00243,PRD02234,3,266.39,0.25
ORD00243,PRD02459,3,1988.74,0.2
ORD00243,PRD00987,4,637.06,0.22
ORD00244,PRD01536,2,959.78,0.24
ORD00245,PRD00395,4,270.22,0.11
ORD00245,PRD01225,3,433.47,0.2
ORD00246,PRD00101,4,1490.83,0.07
ORD00246,PRD01554,2,2113.33,0.22
ORD00246,PRD00350,4,1310.07,0.19
ORD00246,PRD01930,4,222.47,0.03
ORD00246,PRD01247,2,2094.45,0.27
ORD00247,PRD02523,3,1848.21,0.11
ORD00247,PRD02507,3,2018.84,0.14
ORD00247,PRD02170,3,1196.29,0.11
ORD00248,PRD01295,3,8.27,0.09
ORD00248,PRD02802,1,1905.63,0.25
ORD00248,PRD02943,5,1181.37,0.23
ORD00248,PRD02806,2,2091.26,0.06
ORD00249,PRD00567,1,335.33,0.26
ORD00249,PRD01311,1,642.45,0.12
ORD00249,PRD00441,2,1498.87,0.03
ORD00249,PRD01719,2,1009.32,0.18
ORD00249,PRD02394,5,1146.91,0.1
ORD00250,PRD01047,2,1550.84,0.27
ORD00250,PRD00352,5,2219.33,0.01
ORD00251,PRD01602,4,2207.61,0.03
ORD00252,PRD01308,2,1860.14,0.26
ORD00253,PRD01576,1,1778.18,0.15
ORD00253,PRD00745,5,2036.3,0.02
ORD00253,PRD00464,2,548.63,0.18
ORD00253,PRD02004,1,1914.97,0.03
ORD00253,PRD00159,1,540.42,0.25
ORD00254,PRD02842,5,542.55,0.22
ORD00254,PRD00732,1,707.21,0.11
ORD00254,PRD02629,5,591.1,0.04
ORD00254,PRD01887,2,79.88,0.08
ORD00254,PRD02482,3,1117.93,0.18
ORD00255,PRD01575,5,1288.21,0.29
ORD00255,PRD01453,5,603.16,0.28
ORD00255,PRD02904,2,1630.34,0.2
ORD00255,PRD02547,5,332.21,0.11
ORD00255,PRD02248,2,2016.43,0.08
ORD00256,PRD01362,1,815.67,0.13
ORD00256,PRD00060,2,531.28,0.25
ORD00256,PRD00772,4,822.43,0.28
ORD00257,PRD00851,5,2031.67,0.22
ORD00257,PRD01419,5,904.32,0.1
ORD00258,PRD00297,2,2157.44,0.22
ORD00258,PRD00542,3,922.82,0.25
ORD00258,PRD02943,4,1181.37,0.13
ORD00259,PRD02114,5,672.3,0.04
ORD00259,PRD01270,3,715.43,0.26
ORD00259,PRD02140,1,1985.17,0.21
ORD00259,PRD00586,2,1803.48,0.0
ORD00259,PRD02925,4,2249.66,0.03
ORD00260,PRD00360,3,526.42,0.13
ORD00261,PRD02379,5,956.63,0.22
ORD00261,PRD00405,4,62.74,0.1
ORD00262,PRD01563,5,2311.36,0.06
ORD00262,PRD02637,2,397.72,0.04
ORD00262,PRD01139,5,653.22,0.24
ORD00262,PRD01179,2,392.46,0.01
ORD00263,PRD01267,5,1232.36,0.18
ORD00263,PRD00666,1,1475.75,0.23
ORD00263,PRD00783,1,571.13,0.09
ORD00263,PRD00611,5,2213.51,0.16
ORD00264,PRD02313,4,2037.04,0.29
ORD00264,PRD01223,4,190.59,0.04
ORD00264,PRD01109,2,1313.59,0.13
ORD00264,PRD00152,1,830.47,0.22
ORD00265,PRD00711,5,1077.97,0.13
ORD00265,PRD02304,5,1910.6,0.05
ORD00265,PRD00666,4,1475.75,0.18
ORD00265,PRD00742,1,1387.5,0.13
ORD00265,PRD01111,5,589.96,0.02
ORD00266,PRD01505,1,1489.92,0.07
ORD00266,PRD02745,1,2271.33,0.15
ORD00266,PRD01195,3,730.03,0.2
ORD00267,PRD02657,2,2255.58,0.01
ORD00268,PRD00165,3,1021.85,0.17
ORD00269,PRD02991,3,395.18,0.24
ORD00269,PRD02455,3,129.09,0.23
ORD00269,PRD00461,2,409.18,0.08
ORD00269,PRD00442,3,2439.99,0.02
ORD00269,PRD01039,3,850.94,0.22
ORD00270,PRD00792,3,2184.89,0.26
ORD00271,PRD01544,4,905.61,0.06
ORD00271,PRD00807,5,2043.68,0.14
ORD00271,PRD02305,4,1926.51,0.09
ORD00271,PRD00067,4,1352.54,0.04
ORD00272,PRD00297,5,2157.44,0.0
ORD00272,PRD00382,1,34.94,0.02
ORD00272,PRD00706,4,343.53,0.04
ORD00272,PRD02486,3,1976.82,0.21
ORD00272,PRD01207,5,2062.77,0.29
ORD00273,PRD01447,5,1662.86,0.27
ORD00273,PRD00122,4,725.47,0.06
ORD00273,PRD00622,5,2217.32,0.02
ORD00273,PRD02085,3,895.46,0.1
ORD00274,PRD02198,4,581.24,0.11
ORD00274,PRD02870,4,1225.22,0.29
ORD00274,PRD01450,4,1351.21,0.17
ORD00274,PRD01694,2,1968.18,0.05
ORD00274,PRD00740,5,726.87,0.22
ORD00275,PRD00835,2,1773.55,0.11
ORD00275,PRD00840,4,985.15,0.21
ORD00275,PRD02893,2,1044.36,0.14
ORD00275,PRD01819,1,847.2,0.02
ORD00276,PRD00267,3,1959.37,0.25
ORD00276,PRD01613,5,211.3,0.02
ORD00276,PRD01513,1,1009.71,0.14
ORD00277,PRD02956,3,1283.53,0.02
ORD00277,PRD00598,1,399.41,0.09
ORD00277,PRD01801,1,2003.42,0.15
ORD00277,PRD00950,1,1028.23,0.18
ORD00277,PRD00897,5,2159.15,0.27
ORD00278,PRD00533,2,1272.67,0.08
ORD00278,PRD00901,5,604.03,0.04
ORD00278,PRD02852,3,632.35,0.08
ORD00278,PRD01813,2,393.37,0.19
ORD00278,PRD00561,1,998.4,0.27
ORD00279,PRD00715,2,1957.98,0.29
ORD00280,PRD00126,3,2262.94,0.06
ORD00280,PRD00644,1,156.6,0.28
ORD00281,PRD00625,5,1136.34,0.19
ORD00281,PRD00922,3,1316.92,0.08
ORD00281,PRD00604,3,777.44,0.08
ORD00281,PRD01167,3,949.43,0.03
ORD00282,PRD01153,4,2022.65,0.02
ORD00282,PRD02592,3,773.94,0.08
ORD00282,PRD02229,5,1010.02,0.0
ORD00282,PRD02208,3,817.16,0.14
ORD00283,PRD01348,5,567.35,0.19
ORD00283,PRD00629,3,1938.82,0.09
ORD00284,PRD00216,5,469.84,0.16
ORD00284,PRD02342,2,70.83,0.24
ORD00285,PRD02992,1,1131.28,0.1
ORD00285,PRD00575,2,2084.15,0.16
ORD00286,PRD00885,2,605.04,0.23
ORD00286,PRD00998,1,805.22,0.15
ORD00287,PRD01537,2,965.6,0.12
ORD00288,PRD01439,5,2226.99,0.15
ORD00288,PRD01584,4,226.54,0.16
ORD00288,PRD00223,2,251.18,0.2
ORD00289,PRD00916,5,742.33,0.29
ORD00290,PRD02599,2,2220.59,0.25
ORD00290,PRD00252,2,1116.63,0.15
ORD00290,PRD01258,5,1827.65,0.06
ORD00290,PRD00223,1,251.18,0.25
ORD00291,PRD02103,2,889.28,0.24
ORD00291,PRD02722,5,1162.09,0.29
ORD00292,PRD01508,2,1311.11,0.02
ORD00292,PRD00928,4,196.77,0.19
ORD00292,PRD01564,2,505.19,0.14
ORD00293,PRD00912,5,1362.04,0.21
ORD00294,PRD01847,4,1122.58,0.0
ORD00294,PRD01809,2,2032.57,0.06
ORD00294,PRD00527,4,1888.77,0.26
ORD00295,PRD01733,2,414.06,0.1
ORD00296,PRD02570,4,911.5,0.19
ORD00296,PRD02428,1,108.01,0.04
ORD00296,PRD02479,1,2218.37,0.26
ORD00296,PRD00113,3,1190.4,0.01
ORD00296,PRD01569,5,1959.69,0.03
ORD00297,PRD01001,1,142.42,0.13
ORD00297,PRD01354,2,754.4,0.04
ORD00297,PRD00555,5,609.5,0.12
ORD00298,PRD00646,1,278.24,0.29
ORD00298,PRD00426,5,907.21,0.22
ORD00299,PRD01112,2,1755.45,0.29
ORD00299,PRD01945,3,1858.54,0.03
ORD00299,PRD00343,1,2035.01,0.05
ORD00300,PRD02870,4,1225.22,0.23
ORD00301,PRD00209,2,265.1,0.3
ORD00301,PRD01550,1,468.4,0.25
ORD00301,PRD00742,5,1387.5,0.03
ORD00301,PRD01332,5,417.29,0.08
ORD00302,PRD02154,4,392.07,0.02
ORD00302,PRD01556,1,639.49,0.26
ORD00302,PRD02046,1,1015.13,0.2
ORD00302,PRD01926,2,177.02,0.29
ORD00303,PRD00044,4,346.46,0.3
ORD00303,PRD01856,3,544.54,0.25
ORD00304,PRD00355,5,1866.59,0.11
ORD00304,PRD01582,2,2391.0,0.17
ORD00305,PRD02705,1,509.79,0.11
ORD00305,PRD02850,2,1603.15,0.24
ORD00305,PRD00344,5,284.85,0.03
ORD00305,PRD01663,1,1714.53,0.07
ORD00305,PRD02512,4,1852.25,0.13
ORD00306,PRD02198,5,581.24,0.05
ORD00306,PRD00167,4,2121.45,0.07
ORD00306,PRD02598,4,165.21,0.14
ORD00307,PRD01845,1,1701.62,0.21
ORD00307,PRD02805,5,327.88,0.26
ORD00307,PRD02621,2,887.1,0.12
ORD00307,PRD02528,4,1890.55,0.09
ORD00307,PRD00837,5,1232.53,0.1
ORD00308,PRD02135,2,499.95,0.2
ORD00308,PRD01392,3,2421.84,0.14
ORD00308,PRD02216,3,1841.18,0.07
ORD00308,PRD01930,5,222.47,0.24
ORD00309,PRD00778,1,557.12,0.23
ORD00309,PRD01032,2,1213.97,0.18
ORD00310,PRD02514,4,235.45,0.22
ORD00310,PRD02744,5,2319.72,0.29
ORD00310,PRD00447,4,1095.14,0.06
ORD00310,PRD00328,1,430.95,0.03
ORD00310,PRD02345,2,495.38,0.15
ORD00311,PRD01756,2,2063.06,0.01
ORD00311,PRD01155,4,1833.17,0.18
ORD00311,PRD02051,4,377.93,0.2
ORD00311,PRD02211,2,1620.67,0.17
ORD00311,PRD01852,2,2125.99,0.15
ORD00312,PRD02104,2,1426.68,0.12
ORD00313,PRD02650,1,1865.98,0.02
ORD00313,PRD01493,1,2190.5,0.27
ORD00313,PRD02756,2,1055.12,0.27
ORD00313,PRD01184,1,200.84,0.03
ORD00313,PRD02380,1,1873.06,0.29
ORD00314,PRD00553,2,749.15,0.06
ORD00314,PRD01054,2,2350.59,0.17
ORD00314,PRD02590,2,454.24,0.25
ORD00314,PRD01188,5,265.89,0.1
ORD00314,PRD01653,5,2250.33,0.19
ORD00315,PRD02007,1,1624.28,0.27
ORD00315,PRD01249,2,2287.02,0.24
ORD00316,PRD00297,2,2157.44,0.16
ORD00316,PRD00955,5,2099.57,0.26
ORD00317,PRD01681,5,1748.9,0.08
ORD00318,PRD00233,3,1483.1,0.03
ORD00319,PRD00839,1,233.59,0.25
ORD00319,PRD02340,1,1148.44,0.07
ORD00319,PRD00899,5,1488.14,0.09
ORD00319,PRD01500,5,1184.67,0.04
ORD00320,PRD02869,1,1586.86,0.06
ORD00321,PRD02678,2,1721.45,0.24
ORD00321,PRD00206,3,2134.35,0.04
ORD00322,PRD02350,5,2367.62,0.2
ORD00322,PRD02356,2,965.34,0.25
ORD00322,PRD01371,2,643.97,0.04
ORD00322,PRD02873,4,675.08,0.1
ORD00322,PRD00388,5,793.95,0.09
ORD00323,PRD01205,3,1135.82,0.11
ORD00323,PRD01677,5,2497.68,0.18
ORD00323,PRD02867,1,624.59,0.06
ORD00323,PRD02732,2,1092.09,0.12
ORD00323,PRD01204,3,1982.99,0.08
ORD00324,PRD00511,3,340.5,0.14
ORD00324,PRD02611,2,1344.88,0.09
ORD00325,PRD01966,2,400.12,0.05
ORD00325,PRD01518,2,2416.63,0.06
ORD00325,PRD01717,5,1142.8,0.19
ORD00325,PRD01206,4,1103.59,0.02
ORD00325,PRD02605,2,1638.06,0.05
ORD00326,PRD00484,4,469.5,0.22
ORD00326,PRD00371,3,2221.22,0.23
ORD00326,PRD00630,4,396.59,0.17
ORD00326,PRD00493,3,168.59,0.01
ORD00327,PRD01155,3,1833.17,0.3
ORD00327,PRD00820,4,522.41,0.09
ORD00327,PRD00775,1,119.99,0.18
ORD00327,PRD01893,4,669.53,0.17
ORD00327,PRD00539,4,1146.57,0.12
ORD00328,PRD00408,4,2226.34,0.09
ORD00328,PRD01970,1,318.88,0.2
ORD00328,PRD02815,4,190.65,0.08
ORD00328,PRD00458,2,166.32,0.3
ORD00328,PRD02691,3,2319.89,0.2
ORD00329,PRD01946,2,112.02,0.11
ORD00329,PRD02011,1,1362.07,0.21
ORD00329,PRD02087,1,1234.32,0.13
ORD00329,PRD01255,5,6.4,0.16
ORD00330,PRD01822,4,2077.11,0.08
ORD00330,PRD00315,4,2016.48,0.26
ORD00330,PRD00276,4,2158.07,0.1
ORD00330,PRD02340,2,1148.44,0.26
ORD00330,PRD01614,4,442.96,0.04
ORD00331,PRD02513,4,715.75,0.26
ORD00331,PRD01968,5,1652.08,0.18
ORD00331,PRD00175,3,2383.36,0.11
ORD00331,PRD01766,3,2215.54,0.24
ORD00332,PRD01014,2,539.73,0.17
ORD00333,PRD01781,3,1962.28,0.14
ORD00333,PRD00614,2,651.4,0.24
ORD00334,PRD01663,2,1714.53,0.17
ORD00334,PRD02295,5,574.23,0.09
ORD00334,PRD02777,1,2423.37,0.21
ORD00334,PRD00033,3,263.56,0.1
ORD00335,PRD00302,3,2205.63,0.1
ORD00335,PRD00460,5,1941.91,0.11
ORD00335,PRD01994,2,1700.06,0.3
ORD00336,PRD00622,5,2217.32,0.27
ORD00336,PRD00383,4,841.38,0.09
ORD00336,PRD01429,2,1858.94,0.21
ORD00336,PRD01804,3,2394.33,0.29
ORD00336,PRD00066,4,2431.44,0.06
ORD00337,PRD02076,3,1281.74,0.1
ORD00338,PRD00903,3,376.5,0.17
ORD00338,PRD01686,4,1484.96,0.09
ORD00338,PRD01228,4,2441.98,0.17
ORD00339,PRD02070,5,1274.28,0.23
ORD00339,PRD01941,5,1874.1,0.23
ORD00339,PRD02919,3,2123.44,0.25
ORD00339,PRD01760,1,1170.35,0.13
ORD00339,PRD02216,4,1841.18,0.04
ORD00340,PRD01793,2,1007.66,0.27
ORD00340,PRD02877,5,826.57,0.09
ORD00340,PRD01626,1,2071.99,0.12
ORD00341,PRD02938,3,1831.89,0.22
ORD00341,PRD00886,1,1804.15,0.24
ORD00342,PRD01724,4,1644.88,0.24
ORD00342,PRD00579,5,2160.38,0.28
ORD00342,PRD02926,1,2327.97,0.17
ORD00342,PRD01658,2,1907.84,0.21
ORD00342,PRD01060,4,1662.16,0.24
ORD00343,PRD01712,2,2013.12,0.02
ORD00343,PRD00427,1,2160.92,0.05
ORD00343,PRD01873,1,630.01,0.19
ORD00343,PRD01872,5,11.56,0.01
ORD00344,PRD00090,1,653.46,0.24
ORD00345,PRD01296,4,190.31,0.04
ORD00345,PRD00129,3,589.03,0.25
ORD00345,PRD00319,3,122.87,0.0
ORD00346,PRD02529,1,498.93,0.07
ORD00347,PRD00533,4,1272.67,0.05
ORD00347,PRD01243,2,1973.0,0.24
ORD00348,PRD00219,4,863.2,0.27
ORD00348,PRD01443,4,44.17,0.28
ORD00349,PRD01306,5,213.03,0.02
ORD00350,PRD00827,1,1632.92,0.12
ORD00350,PRD00240,5,118.97,0.18
ORD00351,PRD01169,3,2491.99,0.1
ORD00351,PRD01609,3,837.71,0.25
ORD00351,PRD00822,2,1401.1,0.12
ORD00351,PRD02374,5,1998.1,0.03
ORD00351,PRD01354,4,754.4,0.24
ORD00352,PRD01892,1,432.46,0.29
ORD00352,PRD02879,1,1001.74,0.15
ORD00352,PRD00016,3,1853.78,0.29
ORD00352,PRD00480,5,2056.5,0.22
ORD00352,PRD02692,3,1737.48,0.17
ORD00353,PRD01455,1,1716.64,0.3
ORD00354,PRD01157,3,1185.46,0.15
ORD00354,PRD02118,1,1607.82,0.27
ORD00354,PRD02142,1,1116.5,0.23
ORD00354,PRD02078,2,1278.14,0.29
ORD00354,PRD00533,2,1272.67,0.1
ORD00355,PRD00502,4,854.03,0.15
ORD00355,PRD02638,3,1287.16,0.01
ORD00355,PRD00298,4,1286.65,0.1
ORD00355,PRD01133,4,650.27,0.3
ORD00355,PRD00435,1,965.7,0.07
ORD00356,PRD01392,5,2421.84,0.14
ORD00356,PRD00363,2,2277.98,0.16
ORD00356,PRD01348,4,567.35,0.14
ORD00356,PRD01536,1,959.78,0.19
ORD00356,PRD00567,1,335.33,0.05
ORD00357,PRD02889,5,2052.85,0.04
ORD00357,PRD01552,4,1232.5,0.16
ORD00358,PRD02242,5,1136.52,0.14
ORD00359,PRD02609,2,1012.14,0.27
ORD00359,PRD02387,3,2434.93,0.27
ORD00359,PRD01267,2,1232.36,0.18
ORD00359,PRD02013,4,526.75,0.14
ORD00360,PRD02209,4,551.49,0.07
ORD00361,PRD00590,5,85.71,0.24
ORD00361,PRD02038,5,2219.07,0.08
ORD00361,PRD01873,2,630.01,0.04
ORD00361,PRD02929,2,300.67,0.09
ORD00361,PRD01631,1,1762.0,0.18
ORD00362,PRD01585,2,2218.48,0.12
ORD00362,PRD02750,5,1525.39,0.18
ORD00362,PRD00024,3,465.72,0.15
ORD00362,PRD02673,3,2090.04,0.03
ORD00362,PRD01029,5,2427.22,0.11
ORD00363,PRD01736,2,1800.99,0.02
ORD00363,PRD01026,4,880.65,0.26
ORD00363,PRD00515,3,1967.32,0.05
ORD00364,PRD02525,4,1955.9,0.07
ORD00365,PRD01631,1,1762.0,0.2
ORD00365,PRD02795,5,2375.31,0.25
ORD00365,PRD00324,3,689.28,0.21
ORD00366,PRD01616,2,1574.5,0.3
ORD00366,PRD00099,1,2039.14,0.05
ORD00366,PRD01825,1,2006.09,0.1
ORD00366,PRD02200,5,778.87,0.28
ORD00366,PRD01707,4,2228.6,0.17
ORD00367,PRD02084,3,84.9,0.03
ORD00367,PRD00971,1,703.45,0.12
ORD00367,PRD01936,1,1083.25,0.26
ORD00368,PRD00190,3,564.49,0.02
ORD00368,PRD02695,3,530.93,0.14
ORD00368,PRD00870,1,915.47,0.0
ORD00369,PRD01199,3,673.78,0.16
ORD00369,PRD01687,3,2038.66,0.16
ORD00369,PRD01489,1,852.0,0.02
ORD00369,PRD00544,3,2208.16,0.11
ORD00370,PRD01269,3,1913.62,0.21
ORD00370,PRD01292,5,1044.35,0.22
ORD00370,PRD00956,3,507.52,0.12
ORD00370,PRD00873,2,704.51,0.28
ORD00371,PRD00422,2,652.39,0.16
ORD00372,PRD02458,3,328.05,0.13
ORD00372,PRD02292,3,1058.58,0.16
ORD00372,PRD01775,1,2197.64,0.21
ORD00373,PRD02723,5,718.69,0.28
ORD00373,PRD00562,3,1472.03,0.15
ORD00373,PRD00632,3,1759.48,0.19
ORD00374,PRD00583,4,449.64,0.26
ORD00374,PRD00918,5,699.37,0.15
ORD00375,PRD01284,5,1380.33,0.1
ORD00375,PRD02442,3,1409.68,0.03
ORD00376,PRD02898,5,1048.29,0.22
ORD00376,PRD00132,3,2444.56,0.23
ORD00376,PRD01541,1,23.19,0.0
ORD00377,PRD01600,4,1694.12,0.18
ORD00378,PRD02857,1,980.87,0.29
ORD00378,PRD00392,2,1544.48,0.01
ORD00378,PRD02347,1,977.03,0.02
ORD00378,PRD02500,1,873.8,0.26
ORD00379,PRD02139,1,217.92,0.22
ORD00379,PRD00766,3,1075.73,0.22
ORD00380,PRD00475,5,1164.06,0.2
ORD00380,PRD02433,2,1219.09,0.17
ORD00380,PRD02899,4,974.29,0.0
ORD00381,PRD01961,2,2138.59,0.03
ORD00381,PRD00156,3,2014.58,0.12
ORD00381,PRD01225,2,433.47,0.03
ORD00381,PRD02506,5,1991.79,0.17
ORD00381,PRD00579,3,2160.38,0.27
ORD00382,PRD01027,1,1441.14,0.13
ORD00382,PRD01985,5,1074.74,0.06
ORD00382,PRD02751,5,1003.01,0.27
ORD00383,PRD01187,3,1982.0,0.03
ORD00383,PRD01115,2,1017.36,0.21
ORD00383,PRD01862,1,288.35,0.26
ORD00383,PRD00524,1,589.97,0.17
ORD00383,PRD02728,4,2112.79,0.19
ORD00384,PRD02868,5,1148.19,0.17
ORD00384,PRD01313,4,1695.18,0.01
ORD00384,PRD00023,5,666.95,0.09
ORD00385,PRD01505,5,1489.92,0.09
ORD00386,PRD01641,2,1868.78,0.27
ORD00387,PRD00493,2,168.59,0.29
ORD00387,PRD01305,1,806.62,0.24
ORD00387,PRD00439,2,2169.0,0.22
ORD00388,PRD00136,1,1704.13,0.04
ORD00388,PRD00829,2,1848.45,0.14
ORD00388,PRD01743,5,1634.8,0.05
ORD00389,PRD02450,1,1698.5,0.15
ORD00390,PRD00674,3,896.12,0.0
ORD00391,PRD00968,5,1040.31,0.29
ORD00391,PRD02837,4,1965.69,0.18
ORD00391,PRD01324,3,2101.54,0.1
ORD00391,PRD01731,5,277.51,0.18
ORD00392,PRD00233,4,1483.1,0.04
ORD00393,PRD00275,1,302.47,0.16
ORD00393,PRD01736,2,1800.99,0.3
ORD00393,PRD02459,5,1988.74,0.14
ORD00393,PRD01762,2,1032.88,0.25
ORD00393,PRD01969,1,123.35,0.16
ORD00394,PRD00135,4,839.0,0.01
ORD00394,PRD00194,4,2011.43,0.12
ORD00394,PRD00348,1,1159.59,0.0
ORD00395,PRD00381,2,2071.95,0.04
ORD00395,PRD01539,1,1503.29,0.26
ORD00395,PRD00199,3,662.86,0.08
ORD00395,PRD01540,2,835.25,0.28
ORD00395,PRD00108,3,1349.55,0.25
ORD00396,PRD01720,5,1382.12,0.13
ORD00396,PRD02074,5,1203.34,0.05
ORD00396,PRD02110,2,448.56,0.29
ORD00397,PRD01977,2,1892.75,0.26
ORD00397,PRD00177,3,2105.43,0.13
ORD00397,PRD01817,3,1172.8,0.19
ORD00398,PRD02016,5,165.74,0.24
ORD00398,PRD02395,2,981.61,0.26
ORD00398,PRD02120,3,1130.28,0.25
ORD00398,PRD02316,3,143.55,0.01
ORD00398,PRD01749,4,2107.59,0.04
ORD00399,PRD00946,1,966.93,0.16
ORD00399,PRD01592,3,1500.18,0.29
ORD00400,PRD00865,1,601.85,0.18
ORD00400,PRD02431,5,1590.36,0.25
ORD00401,PRD01713,4,907.43,0.23
ORD00401,PRD00567,1,335.33,0.04
ORD00401,PRD02669,4,1597.91,0.08
ORD00401,PRD02800,5,458.3,0.23
ORD00401,PRD01967,5,1794.23,0.23
ORD00402,PRD02208,2,817.16,0.07
ORD00402,PRD02901,1,457.1,0.24
ORD00403,PRD02765,5,2224.0,0.27
ORD00404,PRD02504,1,2345.81,0.13
ORD00404,PRD02856,3,1647.43,0.21
ORD00404,PRD00389,2,2086.42,0.06
ORD00404,PRD00564,1,504.35,0.13
ORD00404,PRD00985,3,1702.62,0.18
ORD00405,PRD01596,4,1654.91,0.15
ORD00405,PRD02220,5,2166.35,0.09
ORD00405,PRD01267,1,1232.36,0.09
ORD00406,PRD02700,5,682.2,0.11
ORD00406,PRD02708,4,1785.14,0.03
ORD00407,PRD00691,2,962.41,0.17
ORD00407,PRD01092,4,970.61,0.14
ORD00407,PRD00019,2,621.6,0.25
ORD00407,PRD01295,2,8.27,0.07
ORD00408,PRD01538,3,2268.28,0.29
ORD00408,PRD00405,3,62.74,0.19
ORD00409,PRD01234,1,21.43,0.19
ORD00409,PRD02181,1,697.22,0.1
ORD00409,PRD01569,5,1959.69,0.11
ORD00409,PRD02026,4,728.81,0.29
ORD00410,PRD00837,2,1232.53,0.08
ORD00411,PRD01560,1,1061.2,0.09
ORD00412,PRD00685,4,295.85,0.01
ORD00412,PRD02388,3,1721.71,0.26
ORD00412,PRD00208,1,2042.36,0.23
ORD00412,PRD02583,2,2347.38,0.14
ORD00413,PRD02629,4,591.1,0.07
ORD00413,PRD02989,3,1899.45,0.02
ORD00413,PRD00697,3,727.34,0.15
ORD00414,PRD00337,2,80.56,0.12
