fromProductId,toProductId,similarityScore,algorithm,computedAt
PRD00378,PRD00393,0.6115,node-similarity,2024-08-20
PRD00379,PRD00380,0.9528,node-similarity,2023-01-17
PRD00379,PRD00388,0.8435,pagerank,2024-02-20
PRD00379,PRD00387,0.7356,pagerank,2024-09-12
PRD00380,PRD00399,0.922,node-similarity,2022-11-29
PRD00380,PRD00389,0.9448,collaborative,2022-10-19
PRD00380,PRD00395,0.7842,content-based,2022-11-01
PRD00381,PRD00384,0.6333,node-similarity,2023-08-14
PRD00381,PRD00391,0.6829,collaborative,2022-07-29
PRD00381,PRD00376,0.5724,collaborative,2023-07-01
PRD00382,PRD00373,0.689,pagerank,2024-08-22
PRD00382,PRD00400,0.568,collaborative,2022-06-05
PRD00382,PRD00398,0.9201,node-similarity,2022-10-10
PRD00383,PRD00388,0.6995,collaborative,2024-12-31
PRD00383,PRD00391,0.9635,pagerank,2025-06-04
PRD00383,PRD00394,0.9372,node-similarity,2022-12-20
PRD00384,PRD00399,0.816,collaborative,2022-12-05
PRD00384,PRD00377,0.556,collaborative,2022-12-22
PRD00384,PRD00400,0.8631,content-based,2023-03-02
PRD00385,PRD00381,0.553,pagerank,2024-06-26
PRD00385,PRD00397,0.7692,node-similarity,2024-09-17
PRD00385,PRD00391,0.6792,collaborative,2022-10-15
PRD00386,PRD00379,0.7535,pagerank,2025-01-28
PRD00386,PRD00381,0.7173,pagerank,2024-07-31
PRD00387,PRD00385,0.8195,content-based,2023-01-08
PRD00387,PRD00395,0.8043,hybrid,2023-06-02
PRD00387,PRD00398,0.5671,pagerank,2025-01-23
PRD00388,PRD00377,0.64,hybrid,2022-06-13
PRD00388,PRD00400,0.7059,collaborative,2024-09-15
PRD00388,PRD00390,0.9815,content-based,2023-06-28
PRD00389,PRD00383,0.772,content-based,2024-09-22
PRD00389,PRD00391,0.7938,node-similarity,2022-11-01
PRD00390,PRD00375,0.9132,collaborative,2024-03-18
PRD00390,PRD00398,0.7197,hybrid,2025-03-08
PRD00390,PRD00381,0.6385,hybrid,2022-12-17
PRD00391,PRD00375,0.5831,collaborative,2025-08-07
PRD00391,PRD00384,0.8374,node-similarity,2025-07-08
PRD00392,PRD00384,0.7821,pagerank,2023-06-24
PRD00392,PRD00386,0.5653,pagerank,2023-09-13
PRD00392,PRD00377,0.5862,node-similarity,2025-05-28
PRD00393,PRD00400,0.7226,node-similarity,2022-03-30
PRD00393,PRD00373,0.9451,hybrid,2022-12-23
PRD00393,PRD00399,0.6669,node-similarity,2022-04-04
PRD00394,PRD00380,0.7253,pagerank,2024-07-30
PRD00394,PRD00389,0.8049,collaborative,2022-02-14
PRD00394,PRD00396,0.5996,node-similarity,2022-02-01
PRD00395,PRD00399,0.691,node-similarity,2024-04-15
PRD00395,PRD00386,0.7516,content-based,2025-09-13
PRD00395,PRD00390,0.7242,node-similarity,2022-12-09
PRD00396,PRD00388,0.6749,node-similarity,2024-10-11
PRD00396,PRD00393,0.9336,pagerank,2022-12-09
PRD00396,PRD00373,0.6554,hybrid,2024-07-08
PRD00397,PRD00380,0.5915,node-similarity,2023-05-20
PRD00397,PRD00375,0.8313,content-based,2023-08-18
PRD00397,PRD00374,0.6234,node-similarity,2025-12-07
PRD00398,PRD00389,0.613,node-similarity,2024-02-10
PRD00398,PRD00386,0.925,collaborative,2024-02-14
PRD00398,PRD00395,0.7486,node-similarity,2022-03-19
PRD00399,PRD00385,0.9793,pagerank,2024-11-23
PRD00399,PRD00389,0.688,pagerank,2022-03-03
PRD00400,PRD00391,0.7984,content-based,2025-01-12
PRD00400,PRD00375,0.6303,hybrid,2025-04-11
PRD00401,PRD00421,0.6352,node-similarity,2024-03-09
PRD00401,PRD00415,0.8095,node-similarity,2025-06-06
PRD00401,PRD00427,0.9194,content-based,2025-04-16
PRD00402,PRD00420,0.8843,content-based,2024-07-31
PRD00402,PRD00403,0.806,collaborative,2023-12-19
PRD00402,PRD00409,0.6822,hybrid,2022-04-18
PRD00403,PRD00413,0.5981,hybrid,2024-09-03
PRD00403,PRD00414,0.7571,hybrid,2023-08-17
PRD00403,PRD00429,0.6937,collaborative,2023-10-17
PRD00404,PRD00417,0.772,collaborative,2022-10-31
PRD00404,PRD00423,0.8043,pagerank,2023-04-29
PRD00404,PRD00422,0.5553,content-based,2022-09-20
PRD00405,PRD00401,0.9628,content-based,2022-12-08
PRD00405,PRD00422,0.8323,content-based,2022-08-28
PRD00405,PRD00426,0.8644,collaborative,2023-01-31
PRD00406,PRD00425,0.701,content-based,2023-01-21
PRD00406,PRD00420,0.8767,collaborative,2024-04-09
PRD00406,PRD00424,0.7134,collaborative,2024-11-19
PRD00407,PRD00406,0.9795,content-based,2024-12-03
PRD00407,PRD00402,0.8124,content-based,2025-01-08
PRD00407,PRD00414,0.9555,content-based,2023-02-14
PRD00408,PRD00430,0.6455,content-based,2022-06-30
PRD00408,PRD00422,0.6347,content-based,2022-05-28
PRD00408,PRD00414,0.7314,node-similarity,2023-05-08
PRD00409,PRD00427,0.6886,node-similarity,2022-04-16
PRD00409,PRD00413,0.8313,collaborative,2022-10-12
PRD00409,PRD00419,0.7535,collaborative,2023-07-25
PRD00410,PRD00405,0.7502,hybrid,2022-06-26
PRD00410,PRD00429,0.7193,node-similarity,2023-01-02
PRD00410,PRD00418,0.7465,node-similarity,2025-07-07
PRD00411,PRD00422,0.6052,hybrid,2024-12-14
PRD00411,PRD00433,0.7899,hybrid,2025-03-25
PRD00411,PRD00415,0.7958,hybrid,2025-09-15
PRD00412,PRD00415,0.9069,collaborative,2023-10-23
PRD00412,PRD00408,0.9226,node-similarity,2022-01-30
PRD00412,PRD00410,0.8388,node-similarity,2022-02-24
PRD00413,PRD00427,0.5729,content-based,2025-11-11
PRD00413,PRD00421,0.57,pagerank,2022-01-26
PRD00413,PRD00404,0.6429,collaborative,2025-02-21
PRD00414,PRD00405,0.6479,hybrid,2023-11-21
PRD00414,PRD00401,0.7804,collaborative,2023-06-05
PRD00414,PRD00429,0.9345,hybrid,2025-12-19
PRD00415,PRD00423,0.9855,hybrid,2025-10-16
PRD00415,PRD00413,0.7129,pagerank,2025-09-11
PRD00416,PRD00411,0.5612,hybrid,2024-11-06
PRD00416,PRD00420,0.8743,hybrid,2024-10-17
PRD00416,PRD00421,0.783,content-based,2022-07-23
PRD00417,PRD00415,0.651,content-based,2022-02-23
PRD00417,PRD00433,0.6257,hybrid,2025-08-23
PRD00418,PRD00412,0.8205,pagerank,2022-05-06
PRD00418,PRD00406,0.8693,collaborative,2023-09-17
PRD00418,PRD00408,0.7567,collaborative,2023-07-04
PRD00419,PRD00426,0.7961,collaborative,2023-12-11
PRD00419,PRD00415,0.5792,node-similarity,2025-12-04
PRD00419,PRD00428,0.588,hybrid,2022-01-19
PRD00420,PRD00421,0.9439,pagerank,2024-03-06
PRD00420,PRD00426,0.6907,content-based,2023-09-09
PRD00420,PRD00414,0.6861,content-based,2024-02-20
PRD00421,PRD00406,0.6931,pagerank,2023-07-14
PRD00421,PRD00404,0.8899,node-similarity,2024-08-10
PRD00422,PRD00415,0.7285,pagerank,2022-11-06
PRD00422,PRD00433,0.7436,content-based,2025-08-29
PRD00423,PRD00406,0.8097,pagerank,2023-09-05
PRD00423,PRD00408,0.7767,pagerank,2025-03-12
PRD00423,PRD00420,0.6714,pagerank,2024-06-29
PRD00424,PRD00416,0.5926,content-based,2024-12-04
PRD00424,PRD00425,0.6911,collaborative,2022-09-12
PRD00424,PRD00427,0.642,content-based,2023-05-29
PRD00425,PRD00407,0.6181,collaborative,2023-06-24
PRD00425,PRD00405,0.8461,content-based,2022-03-10
PRD00425,PRD00426,0.8959,collaborative,2025-03-22
PRD00426,PRD00431,0.9152,content-based,2024-04-24
PRD00426,PRD00415,0.726,content-based,2024-02-18
PRD00427,PRD00407,0.9452,hybrid,2025-12-24
PRD00427,PRD00425,0.6886,content-based,2022-09-20
PRD00428,PRD00404,0.7218,content-based,2023-06-16
PRD00428,PRD00412,0.7001,pagerank,2023-06-19
PRD00428,PRD00405,0.7773,pagerank,2024-06-19
PRD00429,PRD00409,0.8736,pagerank,2022-10-17
PRD00429,PRD00416,0.8556,hybrid,2023-12-26
PRD00429,PRD00428,0.8353,content-based,2025-03-19
PRD00430,PRD00433,0.9041,node-similarity,2025-07-04
PRD00430,PRD00403,0.8357,hybrid,2025-01-08
PRD00430,PRD00405,0.7928,content-based,2024-12-30
PRD00431,PRD00407,0.854,pagerank,2023-01-17
PRD00431,PRD00409,0.6391,pagerank,2025-05-07
PRD00432,PRD00423,0.6485,content-based,2024-04-04
PRD00432,PRD00404,0.8967,node-similarity,2022-01-24
PRD00432,PRD00409,0.6607,collaborative,2022-06-28
PRD00433,PRD00414,0.8755,pagerank,2024-05-30
PRD00433,PRD00419,0.6259,node-similarity,2025-08-15
PRD00434,PRD00457,0.79,content-based,2023-08-17
PRD00434,PRD00445,0.9188,content-based,2023-05-08
PRD00434,PRD00453,0.6414,pagerank,2025-12-28
PRD00435,PRD00436,0.8825,pagerank,2023-05-26
PRD00435,PRD00450,0.8146,content-based,2024-03-17
PRD00435,PRD00449,0.9119,hybrid,2025-11-23
PRD00436,PRD00452,0.9755,content-based,2024-10-09
PRD00436,PRD00440,0.8287,hybrid,2023-08-17
PRD00436,PRD00456,0.7656,collaborative,2024-08-01
PRD00437,PRD00443,0.8697,hybrid,2022-12-14
PRD00437,PRD00439,0.6243,hybrid,2024-07-07
PRD00437,PRD00458,0.7545,hybrid,2025-06-03
PRD00438,PRD00437,0.5783,node-similarity,2025-03-16
PRD00438,PRD00439,0.8537,hybrid,2022-10-06
PRD00438,PRD00443,0.7135,hybrid,2022-07-03
PRD00439,PRD00436,0.6754,collaborative,2022-01-05
PRD00439,PRD00443,0.5695,collaborative,2024-09-22
PRD00439,PRD00434,0.9238,content-based,2025-07-09
PRD00440,PRD00445,0.5989,content-based,2025-11-21
PRD00440,PRD00438,0.6419,pagerank,2024-08-13
PRD00440,PRD00434,0.7703,hybrid,2023-08-29
PRD00441,PRD00451,0.7087,node-similarity,2024-05-06
PRD00441,PRD00454,0.9027,content-based,2025-10-04
PRD00441,PRD00458,0.9474,collaborative,2025-11-18
PRD00442,PRD00460,0.703,collaborative,2023-09-13
PRD00442,PRD00441,0.557,collaborative,2023-09-09
PRD00442,PRD00459,0.8055,content-based,2023-01-12
PRD00443,PRD00447,0.9006,collaborative,2024-09-25
PRD00443,PRD00455,0.7476,content-based,2022-03-05
PRD00443,PRD00449,0.8123,content-based,2024-01-23
PRD00444,PRD00454,0.9387,hybrid,2022-08-31
PRD00444,PRD00460,0.7834,content-based,2023-05-26
PRD00444,PRD00458,0.828,pagerank,2025-04-23
PRD00445,PRD00449,0.8288,node-similarity,2024-09-13
PRD00445,PRD00454,0.954,collaborative,2022-04-13
PRD00446,PRD00449,0.9282,node-similarity,2022-02-28
PRD00446,PRD00452,0.733,content-based,2025-05-14
PRD00446,PRD00440,0.6707,pagerank,2022-09-04
PRD00447,PRD00454,0.9725,collaborative,2023-04-04
PRD00447,PRD00445,0.6204,content-based,2022-09-09
PRD00447,PRD00438,0.7826,content-based,2024-06-23
PRD00448,PRD00460,0.5619,pagerank,2022-11-03
PRD00448,PRD00451,0.7676,pagerank,2022-08-27
PRD00448,PRD00454,0.857,content-based,2022-10-04
PRD00449,PRD00439,0.9889,hybrid,2022-01-24
PRD00449,PRD00455,0.5539,collaborative,2025-01-20
PRD00450,PRD00443,0.9196,collaborative,2023-11-30
PRD00450,PRD00451,0.7986,pagerank,2023-02-01
PRD00450,PRD00446,0.7513,collaborative,2024-05-21
PRD00451,PRD00447,0.8118,node-similarity,2024-09-18
PRD00451,PRD00440,0.6007,collaborative,2024-01-27
PRD00451,PRD00439,0.632,collaborative,2024-04-09
PRD00452,PRD00435,0.7569,content-based,2024-05-06
PRD00452,PRD00443,0.7932,content-based,2023-06-23
PRD00453,PRD00437,0.881,content-based,2024-09-25
PRD00453,PRD00440,0.7587,hybrid,2025-11-09
PRD00453,PRD00460,0.8594,pagerank,2024-04-08
PRD00454,PRD00456,0.7609,collaborative,2023-06-23
PRD00454,PRD00438,0.7811,hybrid,2023-08-13
PRD00455,PRD00458,0.9751,node-similarity,2024-10-21
PRD00455,PRD00440,0.8647,hybrid,2025-08-21
PRD00455,PRD00456,0.8865,pagerank,2024-04-20
PRD00456,PRD00457,0.8418,pagerank,2025-09-04
PRD00456,PRD00441,0.7374,content-based,2022-04-06
PRD00456,PRD00458,0.9285,node-similarity,2023-12-22
PRD00457,PRD00441,0.8235,node-similarity,2023-04-25
PRD00457,PRD00435,0.876,collaborative,2023-10-25
PRD00457,PRD00448,0.9308,hybrid,2022-06-30
PRD00458,PRD00446,0.6701,collaborative,2024-12-02
PRD00458,PRD00459,0.977,hybrid,2025-03-06
PRD00459,PRD00450,0.8284,node-similarity,2025-04-22
PRD00459,PRD00451,0.9737,node-similarity,2023-06-21
PRD00459,PRD00435,0.7829,collaborative,2024-04-02
PRD00460,PRD00434,0.5559,node-similarity,2025-09-05
PRD00460,PRD00443,0.6375,collaborative,2024-02-01
PRD00461,PRD00440,0.6464,pagerank,2025-05-12
PRD00461,PRD00460,0.6513,pagerank,2024-04-02
PRD00461,PRD00459,0.8315,pagerank,2024-04-28
PRD00462,PRD00486,0.6046,collaborative,2025-05-19
PRD00462,PRD00484,0.7253,pagerank,2025-05-17
PRD00462,PRD00465,0.8123,node-similarity,2025-01-27
PRD00463,PRD00494,0.6208,collaborative,2024-06-09
PRD00463,PRD00466,0.8983,content-based,2024-12-29
PRD00463,PRD00490,0.7497,hybrid,2024-09-14
PRD00464,PRD00475,0.5605,pagerank,2024-01-30
PRD00464,PRD00490,0.7744,pagerank,2023-09-01
PRD00464,PRD00481,0.6579,collaborative,2024-11-10
PRD00465,PRD00464,0.6569,hybrid,2025-09-26
PRD00465,PRD00478,0.655,pagerank,2025-07-31
PRD00465,PRD00474,0.5689,hybrid,2025-08-24
PRD00466,PRD00494,0.7312,content-based,2024-02-16
PRD00466,PRD00475,0.9802,collaborative,2024-04-23
PRD00466,PRD00474,0.8817,content-based,2023-09-12
PRD00467,PRD00481,0.891,collaborative,2024-04-02
PRD00467,PRD00483,0.9371,hybrid,2022-04-02
PRD00467,PRD00471,0.5919,node-similarity,2022-11-19
PRD00468,PRD00471,0.5702,hybrid,2023-03-17
PRD00468,PRD00494,0.9695,pagerank,2025-07-12
PRD00468,PRD00464,0.9112,collaborative,2025-07-05
PRD00469,PRD00481,0.9601,pagerank,2025-10-08
PRD00469,PRD00492,0.8756,content-based,2024-03-22
PRD00469,PRD00482,0.7847,hybrid,2024-09-22
PRD00470,PRD00466,0.8189,hybrid,2022-10-08
PRD00470,PRD00483,0.9847,node-similarity,2022-02-13
PRD00470,PRD00473,0.889,content-based,2022-04-18
PRD00471,PRD00464,0.8183,hybrid,2023-07-26
PRD00471,PRD00462,0.7003,content-based,2022-10-31
PRD00471,PRD00480,0.8875,collaborative,2023-09-20
PRD00472,PRD00477,0.9637,collaborative,2023-11-20
PRD00472,PRD00483,0.6938,collaborative,2024-09-11
PRD00472,PRD00479,0.895,node-similarity,2024-12-08
PRD00473,PRD00482,0.5937,content-based,2023-02-28
PRD00473,PRD00486,0.9721,content-based,2025-03-14
PRD00473,PRD00472,0.6614,node-similarity,2024-11-19
PRD00474,PRD00482,0.6504,collaborative,2022-05-29
PRD00474,PRD00490,0.5635,node-similarity,2024-02-25
PRD00474,PRD00480,0.8531,content-based,2024-11-23
PRD00475,PRD00463,0.969,content-based,2023-01-22
PRD00475,PRD00482,0.7569,hybrid,2023-02-12
PRD00476,PRD00470,0.6572,collaborative,2025-01-25
PRD00476,PRD00472,0.836,content-based,2023-07-17
PRD00476,PRD00474,0.7488,collaborative,2023-07-15
PRD00477,PRD00486,0.9205,collaborative,2024-08-27
PRD00477,PRD00465,0.8469,pagerank,2025-02-27
PRD00477,PRD00489,0.7164,hybrid,2023-02-23
PRD00478,PRD00474,0.7746,collaborative,2022-01-23
PRD00478,PRD00464,0.6563,pagerank,2022-08-11
PRD00478,PRD00473,0.9216,pagerank,2025-04-09
PRD00479,PRD00473,0.7582,node-similarity,2024-01-24
PRD00479,PRD00493,0.7713,content-based,2025-12-14
PRD00479,PRD00477,0.7616,collaborative,2025-05-29
PRD00480,PRD00476,0.6832,content-based,2022-04-26
PRD00480,PRD00468,0.7114,node-similarity,2023-07-30
PRD00480,PRD00475,0.895,pagerank,2022-04-25
PRD00481,PRD00466,0.6075,pagerank,2024-02-23
PRD00481,PRD00492,0.7143,pagerank,2022-02-17
PRD00481,PRD00489,0.845,hybrid,2023-04-11
PRD00482,PRD00462,0.8243,content-based,2023-01-21
PRD00482,PRD00463,0.6177,collaborative,2023-09-27
PRD00482,PRD00471,0.692,content-based,2024-10-27
PRD00483,PRD00486,0.8242,node-similarity,2025-06-04
PRD00483,PRD00485,0.6596,pagerank,2022-09-15
PRD00483,PRD00462,0.8392,pagerank,2024-03-31
PRD00484,PRD00475,0.5922,pagerank,2025-03-12
PRD00484,PRD00478,0.7389,collaborative,2025-11-27
PRD00484,PRD00493,0.9278,collaborative,2023-10-01
PRD00485,PRD00473,0.7586,content-based,2024-01-18
PRD00485,PRD00490,0.8183,node-similarity,2023-05-28
PRD00485,PRD00462,0.603,content-based,2025-04-02
PRD00486,PRD00479,0.7056,collaborative,2025-04-27
PRD00486,PRD00472,0.9473,pagerank,2023-06-14
PRD00487,PRD00477,0.7232,content-based,2025-03-27
PRD00487,PRD00469,0.76,node-similarity,2022-07-21
PRD00487,PRD00463,0.7766,collaborative,2024-06-04
PRD00488,PRD00463,0.7794,hybrid,2022-08-10
PRD00488,PRD00470,0.7092,content-based,2025-07-19
PRD00488,PRD00465,0.8623,hybrid,2023-12-31
PRD00489,PRD00478,0.8094,content-based,2024-08-11
PRD00489,PRD00468,0.9552,pagerank,2025-05-19
PRD00489,PRD00462,0.8321,pagerank,2024-06-30
PRD00490,PRD00486,0.987,hybrid,2022-06-18
PRD00490,PRD00466,0.8334,node-similarity,2022-05-15
PRD00491,PRD00487,0.6245,node-similarity,2023-07-01
PRD00491,PRD00468,0.5697,hybrid,2023-02-13
PRD00491,PRD00488,0.6334,node-similarity,2024-12-08
PRD00492,PRD00487,0.684,node-similarity,2024-06-26
PRD00492,PRD00493,0.7149,pagerank,2022-01-05
PRD00492,PRD00490,0.8972,content-based,2024-05-17
PRD00493,PRD00481,0.7153,collaborative,2024-04-16
PRD00493,PRD00464,0.9832,hybrid,2022-01-19
PRD00493,PRD00468,0.624,pagerank,2023-09-25
PRD00494,PRD00488,0.8088,collaborative,2022-04-02
PRD00494,PRD00464,0.9801,pagerank,2022-08-08
PRD00495,PRD00510,0.6981,collaborative,2024-04-10
PRD00495,PRD00506,0.5777,collaborative,2024-02-01
PRD00495,PRD00520,0.552,node-similarity,2023-11-28
PRD00496,PRD00512,0.936,hybrid,2023-04-23
PRD00496,PRD00505,0.7944,collaborative,2022-05-19
PRD00496,PRD00508,0.8947,collaborative,2022-01-09
PRD00497,PRD00507,0.5981,collaborative,2022-04-28
PRD00497,PRD00502,0.7216,hybrid,2024-02-26
PRD00497,PRD00520,0.865,pagerank,2024-06-25
PRD00498,PRD00507,0.7809,pagerank,2025-09-29
PRD00498,PRD00520,0.9052,node-similarity,2023-12-23
PRD00498,PRD00515,0.7797,hybrid,2023-05-09
PRD00499,PRD00495,0.9728,collaborative,2025-04-02
PRD00499,PRD00514,0.9152,content-based,2022-12-14
PRD00499,PRD00509,0.7457,node-similarity,2023-08-04
PRD00500,PRD00499,0.6893,content-based,2024-03-18
PRD00500,PRD00521,0.551,node-similarity,2023-02-06
PRD00500,PRD00496,0.7797,pagerank,2025-11-02
PRD00501,PRD00498,0.6613,node-similarity,2023-03-16
PRD00501,PRD00513,0.9468,pagerank,2023-02-16
PRD00501,PRD00521,0.5836,hybrid,2025-01-13
PRD00502,PRD00513,0.6466,content-based,2022-06-30
PRD00502,PRD00508,0.8613,pagerank,2024-06-07
PRD00502,PRD00512,0.9354,content-based,2023-12-11
PRD00503,PRD00518,0.9563,pagerank,2022-12-05
PRD00503,PRD00515,0.9004,hybrid,2025-03-12
PRD00503,PRD00495,0.6292,hybrid,2023-06-22
PRD00504,PRD00499,0.8009,node-similarity,2025-06-08
PRD00504,PRD00511,0.9797,node-similarity,2025-07-25
PRD00504,PRD00495,0.8085,content-based,2023-01-15
PRD00505,PRD00522,0.901,collaborative,2022-09-26
PRD00505,PRD00511,0.7691,node-similarity,2022-07-14
PRD00505,PRD00501,0.9035,pagerank,2024-05-02
PRD00506,PRD00499,0.9802,hybrid,2025-06-09
PRD00506,PRD00522,0.6577,node-similarity,2022-02-05
PRD00506,PRD00515,0.7317,content-based,2024-12-02
PRD00507,PRD00502,0.7383,collaborative,2023-09-28
PRD00507,PRD00509,0.6935,pagerank,2022-07-05
PRD00507,PRD00501,0.8306,content-based,2022-09-15
PRD00508,PRD00513,0.9856,node-similarity,2023-08-07
PRD00508,PRD00509,0.653,hybrid,2024-11-09
PRD00508,PRD00501,0.7471,content-based,2024-03-31
PRD00509,PRD00501,0.7386,collaborative,2025-12-12
PRD00509,PRD00515,0.7693,collaborative,2025-06-24
PRD00509,PRD00504,0.814,collaborative,2023-09-08
PRD00510,PRD00511,0.9539,pagerank,2022-11-10
PRD00510,PRD00499,0.9001,collaborative,2024-04-15
PRD00510,PRD00517,0.6115,node-similarity,2024-09-06
PRD00511,PRD00513,0.6458,content-based,2024-07-28
PRD00511,PRD00512,0.6772,collaborative,2022-08-22
PRD00511,PRD00516,0.8169,pagerank,2025-01-31
PRD00512,PRD00507,0.6527,content-based,2024-04-14
PRD00512,PRD00510,0.964,pagerank,2025-09-12
PRD00513,PRD00521,0.9127,pagerank,2023-09-08
PRD00513,PRD00497,0.557,collaborative,2023-10-09
PRD00513,PRD00498,0.8223,pagerank,2025-08-29
PRD00514,PRD00497,0.7847,pagerank,2025-11-21
PRD00514,PRD00511,0.8924,hybrid,2023-01-30
PRD00514,PRD00506,0.667,pagerank,2025-06-01
PRD00515,PRD00522,0.8935,hybrid,2022-05-24
PRD00515,PRD00518,0.592,content-based,2024-07-10
PRD00516,PRD00520,0.5852,content-based,2023-04-16
PRD00516,PRD00503,0.7658,hybrid,2024-02-01
PRD00516,PRD00512,0.5755,content-based,2023-05-13
PRD00517,PRD00518,0.9277,pagerank,2025-07-03
PRD00517,PRD00509,0.8774,hybrid,2025-04-06
PRD00517,PRD00513,0.9378,node-similarity,2023-08-13
PRD00518,PRD00514,0.5505,content-based,2022-07-13
PRD00518,PRD00495,0.9348,hybrid,2022-01-25
PRD00518,PRD00502,0.6099,content-based,2022-08-21
PRD00519,PRD00495,0.8864,content-based,2023-07-30
PRD00519,PRD00521,0.8399,collaborative,2022-08-30
PRD00519,PRD00500,0.6715,node-similarity,2024-07-10
PRD00520,PRD00505,0.9493,pagerank,2023-12-06
PRD00520,PRD00506,0.5733,content-based,2025-11-28
PRD00520,PRD00509,0.864,node-similarity,2025-03-18
PRD00521,PRD00518,0.6814,content-based,2025-10-31
PRD00521,PRD00512,0.9852,node-similarity,2024-08-26
PRD00521,PRD00516,0.9407,content-based,2024-11-23
PRD00522,PRD00504,0.6562,pagerank,2023-01-21
PRD00522,PRD00509,0.8558,hybrid,2022-04-08
PRD00522,PRD00497,0.8089,node-similarity,2024-05-20
PRD00523,PRD00527,0.898,pagerank,2023-09-30
PRD00523,PRD00531,0.7548,content-based,2024-07-09
PRD00523,PRD00525,0.5678,content-based,2023-08-13
PRD00524,PRD00523,0.9476,collaborative,2024-01-05
PRD00524,PRD00535,0.676,pagerank,2025-06-28
PRD00524,PRD00531,0.7011,content-based,2024-04-20
PRD00525,PRD00533,0.6342,pagerank,2023-02-19
PRD00525,PRD00527,0.9513,content-based,2025-03-18
PRD00525,PRD00529,0.8775,pagerank,2023-11-21
PRD00526,PRD00534,0.8083,hybrid,2024-12-17
PRD00526,PRD00550,0.9424,hybrid,2023-01-17
PRD00526,PRD00537,0.9797,hybrid,2024-05-19
PRD00527,PRD00528,0.769,content-based,2025-10-24
PRD00527,PRD00524,0.766,hybrid,2024-12-19
PRD00527,PRD00543,0.6164,hybrid,2022-09-06
PRD00528,PRD00532,0.6615,collaborative,2024-02-19
PRD00528,PRD00544,0.6391,hybrid,2022-02-11
PRD00528,PRD00531,0.5855,node-similarity,2023-02-03
PRD00529,PRD00537,0.7148,collaborative,2024-02-07
PRD00529,PRD00523,0.8368,content-based,2023-11-13
PRD00529,PRD00547,0.7511,pagerank,2025-03-02
PRD00530,PRD00548,0.7715,pagerank,2025-12-15
PRD00530,PRD00545,0.6249,hybrid,2024-06-23
PRD00530,PRD00537,0.7052,node-similarity,2023-09-15
PRD00531,PRD00540,0.7333,collaborative,2022-05-31
PRD00531,PRD00539,0.6182,node-similarity,2024-09-05
PRD00531,PRD00546,0.823,hybrid,2023-03-01
PRD00532,PRD00535,0.7887,hybrid,2023-09-29
PRD00532,PRD00534,0.5547,node-similarity,2022-12-11
PRD00533,PRD00536,0.8671,content-based,2023-08-21
PRD00533,PRD00524,0.6703,content-based,2024-11-05
PRD00533,PRD00547,0.77,collaborative,2024-09-13
PRD00534,PRD00537,0.7644,node-similarity,2025-11-22
PRD00534,PRD00523,0.634,hybrid,2022-08-02
PRD00534,PRD00527,0.7367,collaborative,2023-02-10
PRD00535,PRD00525,0.8472,collaborative,2022-07-03
PRD00535,PRD00550,0.7741,hybrid,2025-11-17
PRD00535,PRD00538,0.5982,pagerank,2023-04-19
PRD00536,PRD00528,0.6722,pagerank,2023-03-15
PRD00536,PRD00542,0.8347,content-based,2022-07-10
PRD00536,PRD00526,0.9898,collaborative,2023-12-02
PRD00537,PRD00547,0.8403,node-similarity,2022-12-27
PRD00537,PRD00549,0.9233,content-based,2025-02-26
PRD00538,PRD00539,0.7855,node-similarity,2024-05-10
PRD00538,PRD00533,0.5885,content-based,2022-07-13
PRD00538,PRD00543,0.9209,pagerank,2023-01-09
PRD00539,PRD00526,0.762,pagerank,2023-08-24
PRD00539,PRD00542,0.8059,content-based,2023-12-26
PRD00540,PRD00549,0.8268,pagerank,2023-10-26
PRD00540,PRD00535,0.8984,hybrid,2022-11-30
PRD00540,PRD00524,0.5754,hybrid,2025-07-16
PRD00541,PRD00542,0.9507,content-based,2025-06-23
PRD00541,PRD00536,0.8986,hybrid,2023-01-15
PRD00541,PRD00551,0.7211,hybrid,2023-02-25
PRD00542,PRD00549,0.664,node-similarity,2024-12-20
PRD00542,PRD00525,0.8807,collaborative,2023-04-18
PRD00542,PRD00547,0.7368,node-similarity,2023-06-08
PRD00543,PRD00532,0.8581,hybrid,2025-02-24
PRD00543,PRD00539,0.7896,hybrid,2025-04-03
PRD00543,PRD00531,0.7765,pagerank,2022-09-02
PRD00544,PRD00527,0.5629,node-similarity,2024-12-10
PRD00544,PRD00529,0.9235,node-similarity,2022-07-07
PRD00544,PRD00536,0.6577,content-based,2023-05-11
PRD00545,PRD00546,0.7991,content-based,2022-12-29
PRD00545,PRD00550,0.605,node-similarity,2022-03-28
PRD00545,PRD00531,0.7387,node-similarity,2022-01-10
PRD00546,PRD00542,0.6863,hybrid,2023-07-07
PRD00546,PRD00525,0.7327,content-based,2024-11-09
PRD00546,PRD00536,0.6252,collaborative,2025-08-12
PRD00547,PRD00549,0.7318,collaborative,2025-03-09
PRD00547,PRD00545,0.8822,node-similarity,2025-09-17
PRD00547,PRD00530,0.5646,hybrid,2022-09-09
PRD00548,PRD00547,0.8243,node-similarity,2022-05-07
PRD00548,PRD00532,0.8963,pagerank,2025-01-12
PRD00548,PRD00549,0.7168,content-based,2025-03-27
PRD00549,PRD00529,0.6329,pagerank,2022-05-25
