userId,reviewId,createdAt,verified,platform
USR00121,REV00643,2025-02-27,true,web
USR00521,REV00644,2021-01-31,false,web
USR01061,REV00645,2022-08-10,true,ios
USR00175,REV00646,2022-02-02,true,web
USR00907,REV00647,2022-05-08,true,ios
USR01405,REV00648,2022-02-08,true,android
USR01141,REV00649,2024-04-30,false,android
USR00926,REV00650,2021-01-19,true,web
USR00358,REV00651,2025-07-05,true,web
USR00655,REV00652,2022-12-07,true,web
USR01029,REV00653,2025-12-04,true,ios
USR00032,REV00654,2022-07-21,true,android
USR01308,REV00655,2021-04-26,true,android
USR00523,REV00656,2020-11-22,true,web
USR01316,REV00657,2021-10-24,true,web
USR01488,REV00658,2021-09-06,true,ios
USR00546,REV00659,2022-10-20,false,web
USR00661,REV00660,2020-11-05,false,ios
USR00874,REV00661,2021-02-08,true,web
USR00402,REV00662,2024-06-14,true,desktop
USR00999,REV00663,2021-03-03,true,web
USR00244,REV00664,2022-01-28,false,desktop
USR01047,REV00665,2022-07-01,false,desktop
USR00712,REV00666,2021-05-11,false,web
USR01190,REV00667,2020-10-15,true,ios
USR01264,REV00668,2021-04-29,true,ios
USR01161,REV00669,2025-02-17,true,android
USR01299,REV00670,2024-03-23,true,android
USR00608,REV00671,2024-10-03,true,ios
USR01360,REV00672,2025-03-15,true,desktop
USR01363,REV00673,2025-09-07,true,ios
USR00070,REV00674,2024-08-12,false,web
USR00973,REV00675,2022-07-06,false,android
USR01416,REV00676,2021-12-20,true,android
USR00692,REV00677,2020-08-01,true,ios
USR00754,REV00678,2024-07-07,true,ios
USR00319,REV00679,2025-02-26,true,desktop
USR00007,REV00680,2023-09-22,false,desktop
USR01196,REV00681,2025-09-11,false,ios
USR01463,REV00682,2021-10-02,false,ios
USR01024,REV00683,2022-06-11,true,desktop
USR01021,REV00684,2020-05-10,true,android
USR00141,REV00685,2020-02-11,true,web
USR00709,REV00686,2022-07-09,true,ios
USR01008,REV00687,2025-02-03,true,android
USR01109,REV00688,2025-06-21,true,desktop
USR00325,REV00689,2025-12-04,false,android
USR00491,REV00690,2022-04-07,true,ios
USR00097,REV00691,2022-10-23,true,web
USR01426,REV00692,2024-05-23,true,android
USR00336,REV00693,2025-07-10,true,ios
USR00293,REV00694,2024-03-04,true,android
USR01387,REV00695,2020-11-09,false,ios
USR00015,REV00696,2023-09-28,false,desktop
USR00326,REV00697,2020-07-03,true,ios
USR01246,REV00698,2020-04-01,true,web
USR01138,REV00699,2024-06-16,true,android
USR00789,REV00700,2021-01-03,true,desktop
USR01448,REV00701,2020-12-26,true,web
USR00746,REV00702,2023-09-04,true,web
USR00423,REV00703,2024-01-31,false,android
USR00618,REV00704,2020-12-22,true,android
USR00049,REV00705,2022-03-15,true,ios
USR01465,REV00706,2025-09-15,true,ios
USR00604,REV00707,2022-05-05,true,desktop
USR01335,REV00708,2020-09-20,false,android
USR00815,REV00709,2025-03-03,true,desktop
USR01257,REV00710,2025-05-19,true,desktop
USR00426,REV00711,2020-09-21,true,desktop
USR00565,REV00712,2024-11-09,true,web
USR00648,REV00713,2023-11-18,true,android
USR00403,REV00714,2020-11-06,false,desktop
USR00428,REV00715,2021-09-20,false,android
USR00746,REV00716,2022-04-17,true,android
USR00071,REV00717,2021-02-28,true,desktop
USR00574,REV00718,2025-10-16,true,ios
USR01250,REV00719,2021-02-05,false,ios
USR00743,REV00720,2021-01-24,true,desktop
USR01350,REV00721,2024-05-20,true,desktop
USR00275,REV00722,2024-10-21,true,ios
USR00228,REV00723,2021-11-22,false,android
USR00222,REV00724,2025-09-23,false,desktop
USR00055,REV00725,2021-12-10,true,ios
USR00434,REV00726,2021-11-27,true,web
USR01169,REV00727,2025-07-14,true,android
USR00895,REV00728,2025-07-05,false,android
USR00289,REV00729,2021-09-03,true,android
USR00669,REV00730,2021-05-18,true,web
USR00169,REV00731,2022-10-09,true,android
USR01474,REV00732,2023-06-28,true,ios
USR00559,REV00733,2020-04-24,false,ios
USR01363,REV00734,2021-01-03,true,desktop
USR00159,REV00735,2021-06-10,true,web
USR00199,REV00736,2022-03-08,true,desktop
USR00435,REV00737,2024-11-01,false,web
USR01352,REV00738,2024-12-03,true,web
USR00446,REV00739,2021-07-19,true,web
USR00928,REV00740,2022-05-29,true,ios
USR00698,REV00741,2021-03-02,true,desktop
USR00994,REV00742,2023-02-21,true,desktop
USR00529,REV00743,2023-03-05,false,ios
USR00440,REV00744,2023-01-06,true,ios
USR00614,REV00745,2020-05-17,true,web
USR00717,REV00746,2021-12-24,false,ios
USR00613,REV00747,2022-08-08,true,android
USR01203,REV00748,2023-07-31,true,web
USR01237,REV00749,2025-05-31,true,android
USR00280,REV00750,2021-05-10,false,android
