userId,sellerId,followedAt,notifications,tier
USR01275,SEL0078,2024-04-09,false,silver
USR01275,SEL0061,2023-04-21,true,bronze
USR01275,SEL0051,2025-02-02,true,gold
USR00021,SEL0019,2025-02-20,false,bronze
USR00463,SEL0065,2024-08-29,true,gold
USR00463,SEL0009,2024-08-28,true,gold
USR00439,SEL0046,2023-12-14,false,gold
USR00330,SEL0073,2024-04-02,true,silver
USR00330,SEL0041,2023-12-04,false,gold
USR00081,SEL0032,2024-03-08,false,silver
USR00081,SEL0075,2024-07-10,false,platinum
USR00081,SEL0021,2022-10-17,true,platinum
USR00370,SEL0011,2020-11-13,true,gold
USR00370,SEL0084,2024-11-30,true,bronze
USR00370,SEL0017,2023-08-23,true,gold
USR00410,SEL0071,2024-02-23,false,bronze
USR00410,SEL0093,2023-08-13,true,platinum
USR00410,SEL0057,2021-11-25,true,gold
USR00410,SEL0023,2025-11-06,false,bronze
USR00967,SEL0008,2025-08-21,true,bronze
USR00967,SEL0049,2022-11-08,false,platinum
USR00967,SEL0013,2023-11-23,true,platinum
USR00967,SEL0020,2024-03-05,false,platinum
USR01083,SEL0099,2020-01-12,false,silver
USR01083,SEL0076,2024-09-26,false,platinum
USR01083,SEL0008,2022-06-08,true,bronze
USR00878,SEL0030,2020-02-09,true,gold
USR00504,SEL0010,2023-01-26,true,bronze
USR00504,SEL0085,2020-10-05,true,platinum
USR00504,SEL0079,2021-11-07,false,platinum
USR00010,SEL0033,2024-02-14,true,gold
USR00230,SEL0047,2023-10-05,true,gold
USR00598,SEL0036,2024-05-24,true,platinum
USR00598,SEL0072,2025-10-19,true,platinum
USR00367,SEL0005,2021-12-16,false,platinum
USR00367,SEL0051,2022-07-06,false,platinum
USR00367,SEL0060,2021-09-30,true,platinum
USR00367,SEL0034,2025-02-17,false,silver
USR00154,SEL0061,2021-08-03,false,platinum
USR00154,SEL0002,2021-04-08,false,bronze
USR00194,SEL0001,2021-04-23,true,platinum
USR00194,SEL0043,2023-04-30,true,gold
USR01365,SEL0088,2023-10-31,false,silver
USR00979,SEL0068,2023-09-04,false,platinum
USR00438,SEL0028,2024-02-03,true,gold
USR01425,SEL0022,2020-03-03,false,bronze
USR01425,SEL0026,2020-03-22,true,gold
USR01425,SEL0036,2022-05-18,true,silver
USR01091,SEL0089,2023-09-21,true,silver
USR01035,SEL0050,2022-04-03,false,platinum
USR01035,SEL0038,2023-05-28,true,silver
USR00535,SEL0063,2021-04-02,true,bronze
USR00535,SEL0078,2023-11-23,true,gold
USR00535,SEL0010,2023-02-19,true,silver
USR00535,SEL0036,2022-08-22,true,silver
USR00678,SEL0042,2024-02-04,false,gold
USR00678,SEL0052,2024-12-03,true,platinum
USR00678,SEL0089,2025-05-31,true,platinum
USR00678,SEL0085,2024-06-07,false,bronze
USR00558,SEL0080,2024-12-23,false,gold
USR00558,SEL0026,2022-06-12,false,gold
USR00037,SEL0074,2023-08-25,false,platinum
USR00037,SEL0077,2024-10-07,false,bronze
USR00037,SEL0038,2023-04-04,false,bronze
USR01048,SEL0002,2022-12-17,false,platinum
USR00013,SEL0048,2025-03-30,false,bronze
USR00013,SEL0078,2021-05-24,true,silver
USR00013,SEL0065,2022-04-09,true,silver
USR01004,SEL0067,2025-12-18,false,platinum
USR01004,SEL0050,2022-08-07,true,gold
USR01004,SEL0001,2022-04-15,false,gold
USR00212,SEL0063,2022-08-16,false,gold
USR00212,SEL0038,2022-05-14,true,bronze
USR00212,SEL0047,2024-09-30,false,platinum
USR00701,SEL0039,2021-08-25,true,platinum
USR00701,SEL0034,2020-10-03,false,platinum
USR00345,SEL0004,2020-09-29,true,bronze
USR00345,SEL0087,2023-07-25,false,gold
USR00568,SEL0019,2021-11-30,true,gold
USR00568,SEL0023,2023-12-29,true,bronze
USR00568,SEL0084,2022-06-27,false,platinum
USR00138,SEL0089,2022-05-20,true,silver
USR00138,SEL0070,2024-04-02,false,silver
USR00138,SEL0006,2023-06-16,true,silver
USR00138,SEL0098,2025-08-04,false,gold
USR00023,SEL0032,2020-02-05,false,bronze
USR00766,SEL0041,2020-06-04,false,platinum
USR00098,SEL0020,2024-03-13,false,bronze
USR00098,SEL0019,2021-11-20,true,silver
USR00098,SEL0032,2021-11-23,true,gold
USR00098,SEL0015,2023-03-05,false,bronze
USR00520,SEL0018,2025-01-11,false,platinum
USR00908,SEL0017,2023-06-19,true,platinum
USR00908,SEL0013,2024-03-24,false,platinum
USR00555,SEL0053,2024-11-01,true,bronze
USR00601,SEL0004,2025-11-16,false,platinum
USR00601,SEL0018,2025-01-01,true,silver
USR01240,SEL0025,2020-05-07,true,platinum
USR01414,SEL0028,2025-04-17,true,gold
USR01414,SEL0030,2023-04-01,true,bronze
USR00935,SEL0008,2024-10-12,true,gold
USR00935,SEL0099,2023-12-09,true,bronze
USR00696,SEL0100,2022-01-23,true,platinum
USR00022,SEL0090,2020-09-09,true,gold
USR01168,SEL0090,2022-12-29,false,bronze
USR01168,SEL0035,2021-03-26,true,platinum
USR01168,SEL0073,2025-10-22,true,platinum
USR00270,SEL0018,2025-02-11,true,gold
USR00270,SEL0029,2022-06-22,false,silver
USR00270,SEL0008,2022-05-30,true,gold
USR00030,SEL0056,2020-03-09,false,gold
USR00030,SEL0052,2024-05-11,true,gold
USR00030,SEL0045,2024-11-04,true,bronze
USR00030,SEL0018,2021-02-26,false,silver
USR00839,SEL0035,2023-07-16,true,platinum
USR01046,SEL0087,2022-04-19,true,platinum
USR01046,SEL0002,2021-11-30,false,gold
USR00778,SEL0036,2020-12-25,true,bronze
USR00778,SEL0053,2025-06-28,false,gold
USR00778,SEL0022,2023-06-10,true,silver
USR00778,SEL0049,2023-08-11,false,silver
USR00102,SEL0054,2024-12-01,false,bronze
USR00102,SEL0011,2022-05-22,false,silver
USR00102,SEL0072,2025-07-28,true,silver
USR00926,SEL0024,2021-12-01,false,bronze
USR00764,SEL0017,2022-10-11,false,platinum
USR00308,SEL0079,2020-04-26,true,silver
USR00308,SEL0086,2025-06-15,false,platinum
USR00308,SEL0075,2022-10-07,true,gold
USR00308,SEL0027,2023-09-04,true,silver
USR00904,SEL0095,2024-06-18,true,platinum
USR00904,SEL0063,2022-02-22,false,platinum
USR00904,SEL0038,2021-11-07,false,bronze
USR00945,SEL0027,2024-10-22,true,platinum
USR00945,SEL0068,2022-09-03,true,bronze
USR00945,SEL0043,2022-05-26,true,silver
USR00945,SEL0056,2024-01-02,false,platinum
USR01443,SEL0002,2025-04-17,false,gold
USR01443,SEL0100,2025-12-17,false,silver
USR01443,SEL0026,2023-05-24,true,bronze
USR01443,SEL0092,2022-07-01,false,bronze
USR00278,SEL0020,2025-11-28,false,bronze
USR00278,SEL0021,2024-10-11,false,gold
USR00278,SEL0047,2025-07-03,true,bronze
USR00055,SEL0038,2020-09-17,false,bronze
USR00055,SEL0082,2020-08-12,false,gold
USR00055,SEL0006,2022-10-14,false,silver
USR00119,SEL0059,2023-12-09,false,silver
USR00119,SEL0090,2020-04-24,false,bronze
USR00119,SEL0020,2024-03-02,true,silver
USR01160,SEL0007,2025-01-22,false,silver
USR01160,SEL0051,2020-12-11,false,gold
USR01160,SEL0047,2024-10-04,false,platinum
USR00068,SEL0061,2020-11-28,false,silver
USR00068,SEL0050,2024-12-06,false,bronze
USR00128,SEL0099,2025-02-05,true,platinum
USR00128,SEL0001,2022-07-27,true,bronze
USR00128,SEL0055,2024-10-21,true,platinum
USR00128,SEL0034,2025-07-19,false,gold
USR00502,SEL0038,2020-12-08,true,bronze
USR00502,SEL0093,2021-10-15,true,platinum
USR00502,SEL0011,2022-04-14,true,silver
USR00502,SEL0032,2023-08-21,false,silver
USR00786,SEL0005,2022-04-19,true,silver
USR00786,SEL0081,2022-08-08,false,silver
USR00786,SEL0048,2025-06-22,false,bronze
USR00869,SEL0019,2024-05-21,true,bronze
USR01417,SEL0016,2020-12-17,true,platinum
USR00111,SEL0072,2020-06-13,false,bronze
USR00379,SEL0097,2020-08-16,true,gold
USR00972,SEL0036,2022-10-13,true,platinum
USR00972,SEL0029,2022-12-17,true,bronze
USR00541,SEL0034,2023-08-19,true,gold
USR00541,SEL0060,2023-02-18,false,silver
USR00541,SEL0012,2022-10-28,false,gold
USR00541,SEL0093,2025-08-20,false,bronze
USR00795,SEL0026,2025-10-07,true,gold
USR00795,SEL0024,2025-01-09,true,bronze
USR00572,SEL0002,2020-11-09,false,silver
USR00572,SEL0018,2022-07-14,false,bronze
USR00572,SEL0049,2022-06-09,false,gold
USR00594,SEL0042,2021-04-15,false,silver
USR00594,SEL0054,2021-12-10,true,bronze
USR01175,SEL0100,2023-07-26,true,bronze
USR00145,SEL0059,2023-04-28,true,bronze
USR00145,SEL0036,2023-04-22,true,bronze
USR01073,SEL0061,2025-10-07,false,gold
USR01073,SEL0010,2025-09-06,false,gold
USR01073,SEL0018,2023-09-18,false,silver
USR01012,SEL0041,2025-09-23,true,gold
USR01012,SEL0077,2021-03-29,true,platinum
USR01012,SEL0096,2020-11-15,false,silver
USR01012,SEL0068,2025-10-21,false,gold
USR01327,SEL0051,2022-08-27,false,platinum
USR01327,SEL0023,2022-04-27,false,silver
USR01327,SEL0082,2023-05-12,true,silver
USR01327,SEL0011,2025-06-10,true,platinum
USR00300,SEL0028,2023-09-06,true,silver
USR00300,SEL0032,2024-12-30,true,platinum
USR00300,SEL0081,2021-11-05,true,platinum
USR00300,SEL0037,2023-11-28,true,silver
USR00949,SEL0036,2023-12-31,true,silver
USR00749,SEL0046,2020-06-15,true,gold
USR00882,SEL0023,2020-08-03,true,platinum
USR00882,SEL0079,2025-04-05,false,silver
USR01359,SEL0003,2020-05-29,false,silver
USR01359,SEL0001,2021-01-18,true,silver
USR01359,SEL0089,2024-01-06,false,platinum
USR01359,SEL0042,2020-09-02,true,platinum
USR01151,SEL0074,2022-10-05,false,silver
USR01151,SEL0093,2021-12-23,false,gold
USR00434,SEL0026,2023-05-27,true,bronze
USR00434,SEL0002,2025-02-25,true,bronze
USR01069,SEL0066,2020-07-05,false,silver
USR01069,SEL0062,2020-12-22,false,silver
USR00519,SEL0007,2021-09-08,false,bronze
USR00519,SEL0055,2025-07-31,true,gold
USR00519,SEL0091,2022-11-14,false,gold
USR00539,SEL0003,2024-02-18,false,bronze
USR00539,SEL0061,2020-03-03,false,platinum
USR00539,SEL0033,2020-01-05,false,silver
USR00771,SEL0059,2020-05-17,true,platinum
USR00771,SEL0019,2024-09-14,true,gold
USR00771,SEL0050,2020-08-06,true,silver
USR00771,SEL0002,2024-11-12,false,platinum
USR00481,SEL0072,2025-09-30,false,gold
USR00481,SEL0020,2021-07-30,false,silver
USR00481,SEL0035,2022-01-04,false,silver
USR00481,SEL0033,2025-09-16,false,platinum
USR01245,SEL0071,2020-12-07,true,platinum
USR01245,SEL0046,2020-08-11,true,platinum
USR01245,SEL0061,2025-02-23,false,bronze
USR01245,SEL0025,2022-03-07,true,gold
USR00859,SEL0028,2023-08-29,true,silver
USR00859,SEL0090,2021-10-31,true,silver
USR00859,SEL0079,2021-04-18,true,silver
USR00779,SEL0018,2023-12-19,false,bronze
USR00779,SEL0009,2024-10-05,true,platinum
USR00779,SEL0099,2024-08-10,false,platinum
USR01114,SEL0058,2022-02-13,true,silver
USR01090,SEL0051,2025-08-16,false,bronze
USR01090,SEL0093,2023-09-27,true,platinum
USR00794,SEL0077,2021-08-03,true,bronze
USR00794,SEL0007,2023-02-05,true,silver
USR00794,SEL0009,2020-08-26,false,gold
USR00445,SEL0049,2022-03-25,false,bronze
USR00445,SEL0042,2020-08-11,true,silver
USR00445,SEL0097,2023-06-01,true,platinum
USR00445,SEL0010,2020-03-27,false,bronze
USR00245,SEL0069,2024-11-28,true,platinum
USR01278,SEL0026,2023-09-12,false,silver
USR00357,SEL0043,2023-04-26,true,gold
USR00357,SEL0085,2022-04-18,true,platinum
USR00357,SEL0032,2021-08-14,false,gold
USR00357,SEL0095,2020-08-21,false,silver
USR00244,SEL0048,2021-02-08,true,silver
USR00244,SEL0032,2025-08-18,false,bronze
USR00244,SEL0009,2023-12-28,true,silver
USR00244,SEL0033,2022-06-16,false,bronze
USR00526,SEL0058,2025-01-11,true,gold
USR00526,SEL0034,2022-09-26,true,bronze
USR00526,SEL0085,2023-12-09,true,platinum
USR00526,SEL0038,2022-01-26,true,bronze
USR01345,SEL0012,2024-09-18,false,silver
USR01345,SEL0025,2024-09-30,false,silver
USR01345,SEL0003,2023-04-20,false,platinum
USR00936,SEL0081,2022-10-11,false,silver
USR00936,SEL0090,2022-11-16,true,platinum
USR01430,SEL0049,2024-05-03,true,silver
USR01430,SEL0098,2021-02-10,true,platinum
USR01430,SEL0067,2023-05-31,true,silver
USR00756,SEL0007,2020-08-06,true,gold
USR00756,SEL0018,2022-01-19,false,bronze
USR00756,SEL0034,2021-11-12,true,platinum
USR00756,SEL0046,2021-10-29,false,platinum
USR00331,SEL0093,2025-08-15,false,bronze
USR00116,SEL0068,2024-12-19,true,silver
USR00116,SEL0026,2025-08-02,true,platinum
USR00577,SEL0053,2023-07-31,true,gold
USR00577,SEL0078,2023-03-04,false,platinum
USR00954,SEL0032,2022-04-01,true,gold
USR00615,SEL0078,2023-01-15,false,bronze
USR00930,SEL0049,2025-10-15,false,bronze
USR00930,SEL0073,2021-12-09,true,gold
USR00106,SEL0070,2023-12-01,false,silver
USR00106,SEL0087,2020-05-16,false,gold
USR00480,SEL0041,2020-01-30,true,platinum
USR00480,SEL0064,2025-07-10,false,gold
USR00377,SEL0001,2022-07-24,true,platinum
USR00377,SEL0055,2024-06-21,false,silver
USR00377,SEL0069,2023-01-31,false,silver
USR00588,SEL0082,2021-07-23,true,gold
USR00588,SEL0036,2022-10-10,false,silver
USR00588,SEL0007,2023-06-15,true,platinum
USR00588,SEL0010,2021-05-10,false,bronze
USR00260,SEL0026,2022-02-22,true,bronze
USR00260,SEL0071,2023-11-22,true,platinum
USR00877,SEL0032,2020-02-03,false,gold
USR00578,SEL0060,2021-12-08,true,bronze
USR00578,SEL0078,2024-07-14,true,platinum
USR00573,SEL0074,2022-02-14,true,silver
USR00573,SEL0052,2022-04-30,true,gold
USR00573,SEL0002,2022-10-08,false,silver
USR01067,SEL0049,2020-03-22,true,bronze
USR01067,SEL0029,2023-03-20,false,silver
USR01067,SEL0006,2024-03-12,false,silver
USR01067,SEL0056,2023-01-12,false,platinum
USR01017,SEL0046,2020-04-20,true,platinum
USR01184,SEL0022,2021-09-11,true,gold
USR01184,SEL0030,2020-07-11,false,gold
USR01374,SEL0003,2023-12-31,false,silver
USR00571,SEL0031,2022-12-30,false,bronze
USR00571,SEL0072,2022-11-18,false,gold
USR00571,SEL0096,2022-09-21,false,silver
USR00981,SEL0055,2021-10-31,false,gold
USR00981,SEL0084,2020-09-10,false,platinum
USR00981,SEL0034,2022-06-03,false,silver
USR00981,SEL0098,2022-06-13,true,silver
USR00838,SEL0001,2022-10-21,false,gold
USR00838,SEL0089,2024-01-04,false,bronze
USR00838,SEL0034,2021-03-18,true,platinum
USR00838,SEL0065,2025-06-22,false,silver
USR00437,SEL0033,2020-01-11,false,gold
USR00812,SEL0071,2022-04-13,true,silver
USR00812,SEL0073,2021-07-27,false,silver
USR00812,SEL0004,2021-08-16,false,gold
USR00279,SEL0070,2023-04-07,true,bronze
USR00279,SEL0091,2023-01-31,true,bronze
USR00279,SEL0094,2024-05-17,false,silver
USR00279,SEL0014,2024-01-31,true,bronze
USR01157,SEL0003,2020-12-09,true,platinum
USR00622,SEL0050,2023-12-02,true,platinum
USR00622,SEL0015,2025-03-29,false,platinum
USR00622,SEL0083,2021-10-22,false,silver
USR00622,SEL0100,2021-06-12,true,platinum
USR00170,SEL0077,2020-06-26,true,bronze
USR00170,SEL0016,2022-06-08,false,bronze
USR00170,SEL0019,2025-09-10,false,gold
USR00631,SEL0091,2025-03-05,true,silver
USR00631,SEL0053,2022-04-08,false,platinum
USR00131,SEL0036,2022-09-09,true,silver
USR00131,SEL0044,2023-04-11,false,gold
USR00366,SEL0064,2025-07-17,false,gold
USR00366,SEL0037,2022-03-23,false,bronze
USR00532,SEL0074,2024-01-27,false,gold
USR00532,SEL0076,2023-11-07,false,bronze
USR00532,SEL0016,2022-12-18,false,gold
USR00532,SEL0002,2020-01-22,false,bronze
USR00886,SEL0096,2020-05-31,true,silver
USR00914,SEL0071,2023-11-08,false,platinum
USR00914,SEL0035,2024-08-11,true,silver
USR00914,SEL0019,2025-02-16,false,bronze
USR01125,SEL0089,2024-08-28,false,gold
USR01125,SEL0018,2024-03-16,false,silver
USR01125,SEL0037,2023-01-05,true,gold
USR00699,SEL0051,2023-07-08,true,bronze
USR00510,SEL0058,2022-10-05,false,gold
USR00510,SEL0095,2021-01-29,true,bronze
USR00510,SEL0017,2023-08-30,false,silver
USR00510,SEL0052,2020-06-25,true,gold
USR00710,SEL0089,2023-01-23,false,bronze
USR00710,SEL0077,2025-05-04,true,platinum
USR01096,SEL0054,2023-04-11,false,silver
USR01096,SEL0086,2022-02-08,true,bronze
USR01096,SEL0042,2020-03-22,false,silver
USR00423,SEL0015,2024-06-25,true,gold
USR00423,SEL0078,2022-10-05,true,silver
USR00423,SEL0064,2025-07-01,false,platinum
USR00423,SEL0042,2025-04-01,false,silver
USR01075,SEL0081,2020-01-27,true,platinum
USR01075,SEL0018,2025-11-21,true,silver
USR01075,SEL0076,2024-08-14,true,silver
USR01075,SEL0089,2023-10-01,false,platinum
USR00029,SEL0002,2020-04-27,false,silver
USR00029,SEL0029,2024-02-01,false,platinum
USR00029,SEL0071,2024-02-02,true,silver
USR00309,SEL0037,2021-04-27,true,platinum
USR00309,SEL0012,2020-07-20,true,gold
USR00309,SEL0036,2025-11-17,false,platinum
USR00763,SEL0020,2021-07-26,false,bronze
USR00763,SEL0069,2023-11-28,true,platinum
USR00763,SEL0090,2021-01-28,false,platinum
USR01129,SEL0089,2022-12-06,true,gold
USR00124,SEL0075,2022-11-22,false,silver
USR00124,SEL0039,2022-07-24,true,silver
USR00124,SEL0026,2020-03-07,true,silver
USR00124,SEL0014,2024-02-19,true,platinum
USR00575,SEL0015,2022-09-18,false,silver
USR00575,SEL0084,2023-05-30,false,bronze
USR00575,SEL0020,2020-08-26,false,silver
USR00418,SEL0043,2021-01-04,false,gold
USR01000,SEL0072,2022-10-21,false,platinum
USR01000,SEL0041,2023-08-13,false,gold
USR00638,SEL0016,2022-08-24,true,platinum
USR00638,SEL0015,2022-06-29,true,bronze
USR00638,SEL0047,2024-02-22,false,platinum
USR00638,SEL0028,2020-02-05,false,gold
USR01181,SEL0002,2022-05-06,true,platinum
USR01181,SEL0012,2025-08-21,true,platinum
USR01181,SEL0057,2022-08-11,false,platinum
USR01181,SEL0075,2022-06-26,true,platinum
USR00012,SEL0097,2025-11-25,true,platinum
USR00012,SEL0019,2021-12-02,true,bronze
USR00899,SEL0090,2023-03-05,false,gold
USR00899,SEL0006,2024-03-12,true,gold
USR00817,SEL0087,2024-09-26,true,gold
USR00817,SEL0084,2025-10-04,false,gold
USR00088,SEL0063,2022-10-05,false,silver
USR00088,SEL0072,2025-01-27,false,platinum
USR00088,SEL0033,2022-12-18,true,bronze
USR00088,SEL0025,2022-02-16,false,silver
USR00544,SEL0075,2020-10-20,true,platinum
USR00544,SEL0081,2024-03-01,false,platinum
USR00544,SEL0088,2022-12-08,true,bronze
USR00544,SEL0059,2022-06-30,true,bronze
USR01145,SEL0068,2024-08-21,false,bronze
USR01145,SEL0032,2023-08-27,false,silver
USR01145,SEL0006,2025-05-17,false,silver
USR01145,SEL0074,2021-09-04,false,platinum
USR01068,SEL0048,2021-10-12,false,silver
USR01068,SEL0065,2024-10-08,true,bronze
USR01068,SEL0053,2022-05-24,true,gold
USR01068,SEL0030,2021-06-12,true,bronze
USR01286,SEL0079,2025-03-02,true,platinum
USR00827,SEL0048,2025-02-25,false,silver
USR00296,SEL0088,2022-08-31,false,silver
USR00296,SEL0023,2020-02-21,false,silver
USR00296,SEL0045,2024-12-13,true,silver
USR00796,SEL0065,2023-07-05,true,silver
USR00796,SEL0019,2023-06-28,true,silver
USR00982,SEL0073,2024-03-31,true,platinum
USR00982,SEL0060,2021-04-01,true,platinum
USR00982,SEL0084,2025-08-08,true,silver
USR00982,SEL0020,2022-03-16,true,bronze
USR01232,SEL0096,2025-06-02,false,platinum
USR01232,SEL0052,2020-08-03,true,bronze
USR01232,SEL0085,2020-02-12,false,gold
USR01232,SEL0100,2023-07-26,false,bronze
USR00742,SEL0032,2024-02-29,true,platinum
USR00742,SEL0089,2023-04-18,false,silver
USR00748,SEL0017,2020-04-10,true,bronze
USR00748,SEL0084,2020-11-29,false,gold
USR00748,SEL0065,2021-12-29,false,bronze
USR00748,SEL0094,2020-02-28,false,platinum
USR00401,SEL0020,2022-10-01,true,platinum
USR00401,SEL0028,2022-07-27,false,platinum
USR00401,SEL0096,2024-02-28,false,bronze
USR00401,SEL0054,2020-11-17,true,gold
USR01082,SEL0071,2021-10-03,true,gold
USR01082,SEL0100,2022-01-01,true,bronze
USR01183,SEL0015,2022-02-17,true,bronze
USR01183,SEL0034,2023-06-24,true,silver
USR01183,SEL0072,2023-12-16,true,bronze
USR01272,SEL0066,2022-11-27,true,platinum
USR01272,SEL0043,2020-05-12,true,gold
USR01272,SEL0037,2024-11-10,false,silver
USR01298,SEL0086,2021-12-26,false,platinum
USR00290,SEL0013,2025-07-30,true,gold
USR01161,SEL0069,2023-11-11,false,bronze
USR01161,SEL0046,2025-09-27,false,gold
USR00276,SEL0087,2021-04-19,true,bronze
USR00276,SEL0040,2022-04-09,true,bronze
USR00276,SEL0075,2022-09-21,false,gold
USR00705,SEL0047,2021-07-15,true,platinum
USR00705,SEL0084,2022-04-08,false,bronze
USR00705,SEL0082,2020-08-08,true,gold
USR00101,SEL0077,2020-01-06,true,platinum
USR00101,SEL0024,2022-07-12,true,bronze
USR01398,SEL0028,2021-01-17,true,silver
USR00676,SEL0047,2021-07-26,false,gold
USR00676,SEL0100,2021-12-01,false,gold
USR00676,SEL0008,2025-10-25,false,silver
USR00299,SEL0032,2023-04-12,true,platinum
USR00299,SEL0065,2025-01-24,true,bronze
USR00299,SEL0017,2020-11-17,true,silver
USR00299,SEL0075,2021-08-28,true,gold
USR00876,SEL0046,2023-07-25,false,silver
USR00876,SEL0015,2024-02-21,false,silver
USR00876,SEL0072,2023-11-26,false,gold
USR00876,SEL0001,2024-05-22,true,platinum
USR00152,SEL0057,2024-05-09,false,bronze
USR00152,SEL0011,2022-04-27,true,silver
USR00152,SEL0067,2021-01-22,true,bronze
USR00152,SEL0024,2021-10-19,true,platinum
USR00182,SEL0074,2022-03-27,true,bronze
USR00182,SEL0003,2023-12-15,true,gold
USR00182,SEL0011,2023-05-18,false,silver
USR00516,SEL0069,2020-11-16,true,bronze
USR00516,SEL0020,2021-07-19,true,platinum
USR00415,SEL0061,2025-09-10,true,gold
USR00451,SEL0029,2024-08-10,false,platinum
USR00451,SEL0018,2023-12-03,false,platinum
USR00451,SEL0076,2022-09-03,true,silver
USR00451,SEL0020,2020-02-21,false,gold
USR00963,SEL0024,2022-02-03,false,platinum
USR01432,SEL0091,2021-08-25,false,bronze
USR01432,SEL0027,2022-02-02,false,platinum
USR01432,SEL0073,2025-07-04,false,platinum
USR00652,SEL0045,2022-10-30,true,gold
USR00652,SEL0073,2024-11-29,true,bronze
USR00652,SEL0018,2023-12-19,true,platinum
USR00765,SEL0042,2025-01-30,true,bronze
USR00765,SEL0025,2022-07-30,false,gold
USR00765,SEL0095,2021-07-14,false,bronze
USR00765,SEL0045,2021-06-19,true,silver
USR00342,SEL0014,2022-05-27,false,bronze
USR00342,SEL0038,2023-08-02,false,bronze
USR00342,SEL0017,2022-03-01,false,silver
USR00342,SEL0032,2023-11-29,false,platinum
USR00071,SEL0081,2021-12-19,true,platinum
USR01084,SEL0009,2022-07-09,false,gold
USR01084,SEL0027,2023-04-29,true,gold
USR01084,SEL0065,2021-09-09,true,platinum
USR00047,SEL0089,2024-03-04,false,bronze
USR00798,SEL0051,2021-03-17,true,gold
USR00798,SEL0032,2025-06-17,true,silver
USR00798,SEL0015,2023-07-16,false,bronze
USR00798,SEL0053,2021-06-19,true,platinum
USR01479,SEL0031,2024-10-04,true,gold
USR01479,SEL0089,2022-07-01,true,platinum
USR01473,SEL0030,2023-06-08,false,platinum
USR00669,SEL0091,2021-07-04,true,silver
USR00669,SEL0075,2024-06-18,true,platinum
USR00669,SEL0076,2021-12-01,false,silver
USR00304,SEL0013,2021-09-20,true,bronze
USR00304,SEL0089,2022-04-04,true,gold
USR00304,SEL0032,2020-11-02,true,silver
USR00304,SEL0021,2021-05-21,false,gold
USR01276,SEL0082,2022-10-13,false,gold
USR01276,SEL0016,2023-08-28,true,platinum
USR01276,SEL0057,2025-03-04,true,silver
USR01276,SEL0092,2020-11-30,false,gold
USR00467,SEL0084,2025-06-20,false,gold
USR00522,SEL0095,2021-08-31,false,bronze
USR00522,SEL0099,2020-11-30,true,platinum
USR00522,SEL0096,2020-06-08,false,bronze
USR00522,SEL0031,2022-07-16,false,gold
USR00063,SEL0006,2025-05-30,false,bronze
USR00063,SEL0085,2024-08-23,true,gold
USR00063,SEL0030,2024-04-28,true,gold
USR00096,SEL0023,2025-09-04,true,silver
USR00096,SEL0048,2025-02-07,true,silver
USR00753,SEL0085,2024-10-09,true,silver
USR00753,SEL0071,2023-08-16,true,platinum
USR00718,SEL0020,2025-09-29,false,platinum
USR00718,SEL0095,2024-01-09,false,silver
USR00718,SEL0077,2021-08-22,false,silver
USR00718,SEL0016,2020-10-14,true,silver
USR01174,SEL0034,2023-05-30,true,gold
USR00758,SEL0052,2022-08-04,false,bronze
USR00758,SEL0039,2021-06-26,true,bronze
USR01301,SEL0035,2025-08-17,true,silver
USR01301,SEL0077,2023-02-08,false,bronze
USR00206,SEL0017,2025-12-21,true,platinum
USR00448,SEL0089,2025-10-28,true,silver
USR00448,SEL0001,2020-08-25,true,silver
USR00448,SEL0028,2022-07-15,true,bronze
USR00218,SEL0006,2025-12-08,false,gold
USR00218,SEL0023,2022-06-18,true,bronze
USR00218,SEL0040,2020-06-27,true,bronze
USR00218,SEL0010,2025-09-08,true,gold
USR00263,SEL0085,2024-05-03,false,gold
USR00263,SEL0067,2020-12-20,false,gold
USR00263,SEL0074,2022-06-14,false,bronze
USR00263,SEL0055,2021-12-19,false,bronze
USR00027,SEL0099,2021-03-09,true,silver
USR00027,SEL0092,2021-11-08,false,bronze
USR00027,SEL0005,2023-09-07,false,gold
USR00159,SEL0070,2022-09-04,true,gold
USR00159,SEL0021,2025-11-21,true,gold
USR00159,SEL0049,2024-02-12,false,gold
USR00159,SEL0020,2021-04-14,false,silver
USR00394,SEL0016,2022-10-03,true,platinum
USR00394,SEL0048,2021-10-31,true,platinum
USR00394,SEL0061,2025-07-27,true,bronze
USR00049,SEL0100,2025-06-30,false,silver
USR01066,SEL0096,2020-03-09,true,gold
USR01288,SEL0027,2024-06-22,false,gold
USR01288,SEL0072,2024-03-06,true,platinum
USR01288,SEL0019,2023-05-19,false,platinum
USR01288,SEL0028,2022-10-17,true,platinum
USR00791,SEL0030,2022-08-18,false,gold
USR00791,SEL0028,2023-11-25,false,silver
USR00693,SEL0099,2022-12-19,false,silver
USR00693,SEL0089,2022-05-12,false,platinum
USR00285,SEL0054,2021-10-24,false,gold
USR00285,SEL0092,2022-05-17,false,bronze
USR00285,SEL0006,2020-01-24,false,silver
USR00148,SEL0083,2020-06-02,false,bronze
USR00148,SEL0024,2023-11-04,true,bronze
USR00148,SEL0061,2020-08-12,false,silver
USR01453,SEL0085,2023-08-31,true,gold
USR01453,SEL0033,2020-05-06,true,platinum
USR01453,SEL0088,2025-06-26,true,silver
