userId,productId,addedAt,quantity,savedForLater
USR01377,PRD00799,2024-07-16,2,false
USR01377,PRD00713,2024-10-26,2,false
USR00674,PRD02143,2025-07-18,2,false
USR00674,PRD02314,2025-08-18,2,true
USR00674,PRD00736,2024-10-29,2,true
USR00674,PRD01344,2024-02-04,2,false
USR00832,PRD00976,2022-09-22,3,false
USR00832,PRD00642,2025-05-18,2,true
USR00439,PRD01934,2024-12-26,2,false
USR00439,PRD02375,2022-08-20,1,false
USR00117,PRD02962,2024-03-21,1,false
USR01389,PRD00820,2025-01-06,3,false
USR01389,PRD01070,2024-09-24,1,false
USR01389,PRD01357,2024-10-24,3,false
USR00733,PRD01126,2022-04-15,1,false
USR00733,PRD01153,2022-10-21,2,true
USR00733,PRD02071,2024-05-17,2,true
USR00740,PRD01501,2023-05-25,2,false
USR00740,PRD00925,2024-06-14,3,false
USR00740,PRD00201,2022-11-20,1,false
USR01224,PRD00513,2023-12-20,1,false
USR00995,PRD01411,2024-08-10,3,false
USR00995,PRD01141,2025-01-18,3,false
USR00995,PRD00435,2025-06-23,3,true
USR01382,PRD00451,2022-07-15,1,true
USR01382,PRD01090,2023-10-16,1,false
USR01382,PRD00340,2024-04-01,3,true
USR00063,PRD00178,2024-10-17,1,true
USR00063,PRD02481,2024-05-09,1,false
USR00063,PRD00448,2023-07-07,2,false
USR00805,PRD00598,2022-01-27,1,false
USR00805,PRD01886,2024-01-20,2,false
USR00429,PRD00130,2025-03-30,3,false
USR01042,PRD02146,2024-01-12,1,false
USR01042,PRD01847,2023-07-28,1,false
USR01042,PRD01032,2024-09-16,1,false
USR00087,PRD00559,2024-11-21,1,false
USR00825,PRD00380,2024-02-29,1,true
USR00825,PRD00174,2023-04-01,1,true
USR00825,PRD00168,2023-03-11,1,false
USR00825,PRD00006,2023-03-25,2,true
USR00154,PRD01498,2024-09-20,3,false
USR00154,PRD00953,2025-11-13,2,false
USR00154,PRD00617,2022-05-19,3,false
USR00914,PRD02527,2022-05-16,1,false
USR00914,PRD01594,2025-04-02,3,false
USR00914,PRD00345,2024-01-07,1,false
USR00914,PRD00138,2024-07-02,2,false
USR00472,PRD02488,2022-08-10,2,false
USR00472,PRD01794,2023-09-20,2,false
USR00472,PRD00996,2024-10-25,3,true
USR00472,PRD00886,2024-05-08,3,false
USR00420,PRD00785,2022-05-06,1,false
USR00420,PRD02512,2022-08-10,2,false
USR01274,PRD02690,2022-01-26,2,true
USR01274,PRD00394,2023-11-29,2,false
USR01274,PRD01842,2022-11-18,1,true
USR01274,PRD00068,2024-05-30,3,false
USR00192,PRD02054,2023-08-01,3,true
USR00192,PRD00236,2025-09-08,3,false
USR00192,PRD01026,2024-05-28,2,false
USR00192,PRD00741,2025-01-29,1,false
USR00240,PRD01163,2023-01-05,1,true
USR00240,PRD02882,2023-10-01,1,false
USR00240,PRD02333,2025-04-14,3,false
USR01169,PRD02602,2025-04-15,3,false
USR01169,PRD02211,2025-10-27,1,false
USR01169,PRD00510,2023-04-16,3,true
USR01169,PRD00904,2025-06-16,1,false
USR01055,PRD01501,2023-07-22,2,false
USR00401,PRD00655,2023-10-31,3,false
USR00461,PRD00502,2025-01-17,3,true
USR00363,PRD00865,2024-11-14,3,false
USR00363,PRD02414,2024-09-19,1,false
USR00363,PRD01694,2022-06-17,1,false
USR00622,PRD02764,2024-10-07,2,false
USR00622,PRD00385,2022-11-19,3,false
USR00622,PRD00357,2024-09-17,3,false
USR00622,PRD00893,2023-03-20,3,false
USR01065,PRD02655,2022-03-20,2,true
USR00298,PRD00700,2023-07-30,3,false
USR00298,PRD00051,2025-12-29,3,false
USR00457,PRD01101,2023-01-10,1,false
USR00457,PRD00503,2024-05-06,3,false
USR00457,PRD00129,2022-12-13,3,true
USR01459,PRD01605,2024-09-25,2,true
USR01132,PRD00602,2022-02-01,3,false
USR01132,PRD01053,2024-03-15,1,false
USR01069,PRD00744,2024-05-24,1,false
USR01069,PRD01841,2023-05-30,3,false
USR01069,PRD01413,2024-02-11,1,false
USR01069,PRD02207,2023-10-23,1,false
USR00423,PRD00480,2022-07-26,1,false
USR00423,PRD00204,2022-03-24,3,false
USR01405,PRD02934,2024-01-27,3,true
USR00302,PRD02766,2025-09-30,2,false
USR01041,PRD02222,2022-06-27,3,false
USR01041,PRD01564,2022-04-30,3,false
USR01035,PRD02530,2024-05-16,1,false
USR00367,PRD02163,2023-10-25,2,false
USR01196,PRD01242,2024-10-12,1,false
USR01196,PRD02842,2023-11-06,3,true
USR01077,PRD02125,2025-11-18,1,false
USR00502,PRD02118,2023-11-30,1,true
USR00502,PRD00852,2022-06-02,1,false
USR00502,PRD01799,2024-07-03,1,true
USR00289,PRD01173,2022-02-02,3,false
USR00289,PRD01344,2024-01-23,2,false
USR00289,PRD01217,2022-02-14,1,true
USR00289,PRD00814,2023-08-04,1,false
USR00026,PRD01261,2024-12-29,3,false
USR00026,PRD02614,2024-06-19,1,true
USR00026,PRD02325,2024-08-20,3,false
USR00551,PRD00858,2023-02-12,3,false
USR00551,PRD01772,2024-12-06,1,false
USR00551,PRD01835,2022-06-03,1,false
USR00536,PRD02824,2024-09-03,2,false
USR00536,PRD02652,2025-04-23,2,false
USR00536,PRD02727,2022-11-06,3,true
USR00066,PRD01286,2025-08-02,3,true
USR01057,PRD00142,2022-10-23,2,false
USR01057,PRD01740,2024-03-11,2,false
USR01220,PRD01715,2022-11-07,3,false
USR01220,PRD01525,2022-05-12,2,false
USR01220,PRD01147,2022-11-02,3,false
USR00613,PRD00257,2025-06-05,1,true
USR00613,PRD00043,2022-12-25,3,false
USR00613,PRD02015,2022-10-06,1,false
USR00613,PRD01338,2023-11-10,1,false
USR01265,PRD02762,2022-01-29,3,false
USR01265,PRD00898,2024-03-23,3,false
USR01265,PRD02046,2022-03-30,2,false
USR01265,PRD00017,2025-08-21,1,false
USR00997,PRD01223,2023-10-16,1,false
USR00997,PRD02132,2022-05-15,3,true
USR00997,PRD01184,2024-07-19,3,false
USR00590,PRD00494,2024-05-16,1,true
USR00590,PRD02319,2022-04-04,3,true
USR00525,PRD00872,2024-08-11,2,false
USR01266,PRD02253,2024-06-28,1,true
USR01334,PRD00276,2023-01-10,2,false
USR01334,PRD02198,2023-03-07,3,false
USR01334,PRD01149,2024-05-22,3,false
USR01103,PRD00519,2023-05-20,2,false
USR01103,PRD01474,2024-12-20,1,false
USR01103,PRD00158,2023-07-19,1,false
USR01103,PRD00979,2024-02-08,2,false
USR00866,PRD02693,2022-11-07,2,false
USR01134,PRD02356,2025-09-25,1,true
USR00462,PRD02655,2022-10-20,3,false
USR00462,PRD00898,2023-06-28,2,true
USR00462,PRD02052,2025-03-18,1,false
USR00352,PRD01196,2025-02-21,2,false
USR00352,PRD01993,2022-03-04,2,false
USR01174,PRD01097,2022-10-10,3,true
USR01174,PRD02237,2023-07-18,2,false
USR01174,PRD01102,2022-03-07,3,false
USR01438,PRD00349,2022-04-26,3,false
USR01438,PRD02038,2025-03-12,3,false
USR01438,PRD02573,2024-07-20,1,false
USR01438,PRD02211,2022-11-11,1,false
USR00799,PRD01481,2023-01-21,2,false
USR00799,PRD02167,2022-06-13,1,false
USR01381,PRD01361,2024-07-19,3,false
USR01381,PRD01987,2022-04-11,3,true
USR01381,PRD00127,2024-02-17,2,false
USR01381,PRD02325,2023-10-09,3,false
USR00247,PRD00540,2023-04-16,2,false
USR00395,PRD00944,2024-09-22,2,true
USR00395,PRD01031,2022-03-10,3,false
USR00535,PRD01327,2024-09-01,2,false
USR00535,PRD00299,2024-01-02,3,false
USR00535,PRD01909,2022-02-06,3,true
USR01037,PRD02391,2023-02-21,2,true
USR01037,PRD01885,2023-06-11,3,true
USR01037,PRD00735,2024-04-09,3,false
USR01037,PRD00273,2024-11-07,3,false
USR01136,PRD00980,2025-10-20,3,false
USR01136,PRD00501,2022-12-13,3,false
USR00210,PRD00836,2022-06-18,3,false
USR00210,PRD01398,2024-10-18,2,false
USR00210,PRD00296,2023-11-11,2,false
USR00635,PRD02063,2025-09-02,3,false
USR00635,PRD01056,2025-02-22,2,false
USR01221,PRD02154,2025-09-25,1,false
USR01221,PRD00592,2023-04-14,1,false
USR01221,PRD01419,2022-01-24,2,true
USR00607,PRD02753,2025-08-19,1,true
USR00562,PRD01977,2025-04-13,1,false
USR00562,PRD00604,2022-01-10,2,true
USR00562,PRD02651,2024-10-04,2,false
USR00359,PRD01574,2023-02-17,2,false
USR00359,PRD00250,2022-10-21,1,false
USR01375,PRD00785,2023-01-24,2,false
USR01375,PRD00796,2022-06-17,2,false
USR01375,PRD00180,2023-01-14,3,false
USR00541,PRD01322,2022-01-12,3,true
USR00341,PRD01678,2022-07-14,1,false
USR00341,PRD00837,2024-09-28,1,false
USR00303,PRD00429,2024-06-13,1,true
USR00441,PRD00089,2023-09-01,1,true
USR00441,PRD01068,2023-06-05,2,false
USR00441,PRD01544,2025-10-02,1,false
USR01091,PRD00838,2022-11-21,2,true
USR01091,PRD02480,2022-05-12,2,false
USR00414,PRD00236,2024-12-15,1,false
USR00849,PRD00251,2022-09-25,2,false
USR00849,PRD02300,2022-12-04,3,false
USR00849,PRD02649,2023-08-20,2,true
USR01472,PRD01312,2025-08-07,3,false
USR01472,PRD01815,2023-10-01,1,true
USR01472,PRD00945,2022-01-17,1,true
USR00126,PRD01301,2025-04-13,3,false
USR00126,PRD00580,2024-08-17,3,true
USR00008,PRD02487,2023-12-06,2,false
USR00008,PRD02489,2024-05-03,1,false
USR00008,PRD01163,2025-09-11,3,true
USR00400,PRD01652,2023-01-16,2,true
USR00400,PRD02195,2025-06-01,2,false
USR00850,PRD00095,2023-01-19,2,true
USR00850,PRD02886,2023-07-16,1,true
USR00043,PRD00156,2024-11-07,1,false
USR00517,PRD01442,2022-02-23,1,false
USR00517,PRD02484,2022-07-10,1,false
USR00517,PRD02914,2023-03-19,3,false
USR00347,PRD01396,2022-06-12,2,false
USR00347,PRD00429,2025-01-14,3,false
USR00347,PRD01747,2022-06-28,2,false
USR00777,PRD02790,2025-07-04,1,false
USR00116,PRD01173,2023-04-23,1,false
USR00116,PRD02110,2023-11-08,2,false
USR00116,PRD02242,2022-12-19,3,false
USR01255,PRD01899,2022-06-02,2,false
USR01255,PRD02797,2025-05-24,3,false
USR00077,PRD00370,2024-12-02,2,true
USR01470,PRD00455,2024-08-11,2,true
USR01470,PRD02866,2023-04-09,1,false
USR00962,PRD01029,2023-12-20,3,false
USR00962,PRD00065,2024-03-28,2,false
USR00962,PRD00505,2022-10-14,2,true
USR00340,PRD01156,2023-11-26,2,false
USR00340,PRD00729,2022-04-12,1,false
USR00340,PRD00082,2023-09-16,1,true
USR00676,PRD02574,2023-03-23,2,false
USR01359,PRD00648,2022-10-10,2,false
USR01359,PRD02926,2024-02-22,3,false
USR01359,PRD02097,2025-11-21,1,true
USR01359,PRD01307,2023-08-05,1,false
USR00836,PRD02053,2025-04-05,2,false
USR00836,PRD02395,2023-01-03,3,false
USR00836,PRD02496,2022-09-28,3,false
USR00836,PRD02683,2023-04-02,3,false
USR01028,PRD00892,2024-10-12,2,true
USR00561,PRD01971,2025-08-07,1,false
USR00561,PRD02399,2025-04-01,1,true
USR00561,PRD00058,2025-03-16,1,true
USR00561,PRD01800,2024-04-09,1,false
USR00529,PRD02957,2024-09-02,3,false
USR00529,PRD02621,2022-01-20,1,true
USR00930,PRD02475,2022-07-08,3,false
USR00512,PRD02379,2023-01-27,3,false
USR00155,PRD00451,2023-05-07,2,false
USR00155,PRD02027,2023-02-16,2,false
USR00155,PRD02579,2025-03-18,3,false
USR00513,PRD01699,2025-09-11,2,false
USR00513,PRD02980,2025-04-27,3,false
USR00513,PRD01159,2025-06-15,3,false
USR00863,PRD01171,2025-01-24,1,true
USR01142,PRD01423,2024-05-18,2,false
USR01317,PRD00951,2024-05-01,2,true
USR01317,PRD02470,2025-06-21,3,false
USR01317,PRD01680,2025-07-27,2,false
USR01317,PRD01492,2025-08-09,2,false
USR00713,PRD02601,2024-09-22,1,true
USR00713,PRD02033,2024-09-09,1,true
USR00713,PRD01957,2024-07-05,1,true
USR00713,PRD02091,2022-07-22,3,false
USR01023,PRD01093,2025-11-05,2,false
USR01023,PRD01566,2023-11-14,3,true
USR00111,PRD00823,2025-08-15,3,false
USR00111,PRD00338,2025-04-25,2,false
USR00880,PRD01628,2025-06-01,2,false
USR00880,PRD01933,2024-12-01,2,true
USR00880,PRD02722,2022-11-10,1,true
USR00880,PRD01385,2024-02-08,1,true
USR00658,PRD00898,2023-07-27,3,false
USR00658,PRD01635,2023-03-31,2,true
USR01450,PRD01114,2025-11-15,2,false
USR00499,PRD02969,2022-07-15,3,true
USR00499,PRD02167,2022-05-25,2,false
USR00499,PRD01275,2023-04-30,3,false
USR00357,PRD00429,2025-04-17,1,true
USR00064,PRD00909,2022-05-04,3,true
USR00064,PRD02498,2025-11-20,1,false
USR00051,PRD01815,2023-06-09,2,true
USR00051,PRD00832,2025-05-27,1,false
USR00051,PRD02624,2023-12-18,2,true
USR00051,PRD00375,2023-03-26,3,true
USR00444,PRD00241,2024-04-19,1,false
USR00444,PRD02000,2023-09-12,3,true
USR00444,PRD01813,2023-07-25,3,false
USR01148,PRD01182,2024-04-24,3,true
USR01148,PRD01386,2025-05-11,2,false
USR01148,PRD01626,2025-06-24,2,false
USR00601,PRD02099,2024-02-11,2,false
USR00601,PRD00793,2022-03-10,2,false
USR00601,PRD02807,2024-02-28,3,true
USR01330,PRD00933,2022-11-04,1,false
USR00294,PRD02977,2022-04-09,2,false
USR00294,PRD02315,2022-03-06,3,false
USR00125,PRD02349,2023-06-14,1,false
USR00125,PRD02081,2022-03-25,1,false
USR00125,PRD00126,2022-10-26,3,false
USR00125,PRD02263,2025-11-18,3,false
USR00206,PRD01209,2024-03-02,1,true
USR00206,PRD00944,2022-12-01,3,false
USR00206,PRD00835,2023-03-25,2,true
USR00206,PRD01672,2024-06-24,3,true
USR00570,PRD01942,2025-07-08,3,true
USR01419,PRD01963,2024-06-26,3,false
USR00103,PRD00655,2022-08-03,3,false
USR00164,PRD00721,2025-09-21,3,true
USR00164,PRD00875,2024-12-26,1,false
USR00164,PRD02378,2024-01-24,1,false
USR00708,PRD02495,2025-11-11,1,true
USR01242,PRD01635,2025-05-15,1,true
USR01242,PRD00469,2022-03-10,1,true
USR01242,PRD02593,2022-01-30,1,false
USR01242,PRD01600,2024-08-29,3,false
USR01131,PRD02845,2024-08-06,1,true
USR01131,PRD02740,2025-10-11,2,false
USR01131,PRD02849,2023-03-04,1,false
USR00288,PRD00296,2023-02-09,3,false
USR00288,PRD02719,2025-03-14,1,false
USR00288,PRD00082,2022-08-27,2,false
USR00288,PRD00667,2025-05-23,1,false
USR01207,PRD02394,2024-12-30,1,false
USR01207,PRD01322,2022-07-10,1,false
USR01162,PRD00525,2023-12-11,2,false
USR01162,PRD02371,2022-03-02,3,false
USR01162,PRD02281,2022-04-02,1,false
USR01162,PRD02058,2024-11-10,2,true
USR00334,PRD01036,2022-04-19,3,true
USR00941,PRD00561,2025-10-07,2,true
USR01333,PRD01908,2023-11-12,2,false
USR01333,PRD00228,2024-01-29,3,true
USR00901,PRD00439,2023-11-12,2,false
USR00346,PRD02605,2022-06-27,2,true
USR00346,PRD02604,2023-02-09,2,false
USR00346,PRD02317,2023-08-17,2,false
USR01332,PRD01138,2024-04-07,1,false
USR01332,PRD01965,2022-10-31,1,false
USR01332,PRD01158,2023-10-16,1,false
USR01332,PRD01856,2024-03-12,1,true
USR00523,PRD02482,2023-05-02,1,false
USR00523,PRD00797,2022-08-23,1,false
USR00523,PRD00428,2022-10-04,3,false
USR01337,PRD00450,2024-08-22,3,false
USR01337,PRD02188,2025-07-23,1,false
USR00278,PRD00518,2025-07-11,3,false
USR00278,PRD01317,2022-06-13,2,false
USR00278,PRD02681,2022-04-25,2,false
USR00488,PRD02957,2024-09-02,2,false
USR00488,PRD00420,2025-01-30,1,false
USR00263,PRD02986,2022-11-10,3,true
USR00263,PRD02574,2023-04-03,3,false
USR01287,PRD00889,2025-02-22,1,false
USR00756,PRD00660,2023-12-28,3,true
USR00756,PRD00369,2024-07-08,3,true
USR00756,PRD02150,2025-10-18,2,false
USR00348,PRD01890,2024-10-07,3,false
USR00348,PRD01226,2023-09-24,2,false
USR00348,PRD02661,2022-01-14,2,true
USR00348,PRD02650,2025-04-19,1,true
USR00917,PRD00234,2025-06-21,3,false
USR00136,PRD00021,2025-03-22,1,true
USR00136,PRD01335,2025-09-27,1,false
USR00136,PRD02889,2022-10-16,2,false
USR00790,PRD00855,2023-09-20,3,false
USR01426,PRD02176,2024-11-02,1,true
USR01426,PRD01073,2024-07-30,1,false
USR01426,PRD01515,2024-09-09,1,false
USR01426,PRD02589,2024-03-26,2,false
USR00105,PRD02164,2022-01-15,2,false
USR00105,PRD00214,2022-04-12,3,true
USR01120,PRD01423,2023-07-30,2,false
USR00436,PRD01993,2025-05-14,2,false
USR00391,PRD02580,2024-01-10,2,false
USR00391,PRD02369,2025-11-15,2,true
USR01252,PRD01651,2025-01-29,2,false
USR00037,PRD01270,2022-01-15,2,false
USR00744,PRD01171,2025-07-27,2,false
USR00744,PRD01233,2022-07-15,3,false
USR00704,PRD01364,2023-02-12,2,false
USR00704,PRD01999,2023-02-16,3,false
USR00704,PRD00560,2024-02-14,2,true
USR00818,PRD02455,2025-05-28,2,false
USR00480,PRD00022,2024-01-21,3,false
USR00480,PRD02413,2025-01-27,1,false
USR01160,PRD00506,2024-09-08,2,false
USR01160,PRD02780,2024-09-30,1,true
USR01160,PRD01236,2024-07-10,3,false
USR01160,PRD01188,2023-09-17,1,false
USR00371,PRD01691,2024-01-07,3,false
USR00371,PRD00663,2023-03-29,1,false
USR00371,PRD01571,2022-05-15,3,false
USR00371,PRD02108,2025-06-19,2,true
USR00387,PRD00321,2025-04-29,2,false
USR00387,PRD01778,2024-06-03,2,false
USR00387,PRD01360,2023-02-08,3,false
USR01083,PRD02662,2024-09-21,2,false
USR01480,PRD00455,2024-12-31,2,true
USR01480,PRD02353,2023-03-31,1,true
USR00067,PRD01365,2024-02-26,2,true
USR00067,PRD02626,2022-11-29,2,false
USR00067,PRD02039,2024-03-27,1,false
USR00067,PRD02478,2025-06-01,3,true
USR01463,PRD02318,2022-07-02,2,true
USR01463,PRD02769,2024-11-01,3,false
USR00010,PRD01719,2025-11-11,2,false
USR00146,PRD00731,2024-10-10,1,false
USR00146,PRD00684,2022-06-09,3,false
USR00146,PRD02786,2025-09-05,1,false
USR00146,PRD00267,2022-04-01,1,true
USR00002,PRD01098,2023-10-18,3,true
USR00682,PRD00354,2025-12-24,2,false
USR00682,PRD00532,2025-11-13,3,false
USR00682,PRD00321,2023-07-08,1,false
USR00892,PRD02079,2023-09-10,3,true
USR00892,PRD01453,2023-02-10,1,false
USR00892,PRD01119,2024-09-17,1,false
USR00936,PRD02104,2025-12-07,2,false
USR00101,PRD00310,2024-06-20,2,true
USR00101,PRD01175,2024-06-02,2,false
USR00101,PRD01886,2023-10-19,1,false
USR00888,PRD00536,2022-01-22,1,true
USR00888,PRD00722,2025-09-08,3,true
USR01191,PRD02886,2023-10-16,2,true
USR01191,PRD01667,2022-12-18,2,false
USR01191,PRD02870,2024-07-25,2,true
USR01191,PRD00635,2022-12-07,3,true
USR00643,PRD02658,2022-02-28,1,false
USR00643,PRD02133,2023-12-13,2,false
USR00643,PRD01019,2022-12-11,1,false
USR00643,PRD00509,2024-03-30,1,true
USR01178,PRD01010,2023-05-03,1,false
USR00184,PRD01824,2024-02-28,2,false
USR01040,PRD00355,2024-05-27,1,false
USR01040,PRD00569,2023-02-24,1,false
USR01040,PRD02139,2022-09-07,1,false
USR00909,PRD01066,2025-12-26,2,true
USR00909,PRD02215,2025-10-27,2,false
USR00909,PRD01586,2022-05-16,1,false
USR01111,PRD00731,2024-04-07,1,false
USR00432,PRD01532,2022-05-01,2,false
USR00432,PRD01585,2024-08-26,2,false
USR00542,PRD00866,2025-05-29,3,false
USR00542,PRD01935,2022-09-28,2,false
USR00542,PRD01675,2022-04-07,2,false
USR00542,PRD00283,2023-07-13,1,false
USR00326,PRD01237,2022-05-14,3,true
USR00326,PRD00361,2025-04-04,3,false
USR01211,PRD02321,2025-11-13,3,false
USR01211,PRD02173,2025-10-04,2,false
USR01122,PRD00202,2024-12-02,2,false
USR01122,PRD00955,2025-05-20,2,true
USR01122,PRD02510,2025-12-07,1,true
USR01118,PRD00905,2024-10-22,3,false
USR01118,PRD02208,2022-01-26,2,false
USR00983,PRD02559,2024-08-14,1,true
USR01373,PRD02655,2023-08-18,3,false
USR01373,PRD00289,2025-03-31,3,true
USR00076,PRD00945,2025-05-05,1,true
USR00076,PRD01706,2025-03-27,2,false
USR00076,PRD02690,2024-05-02,3,false
USR00076,PRD01891,2025-03-14,3,false
USR01461,PRD02745,2025-06-09,1,true
USR01461,PRD02889,2024-10-28,3,false
USR01461,PRD01196,2025-10-20,3,true
USR01461,PRD01581,2024-07-16,2,false
USR01379,PRD00973,2024-04-01,1,false
USR01379,PRD00094,2022-07-08,3,false
USR01358,PRD01799,2023-01-04,2,false
USR01358,PRD01903,2023-07-27,3,false
USR01358,PRD02171,2024-11-15,2,true
USR00182,PRD01778,2022-12-31,3,false
USR00975,PRD02775,2023-07-21,3,true
USR00022,PRD00554,2025-12-18,1,false
USR00022,PRD02127,2022-04-14,1,false
USR00022,PRD01374,2025-08-25,1,false
USR00971,PRD00201,2025-06-11,2,false
USR00971,PRD00550,2022-06-17,2,true
USR00971,PRD01384,2024-10-14,2,false
USR00842,PRD01345,2022-02-03,3,true
USR00842,PRD02541,2025-01-22,2,true
USR00842,PRD02448,2022-05-12,3,true
USR00905,PRD01286,2023-07-20,1,false
USR00905,PRD01880,2024-07-28,2,true
USR01113,PRD01327,2023-10-02,3,false
USR01113,PRD00131,2022-08-13,2,false
USR01113,PRD02384,2024-11-08,3,false
USR00719,PRD00139,2023-12-30,3,false
USR00719,PRD01075,2023-05-13,1,false
USR00719,PRD01491,2025-11-09,2,false
USR00719,PRD02784,2024-01-22,3,false
USR00753,PRD01990,2023-12-11,2,false
USR00753,PRD01058,2022-07-18,1,false
USR00753,PRD01549,2022-02-02,2,false
USR01140,PRD01288,2022-11-12,3,false
USR01140,PRD01019,2022-04-30,3,false
USR01275,PRD00269,2025-11-24,3,true
USR01275,PRD01444,2022-12-27,2,false
USR01275,PRD01994,2024-07-14,1,false
USR01275,PRD00015,2022-10-24,3,false
USR01323,PRD00110,2024-08-13,2,false
USR01323,PRD01409,2025-01-23,1,false
USR01323,PRD02556,2024-12-16,2,false
USR00639,PRD02635,2022-01-19,1,true
USR00639,PRD00026,2023-01-17,1,false
USR00494,PRD01172,2023-02-25,1,false
USR01110,PRD00879,2024-01-30,2,false
USR01110,PRD01486,2023-12-27,1,false
USR01110,PRD00575,2022-02-03,1,false
USR00194,PRD00931,2024-09-17,3,true
USR00194,PRD02088,2023-07-03,2,true
USR00745,PRD02982,2024-04-29,3,false
USR00745,PRD01287,2024-11-10,3,false
USR00870,PRD02845,2024-10-06,2,false
USR00870,PRD00333,2023-10-05,3,false
USR00870,PRD01897,2025-09-06,2,false
USR00392,PRD00414,2025-07-07,1,false
USR01308,PRD00444,2025-01-28,1,false
USR01147,PRD00281,2024-02-20,3,false
USR01147,PRD01475,2023-12-04,2,false
USR01147,PRD02178,2022-07-18,1,false
USR01147,PRD01159,2023-05-16,1,false
USR00912,PRD02912,2025-09-23,3,true
USR00912,PRD02869,2025-07-09,3,false
USR01197,PRD02743,2023-12-06,2,false
USR01197,PRD02725,2025-11-27,1,false
USR01197,PRD02440,2023-03-24,2,false
USR01197,PRD00711,2022-07-11,2,true
USR01099,PRD00605,2022-08-15,2,false
USR01099,PRD00293,2022-04-08,1,false
USR01099,PRD02974,2023-03-02,2,false
USR00360,PRD00152,2022-03-14,2,false
USR01254,PRD00997,2025-02-16,3,false
USR01254,PRD00033,2022-04-28,1,false
USR01198,PRD00344,2023-03-10,1,false
USR00307,PRD01149,2024-02-03,1,true
USR00795,PRD02820,2025-09-28,2,true
USR00795,PRD02226,2024-08-05,3,false
USR00795,PRD00374,2025-01-20,2,true
USR00651,PRD01206,2024-10-20,2,false
USR00651,PRD02160,2023-06-28,2,false
USR00651,PRD01015,2024-10-14,2,true
USR01144,PRD02746,2025-08-14,1,true
USR01144,PRD01274,2022-10-09,3,false
USR01144,PRD00532,2022-12-17,1,false
USR01144,PRD01154,2024-07-30,3,false
USR00610,PRD00212,2023-04-15,1,false
USR00610,PRD02054,2022-12-20,3,true
USR01430,PRD02830,2025-10-09,3,false
USR00495,PRD01789,2025-07-01,2,false
USR00495,PRD00677,2023-07-30,3,false
USR00495,PRD00094,2022-08-19,3,false
USR00495,PRD00092,2025-02-21,2,false
USR00907,PRD02875,2022-01-19,3,false
USR00907,PRD01524,2022-10-13,1,false
USR00907,PRD00955,2024-05-11,1,false
USR00907,PRD02028,2024-04-20,3,false
USR01260,PRD02190,2023-03-16,3,false
USR01260,PRD00087,2022-06-03,2,false
USR00385,PRD00903,2023-08-06,2,true
USR00385,PRD01290,2022-10-03,2,false
USR00797,PRD01360,2025-10-07,1,false
USR00797,PRD01928,2025-02-22,2,false
USR00797,PRD00622,2022-05-12,1,false
USR00195,PRD02718,2023-04-27,3,false
USR01376,PRD02329,2025-01-26,1,false
USR01376,PRD00817,2025-11-01,2,false
USR00959,PRD01016,2024-09-14,2,false
USR00959,PRD01214,2023-08-29,3,false
USR00959,PRD01187,2023-12-04,3,false
USR00119,PRD02530,2023-09-29,3,true
USR01342,PRD02117,2024-06-15,3,false
USR01342,PRD00243,2024-08-03,1,true
USR00061,PRD00664,2024-05-20,3,false
USR01082,PRD00031,2024-02-20,2,false
USR01082,PRD01307,2025-12-08,1,false
USR01082,PRD01862,2024-05-26,3,false
USR00434,PRD01097,2023-08-29,1,false
USR00434,PRD01595,2024-08-22,2,true
USR00514,PRD00765,2022-11-10,2,false
USR00514,PRD02640,2022-11-30,2,false
USR00128,PRD01233,2024-08-23,2,false
USR00673,PRD01047,2025-03-19,3,false
USR00673,PRD01716,2024-10-03,2,false
USR00332,PRD02388,2023-02-05,3,false
USR00332,PRD00060,2022-01-28,1,false
USR00764,PRD01603,2023-07-10,2,true
USR00764,PRD02581,2022-07-23,3,false
USR00764,PRD00631,2023-07-25,3,false
USR00319,PRD01920,2025-07-07,2,true
USR00319,PRD00245,2025-12-31,1,false
USR00319,PRD01674,2022-07-26,2,true
USR00851,PRD01550,2023-08-26,3,false
USR00851,PRD00043,2025-10-07,2,true
USR00851,PRD01893,2025-01-26,3,false
USR00257,PRD02171,2024-02-05,1,false
USR00683,PRD00519,2025-06-07,2,false
USR00683,PRD02595,2023-03-29,2,true
USR00293,PRD00051,2023-06-20,2,false
USR01159,PRD02199,2024-11-23,2,true
USR01159,PRD01571,2023-12-21,1,false
USR00794,PRD00271,2022-03-05,2,true
USR00794,PRD01128,2025-01-06,2,false
USR00287,PRD01983,2023-01-06,1,false
USR00287,PRD01886,2025-03-19,3,false
USR00287,PRD01183,2024-03-29,3,true
USR01380,PRD02524,2023-06-23,2,false
USR00985,PRD00406,2023-03-24,2,false
USR00273,PRD00564,2024-04-18,3,true
USR00273,PRD02431,2023-02-13,3,false
USR00273,PRD00882,2022-08-07,2,false
USR00273,PRD01650,2022-09-08,1,false
USR00680,PRD01825,2024-11-06,2,false
USR00680,PRD01719,2022-06-24,3,false
USR00680,PRD00574,2022-12-10,3,false
USR00680,PRD02338,2024-06-28,3,false
USR01181,PRD00752,2025-07-24,1,false
USR01181,PRD00828,2024-05-26,2,false
USR01181,PRD02015,2025-10-05,3,false
USR00675,PRD00964,2022-01-10,1,false
USR00675,PRD02796,2023-02-08,2,false
